"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",21,1.90523196623513,1.29040025199117,1.66274971530803,3.10356268487307,0.685653822331067,1.14477190459556,0.969536570628308,10,0.724363181517311,0.785186429657071,1.97247904042104,2.90034061687602,-0.17311933097082,-0.229596072051567,0.952425411901185,9,0.618845649875416,1.01375041704117,0.974374516783189,0.977544694769968,0.0633986684408826,0.0205837738071813,1.46490964027366,2,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",35,3.38066534111746,1.5656043944722,2.78130500343589,4.46760848547688,0.485958740382966,-0.0597409225102628,0.999274711130567,35,0.653206993150566,0.606228661302473,0.499331842583828,0.83048158377774,0.418996505126083,0.45754611251787,0.142283989253064,75,0.80437676637829,0.650952520832389,0.481158832977279,0.666354079224973,-0.223724434987729,0.201010092128877,1.35665953356699,13,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",6,0.836078829649448,0.38343854853055,0.983068985247602,1.3492659495298,-0.208154295004149,-0.595388573743767,0.760869066278004,2,0.188595374907357,0.188595374907357,0.353491595548786,0.499912608609998,-0.170407246304093,-0.226150941990237,12.9829054104767,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",9,0.917305519520044,0.640701441181233,0.770824925540164,1.38078526287481,-0.288026601243099,-0.330163613868296,0.237206358933884,1,1.57728706624606,1.57728706624606,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",20,0.859024367801698,0.598689411846735,0.74484298395145,1.26942338119832,-0.185238347738973,-0.294609897385816,1.07839835072143,33,0.442976942645134,0.353947939731654,0.416098260330807,0.431959345002823,-0.150591040725388,-0.298083523704316,0.883367904043819,67,0.806868022909724,0.537310385248262,0.727495086773337,1.03706861334372,0.383623800331836,0.472002717145172,0.482802532022977,8,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,1.767858275741,1.27226543619284,1.50304479689229,2.86686713126571,1.00591278380351,1.11064475751794,0.55974810813573,1,13.1578947368421,13.1578947368421,NA,0,0,0,1,1,0.783699059561129,0.783699059561129,NA,0,0,0,1,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",33,0.80563487898931,0.608843065234044,0.67014978308697,0.612120337412165,0.0342195815940817,0.128899228545132,0.953600917594213,17,0.545723206522919,0.40179474600054,0.413802113683064,0.503573176248996,-0.0733731532241216,-0.0601114105918304,1.09023240618969,2,0.447075080096969,0.447075080096969,0.0681579421643805,0,-0.00955423627378129,-0.0152813234207318,1.70619807575567,4,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",9,0.460610987727774,0.297243618289292,0.462250454795826,0.541445289711796,0.176050355737355,-0.00916732510700381,0.0890439851748178,1,1.00300902708124,1.00300902708124,NA,0,0,0,1,122,0.700507371120856,0.634503201615103,0.491685999872066,0.638124815143448,-0.221552803707844,-0.217572657863508,1.12985767873217,10,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",17,0.82899565915963,0.513036620988569,0.826656904063538,0.916875253813734,-0.177502046640667,-0.300705757689427,0.24843911293696,1,1.75438596491228,1.75438596491228,Inf,0,0,0,1,12,0.551742553099857,0.62122302909758,0.262207057798315,0.234638673367824,-0.0892735360923933,-0.0629828131152059,0.877325553054226,18,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",3,0.515896398242239,0.516019513190129,0.351209747109952,0.398775975035132,0.104057065145217,0.147175197387626,1.02383584703607,1,0.172413793103448,0.172413793103448,NA,0,0,0,1,1,1.34266649125728,1.34266649125728,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",5,0.412103024343379,0.247047030224689,0.514967392181726,0.492320750359324,0.863379124291242,0.748529953980664,0.231984019849545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,0.43172903139069,0.430224280477601,0.170586321804609,0.117512436277218,0.0590411451214289,0.0441473780982095,0.16930923178305,2,0.665545626643827,0.665545626643827,0.298443620393838,0.422063015564693,0.186336807739568,0.172662142731011,0.504405281645398,1,1.42532420437166,1.42532420437166,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",8,1.25482905953317,1.32950829755813,0.315915523818723,0.256617106495767,0.0245385651620279,0.0481543520649915,0.49685334983286,NA,NA,NA,NA,NA,NA,NA,NA,2,1.03588247765393,1.03588247765393,0.0692356368175092,0.0979139765868595,-0.00968928888424029,-0.00979139765868595,1.26081079466674,0,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",1,0.594227504244482,0.594227504244482,NA,0,0,0,1,61,0.815183518765892,0.80043868122777,0.404153569986169,0.415680526688852,-0.0927546416296055,-0.0278414725756442,2.5,61,0.614584861339313,0.284266424678591,0.884964738948943,0.801876706051907,0.846549494356384,0.715752151138537,0.293108524058996,44,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",3,3.1133036575117,3.06514626705603,2.28217416833625,3.27352699502151,-1.34501623180922,-0.655716278577456,4.09466094333398,2,0.447543894611423,0.447543894611423,0.364132706170728,0.514961411570261,0.149904139588622,0.138643456961224,0.568873732223775,1,0.345311860863242,0.345311860863242,NA,0,0,0,1,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.35,0.35,NA,0,0,0,1,3,0.260742622764745,0.290222612726245,0.160922761063335,0.288398348730273,-0.127623059081552,-0.148633484866896,30.727969348659,4,0.825913214732367,0.849812030075188,0.636625624795466,0.945534541133945,-0.68153813993812,-0.692216322989695,1.2575,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,1.42231947483589,1.42231947483589,NA,0,0,0,1,1,0.3125,0.3125,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
