"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",4,0.122291777132792,0.272943279853402,0.632089346461754,0.536217303822938,-0.0127046433599015,0.00719276122094442,1.0487404162103,9,0.106873013437467,0.0646066885534412,0.130113061352468,0.10636277302944,0.0165955639710994,0.00838477933072782,0.530256151964312,6,1.08596919929789,0.645833333333333,1.26201587895058,1.97428534133925,-0.298371319054255,-0.0343824391915632,1.18263059433012,6,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",8,0.667816971630292,0.784437115126923,0.73058984874231,1.04696663252933,-0.392917180061679,-0.341223009421304,0.567635180453908,13,0.854809642371693,0.410141408491747,1.18672150797463,1.4818401937046,0.12775324950136,-0.163060866295293,1.0079874792038,10,1.38382347258321,0.513562663169464,1.68023351827177,1.83659355858526,-0.318112786431956,-0.311424736252882,1.5,5,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",36,0.0294959893097328,0.00529052282358469,0.0449010408489198,0.0385220376213617,0.0157370550779865,0.0151047899025518,0.166224040707682,26,0.00914117024873308,0.00329870760313867,0.0133201388182297,0.0129163519979017,0.00458940675703013,0.00560345663112651,0.226581302462344,36,0.0393106248846257,0.00485509079337831,0.055520115341782,0.0988295002431126,-0.00625345226554163,-0.00436613965420938,1.04203365499511,9,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",11,0.868606596815254,0.796534121684245,0.459200236693555,0.459499263622975,-0.00364362002798516,-0.00518957204016754,1.10677212838091,4,0.991322214227871,0.974610882940988,0.343434585333251,0.468348777492464,-0.223904592520809,-0.227356961877683,0.692752119410623,15,0.73754167235802,0.656757399764602,0.252914732361583,0.367848215867268,0.00687290804849757,0.0059035033605136,1.03284951244151,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",105,1.66092488415787,1.09791922902528,1.81070525693933,2.49173896378963,0.668734155124812,0.0419507563821268,0.239111231701367,275,1.4599784044142,1.00663718305233,1.25858827848734,1.74139326250269,-0.461509906142603,-0.152039398835589,1.12712227534959,162,1.12963661932189,0.664031288894169,1.39609063195455,1.35881179168358,0.271237339176863,0.229646485197471,0.557710731710506,18,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",11,3.75988820098303,0.522330255796391,5.67117097035749,10.7553074587935,-0.928214363893618,-0.614643348064497,0.252683654128801,18,0.984970573725721,0.863259579905558,0.654656940220136,0.633112130154288,0.202687350187373,0.1766035316858,2.19029307412741,34,0.790306001313623,0.474202509617898,0.820802158221005,0.916011460554371,-0.0631658695989203,0.0573525844515147,0.528952327920387,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",41,0.611763704639692,0.543881091999419,0.388713176983563,0.468337535221711,0.0657768426861143,0.057154343294293,1.20917004536359,3,0.773205927229339,0.846560846560846,0.296835798020111,0.584867830152447,0.0145856237307861,0.0158806403955714,0.692104314336643,3,0.210159958311441,0.0985915492957747,0.275215548344322,0.472533963378618,0.173128795397678,0.170003843404869,0.747157652903858,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",11,0.949364598655997,0.8274231678487,0.324799784430084,0.350685643725223,0.0101343904232565,0.0262286687333176,0.484848484848485,20,1.11389064800428,0.99412915851272,0.517463904709083,0.470862876448156,-0.0886147000481735,-0.0891064118765081,1.57692307692308,2,0.856673061112634,0.856673061112634,0.0992158596786825,0.140312414360099,0.0337789145681719,0.0337789145681719,0.675,1,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",491,1.24104793885188,0.8,1.22239101009589,1.30306471204603,0.0183758471927114,0.249726699411006,0.783437724757654,279,1.99163261232097,1.39237273826767,2.09675662926361,2.00898527924276,-0.130184971361669,-0.185557655429645,1.52789075361726,272,1.59007573549578,1.0363264150334,1.62739133993931,1.97314316595784,0.862791463536458,0.845129933212337,1.19678492308156,63,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",NA,NA,NA,NA,NA,NA,NA,NA,24,0.800757272215479,0.741361491824141,0.358747193900858,0.356675197904886,0.00185362596575292,0.00498203832884093,0.687081612401532,11,0.810928337740593,0.80323623678636,0.148723002011182,0.18568665377176,-0.0242690254478764,-0.0265534297487708,0.791435638202733,4,"2010","Latin America and Caribbean","Barbados","High income"
