"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,52,2.20334091477947,2.16953163526269,0.470940425445881,0.760623880425722,0.249607558113762,0.305964676064511,1.38718381372374,50,2.7546710443178,2.78120367024373,0.603071247129892,0.886327338063568,0.0608376402003984,0.0344153957680217,3.05450690151006,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,11,2.02452547390769,2.08437671289739,0.262446758169603,0.387967861806029,0.086774157742941,0.095028104096306,2.1,5,2.206459851248,1.9453472935921,0.658424507958132,0.575125194399263,-0.0282237982897816,-0.0220435574267486,0.4,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,117,2.62927391885056,2.4107501935692,0.59297532124707,0.738523451870766,0.0547552768277922,-0.033603839363184,0.776499344567244,27,3.30442227526149,3.09872716933908,0.902545088250626,0.776216573725463,-0.288461362262486,-0.244658883082244,1.74083657559918,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,0,18,2.30244459501332,2.26797674116609,0.227231087462624,0.257486588204292,0.0549269260284393,0.0523735547600846,0.733420396268788,7,2.57004415995132,2.60385340490354,0.190660179744765,0.24233964569035,0.126987711720388,0.120257125144748,1.48303871824305,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,7,102,2.40173235704379,2.20642564622181,0.591300816607982,0.658236842815073,0.0483567099061381,0.195228233102718,1.95900096249109,21,2.69124480707266,2.56476784552222,0.535665326540833,0.861881955919535,0.0244460169008036,0.207522223008169,2.57218824499557,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",NA,NA,NA,NA,NA,NA,NA,NA,0,12,2.4162259228626,2.24036001112023,0.512060530114213,0.722951571141781,-0.0684849232839288,-0.0793018270817282,1.13842701492317,3,3.03279236210937,3.25212732584827,0.505301094614647,0.888949743291104,0.0337621814117137,0.027527625404144,1.03803782061513,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,0,7,4.01380637586165,3.91118066991232,1.49966160159025,3.23347521717025,-0.323028213556653,-0.422181231621643,0.943292916413257,8,4.06028317387595,3.61079135432499,1.50557525135315,1.86080747679224,-0.313546223681856,-0.34525528537343,18.0386937234681,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,89,2.83653417511673,2.87840916968661,0.507191208445933,0.615242200933679,0.362066422682281,0.481788571470897,1,43,2.95988358338118,2.88252331521899,0.485913476061702,0.558154609979606,0.017752594611193,0.0546839021579918,1.07553629055589,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,87,2.6170482553357,2.59007532909836,0.653675612934937,0.539178273634935,0.118824261819528,0.0507806978943554,1.66573641575809,17,3.08344340715751,2.54255356347877,1.05404311371773,1.34326666864541,0.0239870726781595,-0.0798681988245627,1.11940347694127,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,8,80,2.82438086136144,2.74415893987188,0.405438157599003,0.55429665562092,0.0823908314700427,0.138084448915861,3.4,23,2.82135171568107,2.76586820469748,0.314031287382308,0.301114181316205,0.16615649392424,0.148702728607909,1.05311636117836,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,4,44,2.52257795728768,2.5279893342393,0.301357746513535,0.259398514044168,0.0957676217541744,0.115880029125254,1,22,2.81383753873007,2.8825046074134,0.352882705683025,0.62298988434404,0.241500842515458,0.210513000013377,3.68443368279796,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,2,13,2.28683302608635,2.29718907431402,0.444525461104943,0.448043456564141,0.0747965266304024,0.0648480871070432,1.63636363636364,3,2.96605822780083,3.01011778024617,0.132986309387696,0.234668723418338,0.0552385250988693,0.0452956907074332,0.997452427854412,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",NA,NA,NA,NA,NA,NA,NA,NA,8,3,2.48379736653693,2.48184827270677,0.0292211111214232,0,-0.0136297011872222,-0.0264010831589467,0.221891736706741,6,2.6033354772998,2.57307677014939,0.268686303692612,0.15123343386221,-0.0228649696250458,-0.0433268565193352,0.701277805414557,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,1,16,2.86293598613967,2.86271516773649,0.783833495334522,1.28756965850538,0.844420702246516,0.832462897634488,1.24236125588279,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,14,3.14746765505311,2.58031312235804,1.20141468605313,2.09658452836678,-0.456145947761783,0.0944696097988418,0.872582041103846,10,2.95309797494655,2.86798138804472,0.565868828082902,0.459919360428387,0.141960633452242,0.155167102815304,11.1607573609716,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,6,132,2.438409525863,2.40990141844825,0.672604461482966,0.779126369569953,0.189433513239069,0.311069537634516,2.5194555808666,32,2.69212001538671,2.5702775812993,0.51797225273302,0.492353228684623,0.333980667090753,0.107998661254957,1.70693220860589,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,11,2.02902057025831,2.05072477317163,0.393151943239033,0.736790526682229,0.216201430398144,0.138033440907043,0.908119360369595,15,2.42713832112934,2.57550149149643,0.54483878029115,1.08422832656051,0.266309806267313,0.131961094270074,0.860743063565802,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,1,16,2.48858529061921,2.42344220433267,0.409604184132393,0.488874512919464,-0.0105937614761395,0.103232893651197,1.40882008145993,3,2.67174517321844,2.66122804495047,0.178031148233721,0.251304350838478,0.0876961628638605,0.141798869724715,30.5513385064453,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
