"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,3,16,1.50812754440968,1.53098117765481,0.327672100363887,0.272426842644597,0.0999563775489145,0.0832114610012959,2.55908674326561,49,1.77395717911463,1.7546511755154,0.331881760375443,0.311105972380687,0.000571788726968074,0.0144466584430909,1.17084085757604,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,5,-0.056210807704534,-0.0271376167834552,0.309926060617831,0.26888787944233,-0.0873145362617726,-0.0156569955089487,0.485770518817841,19,0.0447405442743979,0.0813825257006058,0.24382902348461,0.419431226474338,0.056305185360556,0.027070987341833,0.409376359723345,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,4,39,0.830186674722505,0.455214424897549,0.935328462191089,0.781118511257498,0.968033983118769,0.253150424492718,0.582328265060431,90,0.325038339879755,0.143561874881432,0.761910636313336,0.743454755750109,-0.227432606869677,-0.184237636222885,0.611704062118592,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,5,2.34742664969775,1.85034254816708,0.839315426335326,1.20286396037322,0.393405891424196,0.274566664136202,2.39309575010909,11,1.79233221344786,1.87519857535538,0.358206019459536,0.49246758322267,0.0758802969486997,0.039119421337351,1.8629651944208,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,17,78,0.646209668311026,0.376741368341673,0.789677282157928,0.897832068543369,0.210016385378888,0.127604563816224,0.289284737417476,18,0.232881963748368,0.267601753002102,0.337398953219786,0.22741394436124,-0.0280310394624122,-0.0898514471247405,0.964090218540263,3,0.181693004406807,0.181620274904329,0.00995406630958369,0,-0.00207490744781746,-0.00237918547844818,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,-0.353033044253706,-0.381565427686436,0.319339840688787,0.495971361510787,-0.197078640499131,-0.206756307772525,0.574994592707972,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,23,16,1.02673303626376,1.12718032158378,0.854396340895079,1.28246645979869,0.34527602048438,0.105643504545134,12.0992453642611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,4,84,0.342338103274156,0.217794453002078,0.487675650371225,0.740017160162573,-0.138957301070532,-0.101681280103425,0.645066497698344,185,0.329898292649069,0.217158549920682,0.556930108802488,0.581247495953786,-0.193946105878378,-0.154121753455032,0.652704762995595,23,0.223890978804204,0.142083569020257,0.408703540333776,0.362090216234822,0.0855343472352009,-0.0561074450943799,1.16747960962478,"2014","South Asia","India","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,-0.0918216321925632,-0.0918216321925632,0.248412467608408,0.351308280754377,0.127611022030598,0.117102760251459,2.68441914654152,14,0.404360378199162,0.0772265982215186,0.532819467328388,0.56091677107195,0.252035381143419,0.160298086709697,1.1739522449017,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,1,30,0.294529765517408,0.0677659984923025,0.689652604884185,0.87384834360193,-0.228607358926522,-0.287922268298098,1.04867035968067,60,0.00415189016093014,-0.0243661162575264,0.465256619388591,0.597586343190206,-0.200362943163026,-0.100171839996155,0.242328723414769,2,0.369215220237614,0.369215220237614,0.412847239334092,0.583854165054564,-0.160725964082224,-0.152914186085719,0.615640601441289,"2010","Latin America and Caribbean","Mexico","Upper middle income"
