"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",23,0.218210428632133,0.234856213575847,0.0855770066136968,0.154289152484098,0.00606899890182909,0.0109899270142773,1.00399518125723,19,0.216960042499875,0.212730981855894,0.10563043720169,0.197765244728073,-0.0475439471118472,-0.0374081777451743,1.13136787035649,1,0.235625,0.235625,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",2,0.553791679327165,0.553791679327165,0.0543928293220421,0.0769230769230769,-0.00305159176271233,-0.00349650349650349,1.06014163374937,NA,NA,NA,NA,NA,NA,NA,NA,3,0.366883285846666,0.317671741542864,0.143243315460857,0.23,-0.00692796346335336,-0.000256410256410257,1.07804546162368,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",19,0.152387064628691,0.078244781502511,0.160143317286643,0.257142857142857,0.0162477607207141,0.0156159991194651,0.38248358343966,1,0.0647058823529412,0.0647058823529412,NA,0,0,0,1,14,0.195588043693276,0.166292373095483,0.157367039439901,0.231174089068826,0.0104807794090506,0.0115133882862733,0.834659908236411,3,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.137413617709674,0.140535067802272,0.0254045615459505,0.0514609105658081,-0.000138742165621028,0.000366940273596991,1.15305704521912,1,0.291120815138282,0.291120815138282,NA,0,0,0,1,2,0.1006891916114,0.1006891916114,3.36717514850826e-05,4.76190476190602e-05,-1.68922003177526e-06,-1.70068027210929e-06,1.08107325547727,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",1,0.03,0.03,NA,0,0,0,1,1,0.091,0.091,NA,0,0,0,1,8,0.171417250847389,0.142460451786792,0.142560604376107,0.176598240469208,-0.00848494091549156,-0.00795202705084095,1.2540345420827,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,0.00863636363636364,0.00863636363636364,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.115413376118697,0.115413376118697,0.0826881625310466,0.116938720899117,0.0187482589914393,0.0194897868165195,0.646796094457176,2,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",16,0.200616710469695,0.132346032748622,0.146027042082633,0.200298240059854,0.0205534865798534,-0.0046662361235369,0.636764755205203,4,0.139486574339045,0.130653886591096,0.123084662929953,0.264633204633205,-0.0037375384579119,-0.0126042105070541,0.410225776906142,12,0.0961293373874548,0.0724470144632243,0.0861557631382539,0.0853174603174603,-0.0103942784122819,0.00906855929789247,1.67314234951335,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.0545454545454545,0.0545454545454545,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.176279047205489,0.176279047205489,0.00372148536695741,0.00526297507812418,-0.00100992258086721,-0.00108355369255498,1.79225934927619,4,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.162,0.162,NA,0,0,0,1,2,0.0827709336255055,0.0827709336255055,0.107552483109146,0.152102180279857,0.0232152622519743,0.0238369088498283,0.777966816152003,1,0.0575221238938053,0.0575221238938053,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",2,0.406475183324978,0.406475183324978,0.223632232555482,0.316263736263736,0.0331660539549324,0.0414520431025285,0.865905556973043,3,0.0540496995127634,0.04718228841264,0.0488421202383351,0.0409708333333333,-0.00147593864229271,-0.00416183851532567,1.42864508039543,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
