"countryOnly","country","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",3,0.192048472175477,0.153374233128834,0.147737886792076,0.287782630604494,-0.0183049492210131,-0.0183049492210131,1,1,-1.18764845605701,-1.18764845605701,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",3,0.677326692499424,0.772472938090961,0.412961640289093,0.860522496495618,-0.437574673706021,-0.414243215342222,1.17443741413026,4,-16.5223966067679,-0.408836545458065,41.1012260775232,70.1436950146632,12.7508683850473,11.7299104144958,1.07350786810985,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",1,0.839368616527391,0.839368616527391,Inf,0,0,0,1,8,0.0419010165687104,0.0185279218315364,0.053977110731078,0.0593645881320757,0.0459443442514023,0.0371933232116138,0.101926714045808,2,10,0.00198674974826331,0.00120933438409446,0.00246572933836445,0.00177310370342738,-0.000324949426676021,-0.000318039071166086,0.998840635715806,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,6,0.57068538475272,0.524751360034839,0.254011312792887,0.200324265898037,-0.0262385978978936,-0.0252482781814188,2.64453785474266,1,3,0.528015707089307,0.541242693223641,0.0794281236859455,0.15719557195572,-0.0128221731547159,-0.0128221731547159,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",2,4.75562969887218,4.75562969887218,0.0609445349448427,0,0.00889252704253469,0.0278845431349028,NA,83,1.45283082518071,0.848418132960014,1.54301065122218,1.6481831936046,0.324932701327413,0.0539032778869781,0.10825788625606,8,30,2.28845083533705,1.85884802023513,1.63149761648638,0.944341658957755,-0.935833695701383,-0.621348106731087,1.78571428571429,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,0.890230729630828,0.860258315854442,0.373550349682127,0.616918947485151,-0.206125231096195,-0.139659873849322,2.53929320504226,4,1.058229476749,0.809998051448563,0.916376535758903,1.69412564005349,-0.310027640211215,-0.268544185072299,2.71197250984585,0,5,6.46660020954053,7.16948514767214,6.4314395704637,10.7012693166963,2.20438132068196,1.90737598819297,0.67145892852123,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",2,0.247606812381806,0.247606812381806,0.345417223605838,0.488493722300636,0.0315157240193959,0.0315157240193959,0.885714285714286,6,0.839356779476,0.871195573555405,0.575343999500582,0.776694045174538,0.199950630900128,0.24470850197921,0.580153187583481,1,5,0.709225907319878,0.751118646233249,0.409146757505039,0.263501374494695,-0.17073603157621,-0.16941684418295,1.61900537970056,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",3,1.21797204803154,1.32450331125828,0.256546613904775,0.452833418935114,0.0696480653986838,0.0667761258663473,0.955555555555555,10,1.0849278674587,1.01971225710015,0.510954775551494,0.558266321384762,-0.0830807594317967,-0.0897248220427548,1.3625,0,4,0.983709053379725,0.858361774744027,0.532027372898399,1.145478865051,0.171452473886201,0.169418279877215,0.4625,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",9,1.06986077978273,1.0303547562394,0.406883448316632,0.300223570744171,0.139402102664217,0.112099982414407,0.972908553101804,71,1.58720646186247,1.23681813138134,1.50173958544665,1.58713779445487,0.906115642802301,0.63164713762222,0.488834634747059,18,54,2.1997254893399,1.47441018570426,2.36631196381806,2.77742513069567,-0.399410784929673,-0.277174176192589,1.17609094791857,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",1,0.777777777777778,0.777777777777778,NA,0,0,0,1,3,1.21169669153933,1.23436315256822,0.299005238684592,0.585078237291731,-0.0570548292757514,-0.05126372316216,1.59111110468264,2,5,0.768888891054678,0.743365382544591,0.0684468257557804,0.0896038747621518,0.0275524519310503,0.0333109025929028,0.641185937628909,"2010","Latin America and Caribbean","Barbados","High income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,16,0.526481319957872,0.528675400291121,0.180112073517709,0.150772678370295,-0.0031389122474073,0.000430654331743851,3.29932978698172,2,8,1.14454816571005,0.891338744990862,0.87075437306618,1.17283559568991,-0.103720356820301,-0.10737525290268,1.09598569347038,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",1,1.1304078254234,1.1304078254234,NA,0,0,0,1,4,4.50216389089572,3.81848015347895,4.76468899287233,2.9932073769223,-0.695900985482209,-1.64849439998864,0.824957136225181,1,1,0.0404914799037472,0.0404914799037472,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,9.37499999999999,9.37499999999999,NA,0,0,0,1,2,0.418148450529459,0.418148450529459,0.113002585982993,0.15980978968038,-0.0547965912133782,-0.0614653037232232,4.77526093715301,0,3,4.78725847608262,3.73026400451023,4.72659139837273,7.32425843765381,0.608105540603065,0.808696176552908,0.974418669031541,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",NA,NA,NA,NA,NA,NA,NA,NA,6,0.119326729258138,0.101764992364572,0.193895379719381,0,0.00817714471733446,0.110894688836689,2.28284111719993,8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.679725603752425,0.679725603752425,0.960557710051204,1.35843374099646,-0.181498722970601,-0.181498722970601,1.36466165413534,0,5,0.849580741861453,0.979496366577015,0.655571129020942,0.801924708822515,0.0656975244011447,0.0896960268206512,1.23629598199893,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",1,0.0465116279069767,0.0465116279069767,NA,0,0,0,1,71,0.815127927558829,0.517974394209764,0.946861601612334,0.947266541325948,-0.259851954889031,-0.235669642708759,1.27480215778749,9,49,0.429591054922635,0.445761246563353,0.383379111270494,0.434640392516654,0.155893611536106,0.242401682565818,1.20484225902499,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.037037037037037,0.037037037037037,NA,0,0,0,1,1,5,1.9624578146763,0.718932815751353,2.31152855096785,2.84713904368083,2.69306218782381,1.56234263145463,0.040827905956065,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.293164208074352,0.293164208074352,NA,0,0,0,1,3,0.0588286269513739,0.0594924395790062,0.0315168668704199,0.0633172004554881,0.0196729903113366,0.0194765671499983,0.179256089051936,0,5,0.457302684138408,0.23109907786334,0.473889584011721,0.973149887871992,0.0184714534575261,0.0280774134767311,0.45565770944511,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",6,1.00728438138957,0.543206166715221,1.04044680366451,1.58730769756882,0.210437485395312,0.20306785489154,0.690252373802493,8,0.657646576196395,0.723405374375781,0.457355016432026,0.702305694921032,-0.259573025526394,-0.258865642256581,0.673531612801603,0,8,1.76485121567146,1.57957013477459,1.53263434383996,1.92376372346176,0.250807319879641,0.232459030192055,0.874621062352164,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,12,0.235707403389283,0.176046686500909,0.251245503744257,0.266458933016029,0.0189955791079958,0.00438330891237372,0.573731358974055,0,5,0.302759595433108,0.108476108666698,0.370465919576331,0.702086232526762,-0.16975312406151,-0.0912297058051899,6.40575793568626,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",3,1.02213594294683,1.08843537414966,0.294800201764876,0.469298245614035,-0.152046154228179,-0.111737677527151,3.5,111,1.14269773233557,1.01186909843183,0.859118538175192,1.1383773145851,0.0544919046039069,0.0520178357681611,0.939772821080859,12,22,0.959470196675183,0.827779608900071,1.00891479652847,1.58553791887125,0.0766520757434448,-0.186394820628448,0.532505715830157,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,-0.0599299991176008,0.144390407971975,1.40515843715355,1.59363588941054,0.0348407136353707,-0.196311764457356,0.707315773049903,27,0.898334833244684,0.961636695875496,0.69260271358715,0.845434938892879,0.134175534813932,-0.0378681558505867,0.814757049746024,4,71,0.601648988757244,0.502358195824857,0.537620941962392,0.601980198019802,-0.00558260888630909,-0.0100387345825035,2.01145483906091,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,0.946428571428571,0.946428571428571,NA,0,0,0,1,90,1.2048845843632,1.19026712483721,0.787705404047735,1.31771307816888,0.170028333547511,0.176273955103929,0.995503770048414,3,25,1.3550203118913,1.30106589636517,1.79408364345505,1.14562167392356,-0.314296563990267,-0.296554914820481,1.78880056724962,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",4,1.23510065601129,1.14484412150304,0.585159384278589,1.32852292020374,-0.159813568369144,-0.160178225212964,1.26954490809718,36,1.0933678810569,1.01712650474581,1.47091939776855,1.267900211118,-0.0661765400805833,-0.221131116995878,1.27625621386122,3,25,1.66137260951705,1.31746138179196,1.14079280802971,1.75852209184938,-0.5369594955394,-0.714416679587873,0.659501475817697,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,0.259686973163839,0.207413695529146,0.131996725552458,0.0765369062570486,-0.0295601277706464,-0.0295601277706465,2.5,2,-1.47254150702426,-1.47254150702426,3.15533983839821,4.46232439335887,-1.33249964523911,-1.33249964523911,0.626086956521739,11,9,0.659109196807482,0.358458420223996,0.735358176390331,1.5163269808022,-0.307617920340655,-0.326840696553332,1.04218328753868,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",4,0.907679826281774,0.581623305311545,0.793985306622725,1.5950933018384,0.594334042834048,0.591314521917454,0.2289862204581,8,2.42224139382497,1.13304368778605,3.36482725476212,2.93168880455408,-1.45917738135592,-1.40193898385719,2.75463138173307,0,6,0.694214121593762,0.635302403510747,0.520933665926254,0.709443665264142,0.339630522664087,0.370438204785989,0.225,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,5,9.94763583365238,5.41688965205075,24.253058510853,39.3047066210484,1.75926189438552,1.31408620979395,0.914059294858702,0,1,1.68466522678186,1.68466522678186,NA,0,0,0,1,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominica","Dominica2010",1,1.0183506792399,1.0183506792399,NA,0,0,0,NA,8,1.14271483657966,1.03348678323122,0.489260764328061,0.672192003067959,0.142992759035104,0.142992759035104,0.46,1,5,0.841266139967664,0.957899082839364,0.333933101910802,0.120272119637439,0.107173590651224,0.106550407719414,1.6,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.34706154558075,0.34706154558075,NA,0,0,0,1,10,0.910687630468789,0.74221248672719,0.801962091304564,0.0707720306239994,0.532740356122158,0.363195090495968,0.106910252736161,1,3,0.856020022479536,0.903224019923101,0.247032275757218,0.481483486434587,-0.0878267086029133,-0.0915400870310167,1.71519951471448,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",16,0.285096832407191,0.181980208149523,0.205287880517249,0.386799221695245,-0.107002236777637,-0.095117478023871,1.96343530684052,7,0.316692031510202,0.182041307693865,0.400675783820103,0.686015605358779,-0.131289206789212,-0.150535798868947,3.57598750804566,1,8,0.26476199665271,0.186040787076871,0.246514563818117,0.343655340960571,-0.0220765223408619,-0.0251779415069307,1.69573746510644,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,17,2.13331100217739,0.926832063045599,2.34296127776089,4.20174703905957,-1.39389608569767,-0.911141367339894,7.83246526507516,0,7,0.443093767841829,0.288843117212909,0.617775069375826,0.54169030090058,0.181453819736151,-0.194763821512602,0.319927079062868,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",42,0.943321339303134,0.747095301905711,0.624177998207943,0.748301249798587,0.00353328923659997,0.0603632880218724,0.586063065568488,58,0.633556865904345,0.619585057731961,0.523711780744527,1.02425876010782,0.287082335056844,0.080376966415766,1.07222736961484,22,51,0.800025447501297,0.696699491316317,1.17252849747313,0.95593992454979,0.400222233642641,0.973301305308125,0.846861363463761,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.113389626055489,0.113389626055489,NA,0,0,0,1,19,1.75214368129308,1.58811512846487,1.01077188683207,0.757575757575758,-0.21372312121313,-0.067032231945978,0.92944183755476,4,5,0.332384127275256,0.297619612203464,0.18357169982021,0.436335926211824,0.162155943826382,0.137629998944121,0.147667017210903,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",1,5.16436429441697,5.16436429441697,NA,0,0,0,1,8,1.83888907460421,1.09731717143149,1.75615944498773,1.44659729405547,-0.480648960611124,-0.237562657274345,2.73209418255168,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",4,0.330922450727773,0.349443904608164,0.170520440919869,0.202075702758003,0.105171131620975,0.123694793479143,0.816470588235294,2,0.274818350011,0.274818350011,0.24610226349147,0.348041158760354,0.102564510078334,0.105435998095048,0.638957533694376,10,9,0.257416886153584,0.106358220626048,0.328130468295211,0.395138419481747,-0.0521352150170979,-0.0430754715916346,1.00285824218106,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",4,1.84065680489665,1.52812980521736,1.69041791718375,2.62329050973892,0.807210960226579,0.872941120707117,0.599741624250828,6,1.09307342316999,1.17315805701728,0.628600929201763,0.714760638297872,0.127275770388087,0.196525240011304,0.337956623209065,4,12,1.03545435956481,0.836464102622203,1.14885836704776,0.651102678183057,-0.471223795055144,-0.308379553640702,0.849357597479825,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",12,1.30893685786136,1.07017671857932,0.656515373720317,0.945835403212453,-0.235295093668783,-0.32605869611656,0.818874735708301,1,5.95994372478233,5.95994372478233,NA,0,0,0,1,5,9,1.95305778573471,2.04320852101591,1.42394613109306,1.79710371836746,0.278842938100184,-0.0323307393379604,0.529114040032349,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",8,1.39992702910322,1.30655794495899,1.04028787227859,1.5779748706578,0.0883874641673632,-0.106887507316822,7.1901777004651,8,0.207333870496223,0.097776297563581,0.18920134218517,0.31213759389106,-0.022728650333878,-0.0181245701657115,0.956737442164583,3,8,0.205249652636246,0.150728383409711,0.173014044139002,0.284294704260704,0.0420327812163428,0.0401349590504925,0.626826244554139,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",NA,NA,NA,NA,NA,NA,NA,NA,7,1.31417192865485,1.31818698341271,0.570080777621845,0.689223868366004,-0.268632970865322,-0.329407101025325,0.233626798034394,1,1,0.403225806451613,0.403225806451613,NA,0,0,0,NA,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",1,0.675675675675676,0.675675675675676,NA,0,0,0,1,48,0.634947291595656,0.546851670567096,0.424181068487444,0.509671311239654,0.16964475293769,0.144729654238767,0.21017063676616,8,12,0.861852903861501,0.873033649105244,0.567197317598245,0.776961835334477,-0.062182977360088,-0.0483765952010994,1.01192499508088,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",1,0.756756756756757,0.756756756756757,NA,0,0,0,1,15,1.52513685529537,1.28976501563994,1.15691731696325,1.45142266182281,-0.172681431454417,-0.260554492788404,0.660341763362501,0,3,1.084512618288,1.03325942350333,0.422737623400426,0.83522819554978,-0.133583812686912,-0.132035685893362,1.25,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",2,0.611278584488595,0.611278584488595,0.0846581544703472,0.119724710217441,0.00814694773668981,0.00814694773668981,0.880208333333333,17,0.32983457291345,0.377981093692891,0.234040519880229,0.325435152329561,0.104560918479437,-0.0413737314440798,0.102044683721664,1,7,0.811827326710146,0.39107310459902,0.943203657318464,2.07434883833799,-0.10696802207114,-0.0792192145198638,3.36848870653038,"2010","Latin America and Caribbean","Honduras","Lower middle income"
