"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",58,1.27046236958452,0.941374561229365,1.29486834627787,1.45331175368495,-0.426982861040685,-0.361679682500551,0.823694002937904,1,3.94736842105263,3.94736842105263,NA,0,0,0,1,14,1.80810848002408,1.38927822740412,0.93311375237215,1.97733002815217,-0.414432550006655,-0.205860091716463,0.768518839402208,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",2,0.79077516136744,0.79077516136744,0.00802954150283549,0.0113554864929476,0.00316210948132823,0.0029367637481761,0.573863636363636,NA,NA,NA,NA,NA,NA,NA,NA,3,2.3126779789668,0.79495990836197,2.65680447361551,4.61779553667896,0.704318150476392,0.704318150476392,0.9375,1,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",78,1.6562700609739,1.33444433734021,1.43452621298766,1.60226539536884,-0.664488377756005,-0.482898063780328,1.66589553404253,4,1.14806382430186,1.1212245403917,0.788204508638266,0.848351648351648,0.115297635793283,0.129473512699453,0.557651927290698,24,2.24829963170321,1.6937651702204,2.2653330738692,2.88823950381679,-0.37763240628489,-0.389095715714225,0.347289010781739,3,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.617237967541196,0.577760075342789,0.474527291285439,0.849796066275015,-0.0776988783585308,-0.0605288209728353,1.36872443949359,2,0.248966388188404,0.248966388188404,0.256923522538255,0.36334473006627,-0.0904169303738461,-0.0978235811716881,2.30917600224596,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",4,0.562761122386515,0.426003262945423,0.409406927409927,0.630200117782417,-0.0315130983607826,-0.0669914492273287,1.90630915357459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",64,0.576432684494368,0.65399931484948,0.327891427846466,0.287813043407602,-0.2411693699672,-0.148557535260801,0.468387737267248,NA,NA,NA,NA,NA,NA,NA,NA,31,0.601545667726635,0.478082939080302,0.478264116377287,0.785830576669812,0.167920325043765,0.354878297318313,0.890501173401469,20,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,0.961758569966169,0.961758569966169,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0899666974802405,0.112461312996776,0.130883744351348,0.192549359681997,0.0672195059418505,0.04513203628717,0.177589055306557,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",56,0.757111964872304,0.527218716281285,0.731161016324841,0.715092608124097,-0.25027439592807,-0.16399521570497,0.937474080394636,1,1.22036262203626,1.22036262203626,NA,0,0,0,1,7,0.911462273049267,0.854464098962811,0.365161477154874,0.618077309537715,0.108391959919697,-0.0633631277005538,1.5576110808752,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",31,1.237796752734,0.587295285411696,1.47363764172307,0.950041893590281,-0.469926244639789,-0.304624426948532,2.46895611747849,8,1.73726628914219,2.06450203468722,0.931707226463766,1.63333333333333,0.208918458492471,0.0509242064621633,0.608013261147506,67,0.621642007808654,0.551366611074327,0.548248631458722,0.513350342553373,-0.0347998624839837,-0.108874340007287,1.68726376141879,11,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,0.253164556962025,0.253164556962025,NA,0,0,0,1,2,0.791513088994437,0.791513088994437,0.703340350336209,0.994673462409711,0.317855159570738,0.393415623191901,0.65674811687659,25,1.44307078525003,1.87875769096206,0.758119659655528,1.24327070035062,0.268413551449406,-0.491586966390774,0.838307512244677,57,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",8,0.63265646880227,0.541123650115701,0.292329696982469,0.369841246463189,0.118381105464226,0.084866286124121,0.291283821567059,1,0.77319587628866,0.77319587628866,NA,0,0,0,1,1,0.515729757607014,0.515729757607014,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,0.715619645145441,0.554218063672568,0.701528337799614,1.25076542668949,-0.568912857366968,-0.519589250405112,3.17313199616411,1,0.118444429821675,0.118444429821675,NA,0,0,0,1,4,0.389669251390248,0.291479817394883,0.325325240543163,0.511289224160511,0.00196442667169884,-0.0275435609118843,1,6,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",3,1.22416045605921,1.29181264982482,0.466141329025715,0.909749670619236,0.0733949877692942,0.10792033628619,1,1,0.79664570230608,0.79664570230608,NA,0,0,0,1,1,0.883116883116883,0.883116883116883,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",6,0.574333275908988,0.608321683871558,0.265646015442912,0.387376914660832,-0.115981375690169,-0.0283016293162079,1.90435270023962,NA,NA,NA,NA,NA,NA,NA,NA,1,0.591584452896168,0.591584452896168,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",4,0.490205240160749,0.338508486955101,0.509785079476722,1.07623425858351,0.139535764419522,0.133661162371824,0.734568905117257,2,0.378881363589684,0.378881363589684,0.0317988848344247,0.0449704142011835,0.00783079430714578,0.0080304311073542,0.75283590350807,1,0.373314712359671,0.373314712359671,NA,0,0,0,1,5,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",10,0.815401003478268,1.2118189325079,0.636728188316152,1.07110001507741,-0.152627451588782,-0.266997641267515,4.48117244747004,1,3.08962449765041,3.08962449765041,Inf,0,0,0,1,1,1.0989010989011,1.0989010989011,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
