"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,0.012066779796714,0.00467439967439967,0.018166806516589,0.0158397118597776,-0.00610014880289003,-0.00610014880289003,5.6,1,0.0211382113821138,0.0211382113821138,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,8,0.174939582765817,0.160275421982287,0.0982128206654328,0.132205076100801,-0.0694527752459631,-0.106645347693525,9.13333019112306,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",12,0.0764689882036874,0.0611129838548687,0.0553078719519982,0.0703267973856209,-0.0301082472357145,-0.0276002708877511,1.07268099174521,21,0.140278712873614,0.0992327393829228,0.130142817809488,0.192676767676768,-0.0619598333772284,-0.0541794930469253,0.857130017293437,2,4,0.0621020955851184,0.0558259668418631,0.0417470236617131,0,0.00102784176594008,0.00139370973853732,0.766070952480858,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,0.25,0.25,NA,0,0,0,1,2,0.15,0.15,1.61005677795019e-16,0,5.36958831146898e-33,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",6,0.108479950815527,0.0818001632792737,0.101516001298369,0.221947194719472,-0.00852459947502286,-0.0074869144498013,3.05481446205325,1,0.233333333333333,0.233333333333333,NA,0,0,0,1,0,1,0.188201244813278,0.188201244813278,NA,0,0,0,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",1,0.406666666666667,0.406666666666667,NA,5.55111512312578e-17,0,0,1,12,0.19902314876276,0.181481534221096,0.149462020207128,0.289805687634326,-0.0938683924642602,-0.0811324634450077,2.42954098511739,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",57,0.125999191476962,0.114149529595361,0.0651804846138699,0.086666666666667,0.00769045726766004,-0.0371814530496875,0.963320445211416,15,0.0835027758761981,0.075163647956054,0.0399033322616155,0.06,-0.0176782970671743,-0.00433035908442162,1.21346844762847,6,3,0.0870598320424838,0.0858674827974216,0.00879471002793757,0.00666666666666667,0.00416724937513561,0.00191214470284238,0.504097935690587,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",7,0.342328701107276,0.298994692799388,0.165477373421837,0.13715288936518,-0.101393707383113,-0.08122278416531,1.43062594548762,6,0.18678685782372,0.165958599087362,0.154116718606894,0.15,-0.099481105578408,-0.0772333876551313,4.22375558935695,0,1,0.166594822857143,0.166594822857143,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",2,0.724302989978531,0.724302989978531,0.358736161887198,0.507329545454545,0.143978406317646,0.17439453125,0.68268238623083,3,0.297334256066631,0.267153606348172,0.178717120861201,0.346666666666667,-0.149804540053604,-0.137293859649123,5.66706378106999,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",27,0.227763038176241,0.0747822003139023,0.296658622139258,0.328958333333333,-0.0716549638173603,-0.041906584600066,1.42325662313724,2,0.247769699548862,0.247769699548862,0.00218242833699551,0.00308641975308641,-0.000467744249513857,-0.000701459034792365,2.20436224361459,25,17,0.171539060559698,0.16,0.101865666934679,0.106709956709956,0.012092636695894,-0.0116385490972047,0.858114580304133,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
