"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",8,1.020310092819,0.925626967100563,1.24785626061387,1.20925807341694,-0.00454381952422621,-0.154102958613313,0.493287658834782,19,0.402270629938671,0.397973191987714,0.0799862004316554,0,0.0105145625851713,0.0191210481043325,0.260350539497752,16,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",33,0.34676014347224,0.259831670917373,0.236745009184139,0.36523266022827,-0.148652218525197,-0.114461279833312,1.07481304781317,3,0.204237185283079,0.180301289638841,0.180772395236002,0.153581358400636,0.115528440426545,0.120349239671699,0.207052652411983,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,0.449612403100775,0.449612403100775,NA,0,0,0,1,3,0.381063216847604,0.414826604555786,0.0623265095012111,0.0904701243456117,0.0246700693999427,0.0214396321979199,0.676559080671094,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",5,0.388649596468639,0.226645571795488,0.422609973078924,0.563574488059614,0.0139064904561908,0.00647427761858381,1.00522325879067,4,0.167546805403359,0.112559185121829,0.118438108707762,0.145806653131345,-0.0411886558347752,-0.112477288068672,2.63323182302895,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",3,0.32873564454125,0.310520003961605,0.185836518209863,0.150877461483522,0.081451344787571,0.058959943926677,0.345529479484838,6,0.0958399317475932,0.186797040136871,0.284248859567936,0.251344230241902,0.0237851395657337,-0.0483013058284681,3.83678701296377,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,0.586905440328357,0.586905440328357,0.0505525571285626,0.071492111903854,0.0137187611747767,0.0147189642154993,0.746774728865077,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",3,0.500307491689463,0.469006642015881,0.368785396808648,0.529210065551041,-0.013697454954264,-0.0335050029273677,0.949699220731065,2,0.0909812775914254,0.0909812775914254,0.107615818614589,0.152191750210635,0.0267263561345506,0.0267263561345506,0.740072202166065,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",37,0.386955277824751,0.353278143304472,0.223000028397832,0.358630828548445,-0.0275967796036656,-0.0198242157419576,0.6512640397668,31,0.3357300869543,0.285468914467274,0.211554105426373,0.204324417531533,-0.0503302276555366,-0.0607218317619602,1.38755379613609,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",79,0.329964749829815,0.290322580645161,0.169515718546806,0.231406602147687,0.00776664723287737,-0.0254916363346705,1.19430662502712,42,0.371930028493669,0.338942951791736,0.220772194337844,0.375668449197861,-0.110401377563678,-0.0943106458942572,0.40898354983295,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",10,0.205457363347327,0.221984907179865,0.0924783465417033,0.0403458306805874,0.0307729986086895,0.0822073836755477,1.03327023430561,31,0.352680447640774,0.333571896091431,0.151653573537833,0.237061424713182,-0.00731382648256776,-0.000864513580006023,0.148332082441535,7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
