"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",16,0.485116262726526,0.406075726913096,0.207390825731362,0.141220251360422,0.0878825512602142,-0.00556506318993029,0.185569876555873,25,0.495540181572597,0.441061389804526,0.209298529359478,0.316,-0.062188414607484,-0.0695005085284627,0.685899592698283,5,0.655177241819769,0.638744827198201,0.161484223343306,0.227810888888889,-0.0693774923411167,-0.0378623531738025,1.11165339398871,1,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.330038366508278,0.288819560199672,0.112800985185378,0.0641025641025641,-0.00341930075153796,0.00552361219027886,0.95760136082549,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",11,0.567466786601494,0.61744748347043,0.263161598262693,0.411172161172161,0.0184974739943405,0.0246937754663077,1.19835073969949,8,0.632143279403666,0.628985957305569,0.226262899153979,0.245098039215686,-0.0422917084557443,0.00296095338691225,7.20132310716749,17,0.388108381055138,0.333333333333333,0.158272707677486,0.208333333333333,0.0720487295621078,0.0616784667811626,0.937035803709552,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,0.582857142857143,0.582857142857143,NA,0,0,0,1,3,0.601711410619559,0.604950652551067,0.194046907614458,0.255982559318597,-0.114955123858934,-0.232158712834807,0.927784277257546,1,0.666666666666667,0.666666666666667,NA,0,0,0,1,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",1,0.6,0.6,NA,0,0,0,1,5,0.493232680410122,0.504150853813589,0.134997257639045,0.113196480938416,-0.0317864994507222,-0.142815895181745,0.484848484848485,4,0.491842386595473,0.371497770116692,0.266508862308149,0.495511836964243,0.0349627224004802,0.022920369854357,0.714285714285714,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,0.108108108108108,0.108108108108108,NA,0,0,0,1,2,0.742236723672367,0.742236723672367,0.139543799977633,0.197344734473447,0.076331453900107,0.076331453900107,0.563829787234043,2,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",4,0.254496840891993,0.276154090962061,0.186537179343498,0.34,0.0681123187372588,0.0418717948717948,0.705994960584324,2,0.122133856395028,0.122133856395028,0.106830456941427,0.151081081081081,-0.0796163719743301,-0.0623509223509223,3.36963604800669,1,0.330812854442344,0.330812854442344,NA,0,0,0,1,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.515072083879423,0.515072083879423,NA,0,0,0,1,1,0.559401309635173,0.559401309635173,NA,0,0,0,1,1,0.594110115236876,0.594110115236876,NA,0,0,0,1,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",28,0.469820513879429,0.44655196694526,0.18659688926079,0.231638418079096,-0.036098296503446,-0.0283533276194858,1,35,0.39574069866931,0.386374194730286,0.20709551852815,0.258177570093458,0.0391557916350107,0.0278738519136633,0.144097764176309,9,0.411124481228801,0.457192619427039,0.263803840105489,0.61079822616408,-0.257172804178334,-0.233296406928374,1.77492844112497,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",8,0.338397155271703,0.352803691187571,0.167658978545659,0.133015873015873,-0.0816812600289705,-0.10180589042047,0.776300167880654,6,0.662947109122291,0.682465915615459,0.355386358974493,0.36052353543701,-0.237558408735966,-0.0625503158572825,1.58537857622841,125,0.376360260347845,0.333333333333333,0.184040853971569,0.264705882352941,-0.075758913853166,-0.0742135848667025,1.22856743962566,0,"2012","East Asia and Pacific","China","Upper middle income"
