"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",2,29.6790567129486,29.6790567129486,128.798200176085,0,-8.74790538617587,-37.5010920731722,1,1,1273.80976170704,1273.80976170704,NA,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",1,31977.6036769607,31977.6036769607,NA,0,0,0,1,4,4527.99805186294,3076.16936930516,3894.96850643836,7960.38219192427,1237.12880335699,1270.7006601978,1.05195010153107,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",33,42972.1895710434,29794.199681721,30678.4122657365,38094.1411634229,1831.02223543217,-758.650850633826,0.889760953479363,16,55966.9117921805,46324.2511283022,46581.5117897343,17778.0634492642,3515.24995038415,-6459.20075524166,2.17168025465629,12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",109,6032.05714157615,4204.14234181129,5284.94924891082,5420.16548402158,-997.163599690683,2309.73755590893,1.06388344520711,33,6296.24246925204,7316.37187972289,2991.5773891821,2516.50540329573,312.214588497133,756.390949049777,2.36116741023133,20,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,14268.4556828319,14268.4556828319,Inf,0,2.40359988099338e-28,0,1,1,42562.15473572,42562.15473572,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bolivia","Bolivia2010",5,23695.1078545127,20532.0345008699,8708.83457290192,8347.57834757835,1091.27609934956,499.843111685859,1.20440477603776,8,15506.2446350366,10693.1546518073,15569.2439091681,15255.4980141187,-144.310778957109,-4750.22464355929,4.15919251981734,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",5,7717.59937465764,7008.95103583991,5037.29863841984,8135.79957606546,646.508599247799,799.795619289708,0.821620509075414,5,15321.3761482504,14904.1253857319,10871.2502760584,11301.0622418732,1253.11938749909,-47.2916202612393,4.94537119352052,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",103,22762.1113886198,17587.6753575012,21897.1481495966,26557.3897898267,16181.7844509222,20790.4405567445,0.835287987582853,1,835.414579481305,835.414579481305,Inf,0,0,0,1,64,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,17204.8051411924,17204.8051411924,NA,0,0,0,1,7,24290.0766101578,23586.7449117363,17427.6069296246,15484.3246270732,2220.10189274756,461.951894337632,0.361569997489778,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",40,44043.3542946857,35703.4617797513,29322.7689599037,29992.2114705478,917.853497060666,1013.18051669214,0.684145367439339,20,60936.7526450932,46450.6441010231,46562.165457438,66564.4551816263,-6650.30136503324,-9162.56644508621,2.24400774616346,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",83,36361.4488083575,29959.5900571625,24213.4428953165,29536.4320055076,-16357.6008551384,-14674.1253079639,4.36437843775343,63,63268.7822746672,42646.3083674965,58250.4935904082,74898.9751429061,10493.6891979969,23782.0660156697,0.135884407831028,4,5,19079.7821000206,10257.8704422214,17557.0417166607,35951.508068595,-7133.39557270218,-5430.77013417136,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",20,106776.200215123,102901.361324525,87676.8264610242,126937.512824156,-45474.0402471371,-578.659090121028,2.47625078875154,35,38194.6546362151,39507.9502091563,26766.4691668799,42401.1292570531,29502.5765003038,23367.005740048,1.85322950429744,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,15792.0580056411,15792.0580056411,NA,0,0,0,1,4,34745.7872784046,18836.1392237903,32816.4565600167,66011.4896649304,1066.56544486708,1636.06027863636,0.974573796339137,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",2,54087.8508450444,54087.8508450444,4890.15205524471,6915.71935859373,164.753318828209,164.659984728422,1.04876680752667,1,37493.0785226618,37493.0785226618,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",6,16146.038628841,13862.6663757438,6450.71699033594,10002.8923963008,3589.7910533477,3725.34696391357,3.29658490342675,4,29769.7401009567,26314.7954348271,22107.718198828,38893.1367673022,12580.8903067398,13126.3671908554,1.35963061484172,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",7,45664.4160435529,28547.4408113082,39998.3349038205,71343.4161490683,12947.7273899084,10928.2123423505,1.83390477108017,1,55333.3333333333,55333.3333333333,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
