"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",30,0.428438366780292,0.402498152992267,0.14173648707801,0.0856809330863342,-0.0273037767846368,-0.0312450573303909,0.560494269338704,2,0.452714543953655,0.452714543953655,0.0114862474488725,0,-0.00438909764154619,-0.00444537638015401,1.52850908078024,11,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",36,0.339610580554151,0.25772886718792,0.234788479891275,0.319691863264324,-0.138061431479264,-0.0929525071659554,1.07481304781317,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,0.399001575423759,0.423528680094983,0.066239607691431,0.114369458055157,0.0132367451005265,0.0586480995416503,1.03332173156826,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",9,0.31809483687814,0.145772572333279,0.348727966133028,0.415368285672227,-0.0647096161158563,-0.14864271387425,1.05750788152342,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",2,0.264875335054293,0.264875335054293,0.00822147661196932,0,0.00575363243100824,0.00464010258844991,0.305392725390002,5,0.00117582737670325,0.0559178045653684,0.353337000378575,0.693766913540125,0.0284296804729362,-0.0825954538955682,1.14387761539223,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,0.586905440328357,0.586905440328357,0.0505525571285626,0.071492111903854,0.0137187611747767,0.0147189642154993,0.746774728865077,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",4,0.397520173673144,0.2981670722388,0.382457400643819,0.620338376105846,-0.0771786034808688,-0.066770404286299,1.1659598661177,1,0.167077152696743,0.167077152696743,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",63,0.374308211663918,0.329401215994677,0.2353575854764,0.328386021330703,-0.0571102997754301,-0.0593040540204618,1.00344390983785,6,0.293771021193964,0.34363725467224,0.134998269928993,0.287737137845946,-0.0585972231560868,-0.0553025356536251,0.886631202792562,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",117,0.342247951915137,0.310567401934229,0.18743842683264,0.280991974132456,-0.0500784754148812,-0.0628311239118162,0.503687381371751,4,0.33247199591429,0.304690369050485,0.167187153055099,0.25974025974026,-0.0202534392489636,-0.014819661643638,1,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",44,0.325229591396256,0.239562685376341,0.196318020911124,0.252824190668559,0.0235564286383361,-0.00713539838526411,0.345671027185639,2,0.293255507235199,0.293255507235199,0.0458585929061467,0.0648538440392192,-0.0129624169088269,-0.0125212867204433,1.54651397920026,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
