"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,0.632690718008236,0.342191786396995,1.06449528893332,0.369932232606087,0.43910383268829,0.301702178816122,0.355411411505824,5,0.632690718008236,0.342191786396995,1.06449528893332,0.369932232606087,0.43910383268829,0.301702178816122,0.355411411505824,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",9,0.574292687004565,0.516987876142734,0.480694881030088,0.540805992031805,0.0758910137975866,0.0444261442490172,0.834190413256453,9,0.574292687004565,0.516987876142734,0.480694881030088,0.540805992031805,0.0758910137975866,0.0444261442490172,0.834190413256453,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",41,1.34874918437535,1.18280595051366,1.05418095655268,1.22650948140698,-0.659171559240444,-0.43340390680304,0.923302335686018,41,1.34874918437535,1.18280595051366,1.05418095655268,1.22650948140698,-0.659171559240444,-0.43340390680304,0.923302335686018,-40,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",9,0.658868932188651,0.460704785867625,0.489009119800603,0.484475878751977,-0.0889837197719876,-0.118152796853072,2.33723308598933,9,0.658868932188651,0.460704785867625,0.489009119800603,0.484475878751977,-0.0889837197719876,-0.118152796853072,2.33723308598933,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Chile","Chile2010",17,0.601534091718974,0.402790435734532,0.617112540524726,0.596135162110432,-0.0952079093410556,-0.154584206208028,2.72099829848261,17,0.601534091718974,0.402790435734532,0.617112540524726,0.596135162110432,-0.0952079093410556,-0.154584206208028,2.72099829848261,-15,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",122,0.740004696486067,0.657614988309838,0.606740945262239,0.770512088330475,0.0385266656367764,-0.0576715670914145,1.28931370299084,122,0.740004696486067,0.657614988309838,0.606740945262239,0.770512088330475,0.0385266656367764,-0.0576715670914145,1.28931370299084,-117,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",18,1.42099833359456,1.61397169390411,0.84848334945491,0.943110534285096,-0.605439485678327,-0.490219437861466,0.125553825249841,18,1.42099833359456,1.61397169390411,0.84848334945491,0.943110534285096,-0.605439485678327,-0.490219437861466,0.125553825249841,-17,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",10,1.17649040622504,0.746141294480442,1.1383678895794,1.02139897902,-0.361459791550141,-0.527314171694254,1.05153943099485,10,1.17649040622504,0.746141294480442,1.1383678895794,1.02139897902,-0.361459791550141,-0.527314171694254,1.05153943099485,-10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",5,1.0895889570133,0.875882696992926,0.983079930723787,1.7548364675445,-0.201541407076532,-0.206613486337325,1.12317398119391,5,1.0895889570133,0.875882696992926,0.983079930723787,1.7548364675445,-0.201541407076532,-0.206613486337325,1.12317398119391,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",6,0.701698680152205,0.633463412866097,0.391964395777144,0.335391289838144,0.0234690996480452,-0.146894906616962,1.07533455959756,6,0.701698680152205,0.633463412866097,0.391964395777144,0.335391289838144,0.0234690996480452,-0.146894906616962,1.07533455959756,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",10,0.0431186051958127,0.0255190440322688,0.0602093726155208,0.0434241795617113,-0.0174685112163981,-0.0187831419582061,1.40120783320277,10,0.0431186051958127,0.0255190440322688,0.0602093726155208,0.0434241795617113,-0.0174685112163981,-0.0187831419582061,1.40120783320277,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",177,0.858711891285891,0.574625199852703,0.898678981800055,0.82452948623834,-0.0259465554445002,0.0309271303051886,1.69582140145379,177,0.858711891285891,0.574625199852703,0.898678981800055,0.82452948623834,-0.0259465554445002,0.0309271303051886,1.69582140145379,-165,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",2,1.50776967561651,1.50776967561651,0.289701117200129,0.40969924897906,-0.0635740213933025,-0.0635740213933025,1.45,2,1.50776967561651,1.50776967561651,0.289701117200129,0.40969924897906,-0.0635740213933025,-0.0635740213933025,1.45,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",5,0.270808146731021,0.0714107711250472,1.61392862142782,1.19751986474093,-0.216206130459802,-0.229955084698287,0.225388888888889,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",5,14.3841883489351,7.85746160149185,20.6217027085619,35.0807679402585,-12.1087439308359,-7.41043011686244,2.09518205744607,5,14.3841883489351,7.85746160149185,20.6217027085619,35.0807679402585,-12.1087439308359,-7.41043011686244,2.09518205744607,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",7,0.259414401991198,0.076717396041308,0.335859212645065,0.610689381553161,-0.21819001454708,-0.223271553694538,1.24708299924797,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",12,1.11666536710335,0.373857153801756,2.87630477046527,0.786015262159506,-0.452357235689562,-0.0947690711313594,1.16752796585707,12,1.11666536710335,0.373857153801756,2.87630477046527,0.786015262159506,-0.452357235689562,-0.0947690711313594,1.16752796585707,-12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,-0.91304347826087,-0.91304347826087,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
