"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,0.0174217256031857,0.0142037819050898,0.0177002852054955,0.0394867048866208,-0.010294367051294,-0.0102977265261848,6.32421066301453,4,0.0174217256031857,0.0142037819050898,0.0177002852054955,0.0394867048866208,-0.010294367051294,-0.0102977265261848,6.32421066301453,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",5,0.380396886847424,0.372884952566116,0.156312103741001,0.211184210526316,0.0557944280767172,0.0674260774882957,0.296869452688942,5,0.380396886847424,0.372884952566116,0.156312103741001,0.211184210526316,0.0557944280767172,0.0674260774882957,0.296869452688942,-10,5,0.380396886847424,0.372884952566116,0.156312103741001,0.211184210526316,0.0557944280767172,0.0674260774882957,0.296869452688942,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",36,0.386915033555527,0.400522988010166,0.242770065416444,0.348659003831417,-0.020412546008387,-0.0207313744412969,0.354195135389852,36,0.386915033555527,0.400522988010166,0.242770065416444,0.348659003831417,-0.020412546008387,-0.0207313744412969,0.354195135389852,-70,36,0.386915033555527,0.400522988010166,0.242770065416444,0.348659003831417,-0.020412546008387,-0.0207313744412969,0.354195135389852,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",5,0.4988347287767,0.499551486970318,0.115528898197689,0,0.00339521761711781,0.098861651613385,0.896622837014927,5,0.4988347287767,0.499551486970318,0.115528898197689,0,0.00339521761711781,0.098861651613385,0.896622837014927,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",5,0.273911780632711,0.232230651775298,0.323417912232367,0.257274306303203,-0.0804609417373284,-0.056804157407705,2.03312060953221,5,0.273911780632711,0.232230651775298,0.323417912232367,0.257274306303203,-0.0804609417373284,-0.056804157407705,2.03312060953221,-10,5,0.273911780632711,0.232230651775298,0.323417912232367,0.257274306303203,-0.0804609417373284,-0.056804157407705,2.03312060953221,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,12,0.777622153598542,0.841440167285589,0.737947826175864,0.413013509787703,-0.339392549798835,-0.305591095816664,1.17933726065412,-11,12,0.777622153598542,0.841440167285589,0.737947826175864,0.413013509787703,-0.339392549798835,-0.305591095816664,1.17933726065412,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",70,0.283070544425534,0.252072386209883,0.183236247399954,0.300908867600098,0.00851817491958571,-0.0225454476508196,2.19232612561235,70,0.283070544425534,0.252072386209883,0.183236247399954,0.300908867600098,0.00851817491958571,-0.0225454476508196,2.19232612561235,-138,70,0.283070544425534,0.252072386209883,0.183236247399954,0.300908867600098,0.00851817491958571,-0.0225454476508196,2.19232612561235,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",9,0.440558291291673,0.500144569392989,0.253474459592483,0.49915288963693,0.0828710029041633,-0.0164690202332606,0.366197004252504,9,0.440558291291673,0.500144569392989,0.253474459592483,0.49915288963693,0.0828710029041633,-0.0164690202332606,0.366197004252504,-13,9,0.440558291291673,0.500144569392989,0.253474459592483,0.49915288963693,0.0828710029041633,-0.0164690202332606,0.366197004252504,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",46,0.470439984989354,0.488607650111747,0.233465134405621,0.379704123608495,0.0576594935919883,0.0049150050898292,0.340174367698889,46,0.470439984989354,0.488607650111747,0.233465134405621,0.379704123608495,0.0576594935919883,0.0049150050898292,0.340174367698889,-79,46,0.470439984989354,0.488607650111747,0.233465134405621,0.379704123608495,0.0576594935919883,0.0049150050898292,0.340174367698889,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",10,0.170109331193263,0.133970991627373,0.129347074736963,0.116195741195741,0.0197104917443265,0.0197104917443265,0.644444444444444,10,0.170109331193263,0.133970991627373,0.129347074736963,0.116195741195741,0.0197104917443265,0.0197104917443265,0.644444444444444,-18,10,0.170109331193263,0.133970991627373,0.129347074736963,0.116195741195741,0.0197104917443265,0.0197104917443265,0.644444444444444,"2011","Sub-Saharan Africa","Ethiopia","Low income"
