"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,22,3.74873566179693,3.7076398446423,0.516308270318355,0.448030116954115,0.52345317049636,0.63639746786272,3.15951943105875,52,3.92235128060008,3.92632639582093,0.642221693918593,0.847639246676846,0.0855941027031484,0.0431607539211666,5.10480413824357,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,99,3.52149609744285,3.42270241760639,0.891707185395333,1.11806139278462,-0.14668084274285,-0.109597087929073,0.517738693501729,11,3.47900154783603,3.44305256684681,0.564143024913544,0.939346671366671,-0.352920043210226,-0.261090865802873,0.214087445883169,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,0,76,3.90886648077311,4.56978342118906,1.28531434744995,1.69213370522499,-0.319100898667086,0.740348012682923,0.649831491492793,35,3.35781187172709,3.26095458007561,0.871943019969305,1.25626802437231,0.271159436639641,0.143482052480944,1.11292282128599,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,32,4.72791525854491,4.55900299947752,0.639828174574491,0.735312533572639,0.354878161476879,0.281449762832632,1.98360804499692,34,5.01655010147178,4.92058566039717,0.970340896589088,0.988627986394679,0.221039908391335,0.186043128221178,3.77843421827951,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,82,3.4498834915813,3.27105036175441,0.835717965253705,1.23972801473706,0.184509770349483,0.240982163324041,0.918632979719408,34,3.68303424166065,3.57452143014926,0.790544003371845,1.28415400339277,0.226451289667349,0.498856780586182,0.311791580474293,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,48,3.36083787858175,3.32747038364353,0.80410282467729,1.3232079711629,0.239684184071669,0.101235047561759,1.08325368282554,35,4.08468336020384,3.70940300804105,1.15565478029176,0.719893428581798,-0.26001239089431,1.04287876568737,1.05823570770266,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,2,81,3.20089087160711,3.04987822076243,1.25581262253581,1.45087688237864,0.12261923363516,0.595648523556044,0.85393784505151,34,3.2570868167657,2.9441311489802,1.07618099744029,1.1567141260174,0.428095626923796,0.165417106950507,0.924773202430639,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,4.47853579033137,4.17691781438382,2.62219250183973,5.40613345493664,2.47065707211144,2.60844523949983,15.0574641931518,9,3.14814641970215,3.2129807853255,0.831740953380678,1.14420916722701,-0.279300611773391,-0.338113038137643,0.726687484786754,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,180,3.6758752124594,3.41096394502345,0.936862200498414,1.21376240040227,-0.0208820656316682,0.0843511030021522,1.30208997495876,40,3.95350363456121,4.30122330527843,1.09905089693942,1.55083288387901,0.145865216324053,-0.119373945720065,0.800796150242385,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,48,3.40522329369081,3.18268558908532,0.674344840815958,0.9234070507885,0.355607908828258,0.553905047539283,1.03582194609023,19,4.31408192952558,3.94296958060633,0.937567151570517,1.78939400014997,-0.748875408723612,-0.576940418655269,0.00428728573896867,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,31,3.21525704222077,3.21674399472089,0.36379123080504,0.398626391840306,-0.0403101978900368,-0.0577512745918015,0.58835332173017,3,3.24239188664166,3.39129334301554,0.403016405397529,0.76061528270241,0.0299500259773886,0.0300280593156095,1.08244060895612,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,11,2.89168130236425,2.71586459249837,1.04570603302294,1.96743281330084,-0.094514776596301,0.174515934647811,0.232494969818913,21,3.39679058272977,3.30723358356645,0.931163062965185,1.67545316076747,-0.325879343424936,-0.213494153705148,0.0373772910476473,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,9,3.43770456917692,2.73374886070347,1.75551392338016,2.16661210608508,0.211367857778582,0.199931839698314,1.36865668255553,13,4.15790869720057,4.09677486414102,1.03744313062752,1.01800512118474,0.812885970269726,0.853205441510539,1.80376800251049,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,74,3.16383022501819,3.20663051778757,0.824791788608117,1.13110881504061,0.214584619557558,0.103927940499319,2.33639488207445,54,3.62765578675737,3.75903718464872,0.749780816004839,0.819498494064309,0.228314148077653,0.170934921694756,1.70883437957922,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,13,3.38682537281172,3.71322415998071,1.76417602264353,1.1584488344607,-0.506229779665028,-0.364753940351794,0.635382242184927,2,4.00382480904991,4.00382480904991,0.884498742853369,1.25087011804519,0.0938327569662558,0.098752904056199,1.21758700973528,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,51,3.04719425988013,3.091734070104,0.665898438955205,0.878316184398619,0.211029136655568,0.145403858328501,1.69408632678221,27,3.54938976938454,3.55488677196689,0.71173639402276,0.83655764366415,0.446650702272922,0.482342449005192,4.85172843622766,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,1,44,4.20795797789562,4.06144630310015,1.23781898571894,2.2606144804359,-0.269411102411307,0.0745405926930914,1.10480081112847,9,4.61553231652115,4.62036459863291,0.76093649661459,0.634226354951593,0.0521307079808429,0.155781325439989,7.16967737960299,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,22,3.87975110824817,3.85389557401116,0.876546047200253,0.922411246833331,0.502877798736674,0.453559546578949,0.289106751546593,13,3.89426856496914,3.52801371991616,1.0946318082396,1.07002981032737,0.0919871461469612,-0.116002105353812,1.0049047718496,"2012","Europe and Central Asia","Russian Federation","High income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,0,12,2.80577218822607,2.69650538710261,0.532703122534498,0.497191482116007,0.156635644093747,0.0797782787545522,0.674703944400334,23,3.29497596332968,3.11345631360143,0.778620437288409,1.15314278080431,-0.0165449819207253,0.334868611292863,0.277777777777778,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,12,5,4.29024651550599,4.41494992983111,0.711101046525094,0.698065273102891,-0.226927687612879,-0.242965862744178,0.369266983214319,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,10,4.27903565573418,4.3345323418448,0.971276587699622,1.95440405168673,0.0680126978298918,0.197335022363595,2.97767767029773,7,4.79471851000577,4.86591106642973,0.174942494151638,0.280052897410737,-0.0586465328414766,-0.0282750220185017,0.916963647465787,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,12,3.48447297048517,3.54887384002736,0.772479306825536,1.19122079589866,-0.229579146576592,-0.22545774977651,0.435739949183275,3,5.92235618881985,3.3449708494111,4.94868434761214,8.83341165834628,2.14659169761384,2.14659169761384,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
