"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,0.457983871892049,0.382558062807546,0.277379329446787,0.424556689951639,-0.189020680719149,-0.141654353146407,1.74424721934363,1,0.557313940497961,0.557313940497961,NA,0,0,0,1,2,0.446084171373467,0.446084171373467,0.0247667583849951,0.0350254856040776,-0.00547273212563712,-0.00547273212563712,1.45454545454545,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",6,0.360464827457119,0.318175083748145,0.208901025024446,0.216666666666667,0.0926670159987482,0.0368919713233245,0.238397155375216,6,0.408267119145502,0.23537323261248,0.336717283026531,0.5,-0.0716050129032962,-0.058316737790422,6.23001904228539,4,0.483503595853094,0.484056082041452,0.013679157703576,0,-0.00210279801704315,-0.00393617021276595,1,11,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,0.407272742055673,0.407272742055673,0.33587572106361,0.475,-0.108785854077928,-0.103525641025641,1.62705519331169,14,0.343005570964374,0.341611310287294,0.156943098320908,0.136842105263158,0.0424650443877447,0.0113216639280729,0.285156891383782,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",16,0.663096921014386,0.79838262933494,0.410114038821065,0.54040404040404,-0.168388624465639,-0.0131545058365349,1.31293229134008,20,0.296914512140284,0.244196814187395,0.276543294888227,0.530555555555556,0.0310821395356407,-0.0616209762401503,0.495548647670923,30,0.477938625948039,0.5,0.186931450280359,0.320957268537913,0.0199909887821252,0.0645381425907261,0.851530236364718,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",5,0.465960533602229,0.495962336242398,0.113568598526671,0.103157567682234,-0.0491354958830404,-0.00949088041600288,1.8893725647044,NA,NA,NA,NA,NA,NA,NA,NA,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",1,0.625,0.625,NA,0,0,0,1,116,0.577010419827561,0.576778891971442,0.17068848935611,0.180740096858314,0.0135143567123587,0.0357386527871315,1.33827750415501,47,0.546382633810286,0.508062715258001,0.167952494284519,0.213723284589427,-0.00687442310607044,-0.0325019360456645,1.41165070068859,1,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",3,0.537758112094395,0.513274336283186,0.0543101413962454,0.1,-0.0182675012590834,-0.0182675012590834,2.5,2,0.419666842110123,0.419666842110123,0.0782868222027963,0.110714285714286,0.0231015793145121,0.0221428571428571,0.659109968494644,1,0.770128354725788,0.770128354725788,Inf,0,0,0,1,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Kenya","Kenya2013",2,0.0320356165950977,0.0320356165950977,0.0371779351477333,0.0525775401069519,0.00897985147285013,0.0101110654051831,0.779103398386407,1,0.25,0.25,NA,0,0,0,1,1,0.175,0.175,NA,0,0,0,1,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",3,0.523273033793211,0.511898108849188,0.12924351019982,0.126567759674663,0.0190048714492283,-0.00485611604791509,1.872663783769,NA,NA,NA,NA,NA,NA,NA,NA,3,0.227516914478459,0.18949944111699,0.155879189323855,0.248636363636364,-0.0734037744887566,-0.0534169071669072,1.77560263444617,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",2,0.620551474761724,0.620551474761724,0.0188899880059183,0.0267144772310347,0.00565728945737933,0.00577333331463538,0.711214089231675,1,0.3,0.3,NA,0,0,0,1,1,0.16,0.16,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.422855891952649,0.444475378027652,0.104229547977946,0.05,0.0235506129354526,0.00849785840262029,0.300458443581045,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",1,4e-05,4e-05,NA,0,0,0,1,1,800,800,NA,0,0,0,1,3,0.246751186620532,0.23335121891581,0.0902617128146466,0.146666666666667,-0.0184137763293984,-0.0130348258706468,2.41280880362628,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,0.4,Inf,0,0,0,1,9,0.218777951869938,0.220690399363283,0.145235822507764,0.308133333333333,-0.0383747011001547,-0.0668062163720176,0.142690767198988,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",4,0.505181305188637,0.607091063082707,0.270870146511778,0.491289592760181,-0.0684294601734092,-0.0457556913098878,1.90975285666364,1,0.416666666666667,0.416666666666667,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,0.735095688942464,0.768193945814114,0.121684348145307,0.191780624361963,-0.0254875564883245,-0.0381681178197547,0.922224623798734,1,0.6,0.6,NA,0,0,0,1,1,0.0714285714285714,0.0714285714285714,NA,0,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,2,0.7,0.7,0,0,0,0,1,3,0.881138801571113,0.876162517773779,0.15596207646395,0.21,0.0155155727289616,0.0155555555555556,0.923641678574996,2,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",2,0.527468477697355,0.527468477697355,0.0447845339318637,0.0633348952709998,0.0101425784397969,0.0102310215437769,0.671492163378212,2,0.847718997644035,0.847718997644035,0.15387031263344,0.217605482972799,0.0362675804954665,0.0362675804954665,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",7,0.368726144035403,0.404472993445206,0.272066320269216,0.587626262626263,0.0052099451187548,0.0214175103488819,2.06773001284745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Europe and Central Asia","Sweden","High income"
"Uruguay","Uruguay2010",5,0.605934459887202,0.608923075344916,0.128407264834368,0.0763052208835342,-0.0294317127584611,-0.0377772940427758,0.978566217183674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",10,0.522320588963347,0.667264852447624,0.342408188599737,0.778092783505155,0.0967600307153652,0.0390462408958456,1.00633192847511,4,0.639068088492968,0.616836138404283,0.109834434398792,0.130851063829787,-0.0354220957325052,-0.0325097984322508,0.873997470444363,8,0.633268039562194,0.673171866970864,0.16433819695748,0.2125,-0.129034997547213,-0.109435190360694,0.917171850271597,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
