"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,39163.6782523364,32845.5016278885,23047.163149994,8409.69447348642,-5462.65047692016,-8433.37700216894,0.780538067430156,6,39163.6782523364,32845.5016278885,23047.163149994,8409.69447348642,-5462.65047692016,-8433.37700216894,0.780538067430156,6,39163.6782523364,32845.5016278885,23047.163149994,8409.69447348642,-5462.65047692016,-8433.37700216894,0.780538067430156,-10,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",6,1804292.39120234,10638.0806065357,4211143.09410717,79206.8391008658,-1344839.09117948,-1296082.60951775,0.691194789085869,6,1804292.39120234,10638.0806065357,4211143.09410717,79206.8391008658,-1344839.09117948,-1296082.60951775,0.691194789085869,6,1804292.39120234,10638.0806065357,4211143.09410717,79206.8391008658,-1344839.09117948,-1296082.60951775,0.691194789085869,-11,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",62,61963.6063897647,43292.8048495834,54469.513138851,66253.1799409318,14421.5469193138,8732.17253249199,1.58996025783478,62,61963.6063897647,43292.8048495834,54469.513138851,66253.1799409318,14421.5469193138,8732.17253249199,1.58996025783478,62,61963.6063897647,43292.8048495834,54469.513138851,66253.1799409318,14421.5469193138,8732.17253249199,1.58996025783478,-114,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",9,18720.3626574268,14177.6561234915,15738.2673973793,10436.9861330045,-3257.59068327651,-2057.69739209914,0.381771167292776,9,18720.3626574268,14177.6561234915,15738.2673973793,10436.9861330045,-3257.59068327651,-2057.69739209914,0.381771167292776,9,18720.3626574268,14177.6561234915,15738.2673973793,10436.9861330045,-3257.59068327651,-2057.69739209914,0.381771167292776,-15,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",29,10778.361752172,7743.09354860226,17322.2308100607,5962.18203242374,-687.858851417132,412.312796314348,3.53848612334295,29,10778.361752172,7743.09354860226,17322.2308100607,5962.18203242374,-687.858851417132,412.312796314348,3.53848612334295,29,10778.361752172,7743.09354860226,17322.2308100607,5962.18203242374,-687.858851417132,412.312796314348,3.53848612334295,-56,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",11,60234.5442026963,27386.2962143334,80959.1746483401,26953.0445147465,-36516.0192047099,-30111.1343282862,0.311566578529143,11,60234.5442026963,27386.2962143334,80959.1746483401,26953.0445147465,-36516.0192047099,-30111.1343282862,0.311566578529143,11,60234.5442026963,27386.2962143334,80959.1746483401,26953.0445147465,-36516.0192047099,-30111.1343282862,0.311566578529143,-20,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",4,10794.416929453,9257.93426795421,8333.16697763286,16973.4414628522,679.084460485648,-1185.88953121854,1.53075345399167,4,10794.416929453,9257.93426795421,8333.16697763286,16973.4414628522,679.084460485648,-1185.88953121854,1.53075345399167,4,10794.416929453,9257.93426795421,8333.16697763286,16973.4414628522,679.084460485648,-1185.88953121854,1.53075345399167,-6,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",10,72341.6917640731,70283.2324882101,35715.3365892213,72963.7577321527,8166.23813319837,6658.43930938719,2.20319573810234,10,72341.6917640731,70283.2324882101,35715.3365892213,72963.7577321527,8166.23813319837,6658.43930938719,2.20319573810234,10,72341.6917640731,70283.2324882101,35715.3365892213,72963.7577321527,8166.23813319837,6658.43930938719,2.20319573810234,-11,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",10,18203.4783111642,12920.6214734711,13323.8027001515,18873.5340646656,5390.12600901052,6566.21809437604,1.94719629266214,10,18203.4783111642,12920.6214734711,13323.8027001515,18873.5340646656,5390.12600901052,6566.21809437604,1.94719629266214,NA,NA,NA,NA,NA,NA,NA,NA,-9,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",23,15759.6849712059,14564.3282696523,11572.2334856944,0,1188.95131002746,-6240.93059890555,0.911933767534235,23,15759.6849712059,14564.3282696523,11572.2334856944,0,1188.95131002746,-6240.93059890555,0.911933767534235,23,15759.6849712059,14564.3282696523,11572.2334856944,0,1188.95131002746,-6240.93059890555,0.911933767534235,35,"2009","Latin America and Caribbean","Brazil","Upper middle income"
