"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",18,0.288157364034428,0.233387652425023,0.166123276037254,0.128050407111364,0.00824169705367718,0.0111593451560276,1.52302307494027,78,0.274586977436465,0.253038920436295,0.177351686840376,0.187531353135313,-0.0105697568648941,0.00733657929559592,3.17539800089242,1,0.09283625,0.09283625,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,0.47617063574732,0.47617063574732,Inf,0,0,0,1,4,0.285982796542603,0.291964906188413,0.0956980570940649,0.103993672273909,-0.0310333375249186,-0.0306865772059929,3.95523197777762,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",1,0.574468085106383,0.574468085106383,NA,0,0,0,1,4,0.381122254251761,0.338806685929239,0.26993747878538,0.249534487496565,0.186816543833282,0.218538144168308,0.24039207783914,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",5,0.230907671128735,0.213361638504276,0.141101801050122,0.136,-0.00428218269037699,-0.00821285956006767,0.485770518817841,21,0.162943770673014,0.169987946909688,0.0931075102272697,0.15,-0.0466892737915743,-0.035741201831827,2.54092146891268,1,0.0714285714285714,0.0714285714285714,NA,0,0,0,1,0,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",43,0.10482675569538,0.0645274175313693,0.0984897847583299,0.075,-0.0254113992262524,-0.0331336235306846,0.58485809624431,76,0.230429519096359,0.25,0.0839936960206917,0.03494623655914,-0.00771817780615411,-0.00458631166624134,2.88467629527129,1,0.3,0.3,NA,0,0,0,1,24,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,0.344529717322585,0.391576641047825,0.198700673572269,0.408487935996212,-0.0298554590134761,-0.0362482807980066,1.30095224476984,8,0.204604581816843,0.146171271623102,0.169169322913193,0.292127208480565,-0.0473511836679451,-0.0571041486539565,1.23863033446207,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",5,0.220575651063621,0.253161108324175,0.100244420085705,0.113609871920865,0.0255699694078038,0.0334251606242271,0.290072212134436,11,0.299423399990227,0.286761173299579,0.117906200134419,0.238827838827839,-0.0984227671951623,-0.104665222847662,1.28183929591282,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",93,0.143409824171815,0.133518139571611,0.106958393745747,0.125,-0.0306223092991597,-0.0319062088803325,0.366135693584033,26,0.115665451518693,0.1,0.052956911286017,0.016279069767442,-0.00270176657603715,-0.0135682755875739,0.476633304226695,27,0.178832943632328,0.191311404706809,0.0954040093197955,0.0769230769230769,0.00992894076717077,0.0557596451682465,0.816535387128964,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,0.57,0.57,NA,0,0,0,1,18,0.168568674457444,0.1349784509211,0.0918406839008029,0.0936170212765958,0.00934193367818236,-0.00521911668336888,2.47186061445744,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",6,0.281300469421067,0.207279847664658,0.144228110811107,0.238633540372671,0.0192251854881758,0.0551724547246362,0.214435084685681,8,0.216410717847122,0.232736292627475,0.0571622776247266,0.00606060606060607,-0.033474041080827,-0.0206280436639789,0.728449992897313,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
