"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",20,2.63652051085476,2.65883896302431,2.99919904540307,3.68226385895908,-0.0641157901059556,-0.218854788066521,0.5,17,0.891776445711641,0.957900882218362,0.398078635140151,0.335855627600112,-0.145523353188252,-0.119511390158402,0.852635523896694,1,0.663281497937163,0.663281497937163,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",19,3.18199852237829,2.03275156649327,2.83896802310936,6.32202798486907,-0.507483161855497,-0.363742344524851,1.22918570825222,1,1.49253731343284,1.49253731343284,NA,0,0,0,1,11,0.535715516033959,0.596971254507355,0.261712528608468,0.215629248130568,0.0109320755448733,0.00418596356340912,1.05733121145975,5,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,2.00294553850438,1.96546932628107,1.0196882553378,2.06703872021475,0.0450236563805504,0.0243225241605847,NA,1,0.308696942712971,0.308696942712971,NA,0,0,0,1,1,0.205821205821206,0.205821205821206,NA,0,0,0,1,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",1,2.37388724035608,2.37388724035608,NA,0,0,0,NA,1,0.230808096756876,0.230808096756876,Inf,0,0,0,1,6,0.944807934292182,0.895347594854547,0.354675800850109,0.392878948552331,0.0442545108613761,0.00232087275997722,0.883371374324617,1,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",3,0.73852489071175,0.746268656716418,0.0668589883656749,0.105755951969047,-0.020957490016804,-0.0196376909808888,1.54348665709852,2,0.155136361234156,0.155136361234156,0.137354158529199,0.194248113840337,-0.102364438857335,-0.0801658882515678,3.36963604800669,1,0.540123456790124,0.540123456790124,NA,0,0,0,1,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.91047169005861,1.91047169005861,0.124186246232025,0.175625873681535,0.0337011923831361,0.0361582681109042,0.746774728865077,3,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",25,0.79884618325741,0.827865101411075,0.571828793147605,0.698921621923808,0.0353627465305292,0.0369589056499812,0.960719910911723,23,1.20468908570683,0.966758672462453,1.12672643849848,2.13800348467767,0.148554662405257,0.0968297305717546,0.475626795988352,22,1.10716315484325,1.0690666205536,0.649352756550491,0.927259351219625,-0.0749746120273877,-0.104280780834085,1.27814453834953,2,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",62,0.841892177221841,0.607098326313789,0.732496927408135,0.808789066048187,0.0190470497553132,-0.00832151909405078,0.977642831475981,44,0.487635219482707,0.477481549920026,0.305478114357665,0.458043082199121,-0.153338371572084,-0.124643945685633,0.905296182393918,13,1.16869715558541,0.53603045451422,0.948150190378772,1.25748333096893,-0.0593560901427759,-0.00277184469594271,1.48485691579139,4,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",18,0.812115028326087,0.701230908921881,0.514140146314624,0.707853092687989,0.0222190084285997,0.00299951769359298,1.37478934020306,16,0.988494326078975,0.889276067598393,0.530685657790889,0.463333225240703,0.0259158727472831,0.00651762384871483,0.813770791930817,11,0.490328897700125,0.238220502605082,0.5393917904377,0.423155929038282,-0.0785191350115784,-0.0451449219321938,2.08502336204621,3,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,0.804044379859218,0.464370835704958,0.561968889924615,1.16046630105787,-0.0773478090550451,-0.0175739569013282,1.47074133820983,1,4.62962962962963,4.62962962962963,NA,0,0,0,1,1,0.388349514563107,0.388349514563107,NA,0,0,0,NA,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
