"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,0.258460482813702,0.119587649041075,0.260498445298075,0.527136752136752,-0.0442635237244069,-0.0199676685083867,1.39085446527714,1,0.0933333333333333,0.0933333333333333,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",4,0.0103330746904025,0.00185335526315789,0.0182768050505597,0.0121523858359133,0.00385640990008443,0.00385640990008444,0.6875,2,0.0625799793601651,0.0625799793601651,0.0851738942209431,0.120454076367389,-0.00194280768334499,-0.00194280768334498,1.03333333333333,0,1,0.0375,0.0375,NA,0,0,0,1,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",18,0.32603561803256,0.342957513285275,0.134577472094373,0.282925591511932,-0.0359426002256919,-0.0124533928805032,2.18757907065819,32,0.291610644870568,0.269175752463914,0.166088127810761,0.274414492600423,0.0180596814428327,0.0116768953295314,1.23524907253034,2,6,0.28292040211519,0.294085968477267,0.125857310667541,0.196701666666667,-0.00826838560206866,0.0383457822767628,0.916826275794397,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,0.151236756774666,0.14112837309603,0.162393410838716,0.152195054565548,0.012799812292254,0.00603803826141165,0.849462647302667,4,0.226729863759656,0.149169979543214,0.238957429026652,0.389492753623188,0.0725035624634756,0.0631536254602627,0.646295883183679,0,1,0.005999999988,0.005999999988,NA,0,0,0,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",11,0.248885265313467,0.282901507784054,0.154757301210265,0.248484848484848,-0.0340217394298167,-0.0143284269888806,1.10725514934238,15,0.125199155594886,0.116434162322607,0.0957161372676471,0.144444444444444,-0.0142777021380219,-0.0104956392530361,1.0979785633396,0,5,0.0770157182131922,0.0892392042387024,0.0374510657177226,0.075,0.000109395780781165,0.00142052426101506,1.17033823939308,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",4,0.091103742971349,0.0863484229984368,0.0667503502202296,0.09225,0.015115632501551,0.0143141666666667,0.836977182327918,1,0.125,0.125,NA,0,0,0,1,1,1,0.5,0.5,NA,0,0,0,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",3,0.211077996500593,0.1425,0.138723067929944,0.250733989501777,-0.0260530846144719,-0.0260530846144719,1.5,1,0.315315315315315,0.315315315315315,NA,0,0,0,1,0,1,0.394761441462065,0.394761441462065,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,0.216,0.216,NA,0,0,0,1,4,0.118503934204066,0.11804442456674,0.0454391023007949,0.036459554736679,-0.004314353874952,-0.0243976153162916,0.856988838651502,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",7,0.321013732652568,0.191645342938945,0.248848947791679,0.425864705882353,-0.0625999546163289,-0.0550311715603619,1.83909645147066,4,0.110201990504883,0.1192153938361,0.0723310996227091,0.157081081081081,0.0116613507975299,0.00985888317467264,1.33690198473877,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",1,0.291666666666667,0.291666666666667,NA,0,0,0,1,38,0.202874212531129,0.15,0.137439098269806,0.2,-0.010142276966032,-0.00801702574130718,1.6416729943109,33,24,0.0416696370407041,0.0245132973754065,0.0694386911806391,0.0356428571428571,0.0316716187207911,0.00206184224366196,0.33404573711159,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,0.133176023807542,0.0458272342152612,0.143709733994159,0.217244514106583,-0.0168339235911283,-0.00933340506152713,2.08690224244443,1,0.0716666666666667,0.0716666666666667,NA,0,0,0,1,2,1,0.117647058823529,0.117647058823529,NA,0,0,0,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",8,0.20172461780688,0.174886969112494,0.159207680261648,0.212087912087912,0.000556105011371273,0.00878878474466709,1.93226406344057,1,0.1,0.1,NA,0,0,0,1,1,2,0.0202409622770335,0.0202409622770335,0.0234395936389616,0.0331485912207336,0.00889702448348694,0.00889702448348694,0.650704225352113,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",3,0.266679462803355,0.257445795817474,0.145590144021233,0.290740740740741,-0.0196133762553714,-0.0196133762553714,1.16666666666667,4,0.113393875915534,0.13389064667548,0.0879097746351286,0.10625,0.0191018084268446,0.00877599144053225,1.09198614592384,0,1,0.18,0.18,NA,0,0,0,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",46,0.309899195465809,0.267109600505677,0.157807549511209,0.263888888888889,0.015269273526372,0.00810028569083865,0.683878400278126,62,0.284938687529202,0.262130837548002,0.160416758711456,0.247788606390213,0.00407155878710502,0.00324218245375881,1.47348986228735,0,26,0.256343352294328,0.293264533516193,0.123476467771654,0.155337199468036,-0.0304240010278698,-0.0130427004711368,0.688187573829978,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",28,0.205239782392977,0.2,0.0960727056213577,0.160714285714286,-0.00456814307704202,0.00310328972891265,1.04608963499138,70,0.141001390183824,0.107280471417228,0.131034655528656,0.191666666666667,0.00533593661871212,0.00232899321009275,0.856165266553529,0,74,0.166323086323581,0.142713530256916,0.137349488117147,0.196875,0.010719442415432,-0.0146871676198047,0.992453356035527,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",59,0.420902155994077,0.381893179647796,0.237362046611603,0.460714285714286,-0.0655056974804641,-0.0116343308737208,NA,38,0.272404336453319,0.26581052017885,0.141078510079625,0.256533868953517,-0.026239805017169,-0.0146949366633315,1.03033577642486,0,15,0.138946125159129,0.112108990546366,0.100353255556857,0.104596888260255,0.00765520423409369,0.00659399228907796,1.0233515307365,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",12,0.415637354936522,0.356622884417054,0.190029624308072,0.2,-0.0122939644826465,-0.00770715630885122,1.02909385266944,1,0.516666666666667,0.516666666666667,NA,0,0,0,1,7,4,0.16510403618808,0.18,0.0645176294123065,0.147222222222222,0.00306358916232701,0.00426980935358952,1.08591850947359,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",5,0.657591900392178,0.630678274122583,0.394674068451506,0.6,-0.0780933323949397,-0.0467992424242424,1.24409085283698,1,0.603737422137039,0.603737422137039,Inf,0,0,0,1,0,1,0.153061224489796,0.153061224489796,NA,0,0,0,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",7,0.350096740220425,0.39959203380056,0.1613478096133,0.3,0.0163825875799614,0.0139052514209567,0.907000276266776,6,0.355892113638031,0.360347949800774,0.153206038167663,0.139529428791819,0.0185257645014276,0.0192519449622082,1.04300513133175,0,1,0.472972972972973,0.472972972972973,NA,0,0,0,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",7,0.266458978530378,0.238188969821849,0.160422334365854,0.190567484662577,0.0328482042535772,0.0213950745942549,0.5,2,0.00899529064859783,0.00899529064859783,0.00176776695296637,0.0025,-0.000136517235461474,-0.000138888888888889,1.10047093514022,1,1,0.0305084745762712,0.0305084745762712,NA,0,0,0,1,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.0946666666666667,0.0946666666666667,NA,0,0,0,1,3,0.180989612164303,0.2,0.0742658459026848,0.144836041555873,-0.001879532757016,-0.001879532757016,0.952380952380952,0,4,0.166461985944903,0.145652869689424,0.0556563317918382,0.0762267493197279,0.00853649020051872,0.012397562438268,0.482961963542018,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",22,0.217606697022026,0.175588442251155,0.163057476400272,0.297575118608329,0.00210527813607338,0.00202727738713929,1.16666666666667,4,0.143692225945583,0.0516296351176991,0.214523939004131,0.34652620923913,0.0889322789572829,0.0716396759939369,0.41156239387176,0,1,0.169230769230769,0.169230769230769,NA,0,0,0,1,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",7,0.149221656204886,0.172125173256168,0.0836887086639132,0.132411393811455,0.0031349781756625,-0.00258872967096358,0.938775364316458,2,0.265568553017806,0.265568553017806,0.0927279369429604,0.131137106035612,0.00640895631001111,0.00640895631001111,0.910958904109589,0,2,0.0864000822368421,0.0864000822368421,0.056449334526056,0.0798314144736842,-0.0121482587242563,-0.0121482587242563,1.4375,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",36,0.207576383968211,0.242488995221967,0.0883774810290891,0.12,0.00716158130039951,0.0133668241420301,0.880302478628408,19,0.0889185770844056,0.0906392728582147,0.0613849414198849,0.0561111111111111,-0.00930447426393201,-0.0192899751818905,2.02098691800081,13,9,0.105065321674102,0.0831285824477944,0.0629548902511248,0.0862892876995156,0.000873082355503358,0.0131731714168543,0.882474313266078,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",2,0.372114482953863,0.372114482953863,0.0260604593956819,0.0368550551190467,-0.00681078065230448,-0.00670091911255395,1.38968592212659,2,0.092903520277177,0.092903520277177,0.0503598000259687,0.0712195121951219,-0.00102483281710055,-0.00107908351810791,1.02377901688005,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",4,0.135649536136378,0.113462837715879,0.0836452526331365,0.12037037037037,0.000915313808947797,0.00515731995884774,1,2,0.203041769041769,0.203041769041769,0.0342677497595171,0.0484619164619165,0.0112500877500878,0.0112500877500878,0.682926829268293,0,1,0.899975151515152,0.899975151515152,NA,0,0,0,1,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",4,0.0989901451192699,0.0829285714285714,0.0861256023228461,0.0763984981523521,0.0127768991241221,0.0127768991241221,0.708333333333333,2,0.361169172332845,0.361169172332845,0.327282139582103,0.462846840519495,-0.0252461913010634,-0.0252461913010634,1.12244897959184,2,1,0.0200001768970697,0.0200001768970697,NA,0,0,0,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",10,0.280146584452653,0.183917159305567,0.244653557778224,0.325260869565217,0.000697078510183732,-0.0371494145776012,0.912443353432258,6,0.172766413284538,0.164625558878827,0.125481316035255,0.150833333333333,0.0130567550376906,0.0106968502878268,0.896964519480235,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",4,0.111794659441717,0.075366632484742,0.102509628585777,0.178807881869091,0.00958713519528059,0.00495288512994826,0.982774874931428,1,1,1,NA,0,0,0,1,0,1,0.53034684080187,0.53034684080187,NA,0,0,0,1,"2013","Europe and Central Asia","Georgia","Lower middle income"
