"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",1,0.712961643095256,0.712961643095256,Inf,0,0,0,1,3,0.470314265177196,0.472114623510867,0.0645060435451556,0.0780333333333333,-0.0230636137727084,-0.0307543421989258,1.52724124461801,3,0.495231977082493,0.535755327046373,0.26000424795688,0.192307692307692,-0.160826171359001,-0.214990556413066,0.849474937289144,4,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,2,0.443333749839776,0.443333749839776,0.33587572106361,0.475,0.0141561987991765,0.0182692307692308,0.960401127771361,9,0.718285507255581,0.699795679351239,0.13048869817578,0.133333333333333,0.0287721320519158,0.0425836615859281,0.74946851405775,0,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,0.327510917030568,0.327510917030568,NA,0,0,0,NA,4,0.313982776129032,0.308834866203231,0.0541727596257722,0,0.00163409371356645,-0.00150263577888474,0.96263475526929,2,0.158027342370333,0.158027342370333,0.153287702803881,0.216781548250265,0.0290269988572767,0.0430488180922512,0.844312996073177,4,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,0.6,0.6,NA,0,0,0,1,1,0.896025051215793,0.896025051215793,NA,-1.11022302462516e-16,0,0,1,2,0.554924983692107,0.554924983692107,0.00987089701069286,0.0139595564253099,0.00100556126792486,0.00100556126792486,0.874074074074074,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,0.381393802598409,0.406297679355328,0.197893401185274,0.404651162790698,0.0124101661431512,0.0267214136868359,1,32,0.338727685865736,0.333333333333333,0.179755611570248,0.283018867924528,0.0154839022180936,0.0162173522332381,1.01458379340463,55,0.389391143778127,0.396799222820408,0.221527169513456,0.326666666666667,-0.169848380394318,-0.154350231319412,1.1711704164267,2,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",8,0.308411513187737,0.287036081088317,0.109201833032738,0,0.0220196977196894,0.0403533887354372,0.531811127125332,18,0.314962890393788,0.387567266779832,0.26988982914889,0.483333333333333,0.0381575662646517,0.00832287563842461,1.10793660721486,1,0.625,0.625,NA,0,0,0,1,13,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",3,0.294616390127057,0.244361698634457,0.165259156815956,0.306666666666667,-0.052953962337064,-0.0489523809523809,1.9527355772809,1,0.375,0.375,NA,0,0,0,1,1,0.2,0.2,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",119,0.510104568744113,0.6,0.224995530870106,0.297844334223579,0.0164822590640255,0.00857700104218399,1.04520061165758,233,0.548803795342218,0.589480637886823,0.189380097691622,0.23,0.0170902242350354,0.00497824294752287,0.654633486939257,163,0.568415497840587,0.6,0.183138748742077,0.266112266112266,0.0119428293988126,-0.00910231467451808,1.66666666666667,2,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.656167979002625,0.656167979002625,NA,0,0,0,1,3,0.591378622666166,0.607125652546171,0.2074424586702,0.212987012987013,-0.0147143495288294,-0.0156266497729912,1.09401752798724,1,0.592592592592593,0.592592592592593,NA,0,0,0,1,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",6,0.162174786774339,0.0389929696688281,0.298608278802765,0.276602564102564,0.0551509603236656,0.0232999991152165,0.544520181979272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
