"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,26,2.2356808884893,2.27990491945893,0.790772872979658,1.23097734835849,0.116366302305292,0.130285879630019,1.8432660051546,12,3.14973797257128,2.81327350919134,0.862395972038701,1.28480882793378,-0.136059540216307,-0.126850859899865,1.25451680336986,31,3.19192899052926,2.96441717559902,0.868715276441943,0.761882482853849,-0.0741922701079301,-0.0484753695420537,1.46397918841552,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,12,-0.268904553621691,-0.286134559978572,0.562109797147162,0.631708080312492,0.10007024553479,0.102968169294919,1.44825234307436,8,0.11280192874711,0.432330976268279,0.810335308657756,0.94255375053187,-0.00178690185326514,0.0122807794773161,1.00878966276481,7,0.33134690918657,0.0298014177685132,0.860590293004081,1.08340228785938,0.105917910263015,0.153410943830654,2.09304861141836,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,36,-0.061377587238948,-0.281177608471515,0.616307618180261,0.67155927474311,-0.0448374332034607,-0.0125499847320684,1.20967205999752,26,0.556494532879509,0.319254431706562,1.34344439342444,2.65894542741257,-0.434647177649497,-0.63339357459937,1.29768059651754,69,-0.0141969593507866,-0.149965814285011,1.12830714959287,1.22430186434458,0.0283912100806273,0.040268272503319,0.983313898872781,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,6,2.79736985541214,2.80824162961838,0.479608223701274,0.751377994540778,-0.0713293994737387,-0.0365006341388402,0.571428571428572,4,3.41285264748786,3.4995630565057,0.506423464402367,0.673247141797908,0.293103355422914,0.295289847053116,0.917493527473915,6,3.28539447685993,2.9804613236461,0.619685619514428,0.564285499504301,-0.0664572864072395,-0.0679018006408676,1.34264316906151,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,4,17,0.0800271395409426,-0.188788016862682,0.679185381719561,0.81405598426638,-0.0373262177074389,-0.061547971536864,0.555555555555556,53,0.59605761986986,0.376631838797296,1.16138603279334,1.55432675890034,-0.651268399057893,-0.993856246645268,1.29804234178063,51,0.253889618712233,0.303449175414767,0.543957734913537,0.410967140310659,-0.00924000597158121,-0.0408378924838106,1.12759302426357,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,4,-1.28774217380581,-1.41939374426791,0.710333571901197,1.12213635967972,0.127467591268973,0.0652086627491055,1.16764780742006,5,-0.999833160478954,-1.20723302232375,0.383456897002632,0.535518236356364,0.0558987828411596,0.0534527834471305,2.13857659152681,8,-0.651403507852102,-0.720297935725698,0.461344965814891,0.372083903155485,-0.0426314358364602,-0.0546603877701173,1.00152487413368,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,3,6,-0.646436654518911,-0.552403562133784,0.317200569299146,0.143511473758981,-0.118054759469982,-0.0886574470472494,0.424074394030185,3,-0.438375611426892,-0.589497104892143,1.15431657948763,1.6651706098532,0.690189834928497,0.731290006117832,0.980354852122923,3,-0.250070248492162,-0.236058421951352,0.0857496414590396,0.169773757391244,-0.00951453478449069,-0.00953140273505863,1.0000436250884,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,14,0.739918144907382,0.926931667114953,0.675478408559483,0.764946883822528,0.125511882097802,0.0168140389171238,2.58800426537604,14,-0.150492150187716,-1.26041836695465,2.15070664330859,3.70451884274977,0.00967271846236349,0.183970171539178,1.00589390962672,14,-0.508170043876743,-0.868696267991104,0.880981888618645,0.905441534283787,0.0882965922079905,0.154241474333582,1.01517752084971,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,1,96,0.366560950765953,0.246116017574438,0.88439001154638,1.12549466408736,-0.0539045835771615,-0.0173035597553531,0.8,48,-0.0581174433459706,-0.0331826870845461,0.590453603473615,0.763670884224082,-0.0722059411205979,-0.0868703030534322,0.712756002448281,155,0.543567716410711,0.454348566533728,0.790531132973691,1.12206967084373,-0.0143337159132674,-0.00627875375591393,0.923786403088658,"2014","South Asia","India","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,3,-0.703026834753061,-0.581472975057582,0.367574690009524,0.60619213643953,-0.0688716417020137,-0.0651572960845175,0.806112352752682,6,0.138987695732581,0.038969198241627,0.643366610336176,0.823656669450379,0.253070564056248,0.249684950579508,1.34090194915361,7,-0.196204297926949,-0.24078941147491,0.613696993761394,1.13075941586723,0.114225085116082,0.161543845662576,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,1,35,-0.152986059644397,-0.186062766017919,0.674109163717557,0.849214595199831,0.0354578662103975,0.0404467004117238,1,12,-0.524504858431229,-0.677308128134691,1.08375491938569,1.51572944359161,0.147595897811604,0.220508627010691,0.992292581433835,47,-0.278465093693991,-0.481760442695149,0.872750667822496,1.28168776545394,0.0249411291957085,-0.0179795870737381,0.64075058796447,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,7,17,-0.474008237429906,-0.858145464277938,0.953339191186518,0.789431025600532,0.0480856968015604,0.0350097910407901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,3,9,0.203210942940221,-0.00448117645052503,0.592440937973189,0.896876049100978,-0.0441015976267062,-0.0514030907933501,0.887796167749708,4,-0.339569670001716,-0.335654520920253,0.402663123219574,0.521995768707296,0.0505515533829083,0.0283085773595513,1.58154543677649,3,-0.0076589417543746,-0.0226243151440102,0.0427204216605117,0,-0.0038716607865174,-0.00258099925383964,2.03610955693853,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,6,2.56415311236233,2.3444508454866,0.551805882951173,0.767865515221597,0.00226125544915329,0.0513814332953683,0.762706577780991,13,3.2696831808933,2.71907626830623,1.18187054131192,0.982915875640927,1.24954078408144,0.725992919342571,1.42650157303599,16,2.79598686017986,2.87320745286725,0.492237426483956,0.440232414764949,0.0367998351522226,0.119721132708942,0.763808579455689,"2012","Europe and Central Asia","Russian Federation","High income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,0,24,2.95121202076196,2.75103189066565,0.48942104807374,0.700745484081455,-0.0274118662792087,0.076657522956127,1.34895118599564,26,3.22971539272711,3.22669848427318,0.308824931718622,0.409237218510377,0.0902069227329898,0.101586469480007,0.821009396434492,38,3.13056598764754,3.49401924653622,0.589919057976249,0.940157636786083,-0.0205800153033639,0.111691200301761,0.793696990425554,"2014","Europe and Central Asia","Sweden","High income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,1,9,1.88600237616606,0.166676242705717,3.4827390403214,7.15513666710387,-0.833693235451023,-0.647856389328611,2.82274143988866,NA,NA,NA,NA,NA,NA,NA,NA,5,-0.924222298270545,-0.958913092100338,0.570049643094364,0.613344064256541,-0.0424721861611474,-0.141990321699693,0.974706229366486,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,0,14,-0.255705818597818,-0.44568026857245,0.884164673336815,0.837532514899666,-0.0919197567636351,-0.151556554261407,1.19335525738614,6,-0.515348531668579,-1.09043664429399,1.33192842464692,1.42518340900009,0.0531409459358269,-0.0785700528048107,0.970094453551883,7,0.966141040365143,0.281779773127106,2.02950747016987,3.50232156772178,0.279952781713584,0.123262353307773,1.44690278803825,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,0,5,-0.750366187860505,-0.750700656012384,0.880015219845635,0.86487397106546,0.0785360263814236,0.098337045876755,1.1182530077779,10,-1.12067870573624,-1.38612846491101,0.567975418507167,0.316332707219644,0.270207555110877,0.209461056020764,0.998602736033848,9,0.177552457150125,0.30944757614258,0.736190887847616,1.22568647958847,0.0677216279908872,0.145316908318508,0.907482004434576,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
