"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,44294.0338322859,35416.6091032302,29207.5566889466,41251.1169939384,18206.8196296643,84221.8441995912,0.950137386512972,1,121290.307949578,121290.307949578,Inf,0,0,0,1,6,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",9,26274.6049083332,38574.165349612,26246.3709647263,40295.9697791084,6822.05171880643,-5571.59619165592,26.7411207580964,4,131956.591480509,118785.014838707,113880.289290631,178091.151617852,19701.985777219,12119.039167586,8.057271396492,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,61908.448287514,62528.3734490815,5990.6040473092,0,-2195.96989676736,-2427.42940272626,0.543037555664994,7,44307.0654785102,40398.200765319,22473.5721346675,28920.9100130032,34654.9033473857,47965.3538375058,1.283445033273,10,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,297162.746346546,297162.746346546,NA,0,0,0,1,3,193093.728460925,160117.55385196,234013.567409517,396924.293162798,-58748.8374396633,-61705.8899254987,0.830284581577458,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",60,39712.1658406554,35425.5511186449,22685.3412192381,29959.5900571625,-6314.6269204073,-4207.391428908,1.59164734100325,38,49827.7555739176,45224.6073636741,31929.4297717861,36379.5022122687,-8543.03597691296,-7879.34218524183,1.80676811146766,6,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",1,17443.2410144861,17443.2410144861,NA,0,0,0,1,5,110969.020090035,110842.64657971,87713.0417150498,95937.8255796733,26528.6871886794,29574.2987701288,1.71578373002525,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,25397.8478149818,34923.9333874593,20465.2665914216,38062.3735571038,9261.12652852488,7381.88295865205,1.82243045133447,1,50909.0441231528,50909.0441231528,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",30,14677.9887432296,15700.0689241225,8661.19107145722,14307.944586023,-2475.35600461742,273.084018266038,0.29900332245052,9,8966.77973231497,3836.70850619629,9644.12419877673,12111.4817414659,-4518.36542117878,-8411.94819828249,0.627638764761984,13,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",3,9427.82384828019,12543.1425005857,6551.38010291379,11289.8637411129,-1833.88500355333,-1720.36018912198,NA,2,18705.3426968328,18705.3426968328,15986.3718990345,22608.1439527548,-9171.19250868543,-7933.91387161892,0.458563622042473,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",410,32708.0053991181,18506.5631241112,36367.0499993561,34640.7530417037,1035.00916825382,2906.01158102898,0.846392979423602,105,56585.0591739645,33028.0768378836,64772.9993654295,66865.5356148577,2482.69675598536,6055.83156959377,1,36,"2014","South Asia","India","Lower middle income"
