"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",6,0.169898681324689,0.217696076762581,0.531852510914009,0.554334554334554,-0.0129137277719847,-0.0671041552118251,1.07533182733624,10,0.148216974768821,0.118666997124536,0.136279645959727,0.0990264070418778,0.0340006937300281,0.0192248182503073,0.768037434934452,1,0.0103092783505155,0.0103092783505155,NA,0,0,0,1,8,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",17,1.36838885345146,1.01635341864732,1.31985469669032,1.13908106482178,-0.0764448246913686,-0.119607692454249,1.34633278223706,9,6.03994325193438,0.422402537304276,8.04242988792621,15.197608030955,-0.736408203408688,0.65749987432732,0.618962303904938,1,2.48901903367496,2.48901903367496,NA,0,0,0,1,9,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",49,0.00994196566937462,0.00148899637281734,0.0212389367191219,0.00605088863980191,0.00010352366798363,9.77444727926662e-05,0.837071312551852,30,0.0477748890488108,0.00943433256670655,0.0775298575315241,0.0626210840651763,0.0139465062076418,0.0128032714089161,0.460742663049104,18,0.0442580651220391,0.0146351074364719,0.0558981070849123,0.10707814167298,-0.00248100561922234,-0.00173267225264797,0.626474670203253,10,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",24,0.836028537001634,0.719378597511914,0.381852778476952,0.449245757088223,0.0324943479231438,0.0324943479231438,0.566666666666667,6,0.745890480975063,0.8,0.18053190447797,0.342679976460844,-0.0351746273225497,-0.0351746273225497,1.775,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",154,1.16382537984326,0.688937967418864,1.29499265805942,0.977114032554942,0.0162465820602636,-0.0122954968385504,0.821860310912929,218,1.70574932675615,1.0815468947538,1.6882090535856,2.18581509279747,0.196767684813051,0.0565423975891678,0.773078825717636,166,1.01482831605744,0.790945252667246,0.886558277676891,0.913063180688298,-0.153336853681404,-0.075286672721843,1.05545613206908,22,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",24,0.960380903132784,0.678233137436298,0.763289969486394,0.768205275229358,-0.0470037097963341,-0.0388611916209363,0.794694882599932,20,0.514913040192682,0.387366768521601,0.339910220094107,0.508286571838706,0.0311251509128238,0.0108552989757066,0.972446401191464,10,4.73680593803742,1.94823039449769,5.99953957158571,10.7287381317895,-1.87285930764356,-0.651060926657691,0.303698873653226,10,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",15,0.585190910819336,0.545673545512735,0.39867983878522,0.482924482924483,0.0355416753107312,0.0108327713764675,0.907765045970804,29,0.591914766352438,0.528779714728816,0.369584798000594,0.401964142971337,0.00997199566264631,0.0242075282672723,0.685035973223284,2,1.04581886388535,1.04581886388535,0.0262589350346701,0.0371357420595044,-0.00210160360395577,-0.00209637253561718,1.12345515173038,2,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",19,1.03949705900324,0.937080482241773,0.498688131441784,0.449823198366452,-0.0185654939273363,-0.0198486166756671,1.38461538461538,12,1.06703472364154,0.92818645682444,0.359281947728532,0.508925453358189,-0.0259937366315666,-0.0136687738279361,1.48148148148148,2,0.831732661207203,0.831732661207203,0.228279558362372,0.322836047448607,0.100199518778619,0.100199518778619,0.617,1,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",287,1.20205619588801,0.928338179264604,1.11511277965554,1.18193162408291,0.013237009466332,0.0247232106696654,1.11111111111111,377,1.30008077592817,0.908891529375878,1.29190325670681,1.25776312922206,0.0111247201904317,0.0281030230673991,1.02179383516282,352,2.02867873508302,1.41635327785776,2.06503531862633,2.12527175509724,-0.0804775566838718,-0.162262786980044,0.37469639791787,89,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",16,0.841801675426669,0.773800359250706,0.227507142550544,0.197936814958092,-0.0147696627664412,-0.0147696627664412,1.66666666666667,16,0.658579236367185,0.718040786263408,0.302524410540148,0.271645004009375,0.0595137689248421,0.0595137689248421,0.695652173913044,4,0.845785212811873,1.02596208151496,0.491334366614288,0.478573309003375,-0.0825723442158974,-0.0825723442158974,1.31372549019608,3,"2010","Latin America and Caribbean","Barbados","High income"
