"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,83111.8477460679,64476.512420003,55228.3455040042,88543.0342929066,23300.9006694645,1988.35530221236,5.74907502227676,1,54582.1195334509,54582.1195334509,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",9,4749.17638840403,2002.91490776453,6793.8377671755,174.21960484355,-751.582412976215,-1218.70595584371,0.47667058081623,7,2717.90480271094,1815.91227830712,2673.28820961658,1509.90324197744,977.922685237283,779.154597972122,0.813976384369557,5,2,501893.105896048,501893.105896048,735227.295001595,1039768.41201814,-320910.234482002,-330835.403823954,0.628719970309273,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",67,81401.6898830411,113605.647746882,63228.4075578087,106240.298947638,20290.4796846238,33182.2517752928,13.6413940664043,1,33416.5831792522,33416.5831792522,NA,0,0,0,1,38,1,1507.51503064296,1507.51503064296,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",3,54185.1852487644,52224.8473913053,31942.2367690155,43364.2469216113,10953.9920591407,15847.0698019477,2.4085107774461,1,60675.0772653773,60675.0772653773,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",34,61800.6139841231,43571.8291509728,47481.7009034344,45437.8484466774,45196.3455683086,51495.6148328285,1.38119961877539,72,46951.5377815942,42284.8246987363,31329.2055792516,34074.9183617178,1069.68959763779,-1044.32560128385,0.118199774225437,9,12,28003.2903823023,27055.2879429825,11950.5432008896,9692.8085479055,7319.20807754184,9158.78396386664,1.43226482069358,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",6,61020.8450146408,46333.7085567335,34479.788512123,53747.1019258109,5650.95354606562,7660.09099064888,0.645356257515535,1,28044.0867580229,28044.0867580229,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Djibouti","Djibouti2013",2,5349988.64747777,5349988.64747777,0,0,0,0,1,3,297273.179767654,211991.356563108,341396.241531435,662328.594557748,-66222.7147622559,-66064.2537529452,0.663132441336707,0,2,197011.79956249,197011.79956249,197347.191307584,279091.074443424,-68281.4944896375,-75139.9046578448,0.700435153332745,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Egypt","Egypt2013",2,19625.0861551531,19625.0861551531,5.89421006207026e-11,0,-2.99767143983984e-29,0,NA,6,45820.5901111958,37583.6100754101,40310.4167952179,80462.8532361277,354.475571368258,96243.5402274079,0.833333333333333,8,4,17400.7807029894,12536.7961792419,17319.9189136052,27189.0391946353,9149.61907650618,9643.66929814429,1.32190476008824,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",220,24312.5317497031,15988.0398654017,21791.1481763546,22571.3503982141,-1627.15952075804,977.399565785515,0.64,159,28501.0505904887,21317.3864872022,24080.3958390455,29311.4064199031,-1173.39470394152,3060.2195623755,0.385111344680199,34,137,35112.9481397554,22928.8478505298,37541.6336100072,37345.9229074808,8634.89274093126,4340.3139249876,0.652843502895805,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",2,56255.9301390413,56255.9301390413,36320.1231399793,51364.4107316196,3716.15676105082,4532.15388808409,1.29102002044733,1,2273.17207898244,2273.17207898244,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
