"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,1.80562470737987,0.981501868283288,1.92753508041507,4.07370201966797,-0.384857423733439,-0.350832965490783,1.40776765554716,1,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",6,0.0735395965235761,0.0645589469324295,0.0732815484502815,0.106800091783495,-0.0179126193909961,-0.0163083957902045,0.860690900809174,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",8,1.07556324311476,1.00833143830414,0.432601683006024,0.521523178807947,0.0308387494559807,0.0284494674030966,0.859434685965353,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Bangladesh","Bangladesh2013",77,0.98922157260194,0.694565966126923,1.01866894482714,1.06343549536707,0.125202553399174,-0.0424032067892819,0.514963997768723,9,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",12,1.09838808060946,0.827126572505563,0.767928992326545,1.08174649633277,0.0597565152752911,0.0413884287550663,0.881907791761391,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",10,0.472783908508869,0.442215798124296,0.291124641255345,0.229194740688962,0.200297628938872,0.183917830407453,0.263157894736842,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,0.876224722036735,0.794912939633004,0.674221430351163,0.975300999448698,-0.283085712791335,-0.279260765004551,6.98172352154522,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",5,0.372932127075635,0.334227617651633,0.321120116979769,0.328395191902151,0.217576334400239,0.310812099302429,0.306815688514831,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",136,0.665399944389921,0.621268321759307,0.508000157402066,0.570547810570268,0.143441369967006,0.104642702439752,0.836705152806996,8,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",6,1.18657887902488,1.26572051767536,0.769348751141962,1.37535014005602,0.253246227072646,0.323513296799834,0.70290103539067,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"China","China2012",13,0.399545098692482,0.340210820788012,0.32718003204454,0.366696997270246,0.25450032491669,0.191826382421802,0.0739182857738442,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",8,1.70407923942159,2.30472005798733,1.00652780291812,1.34810580955044,-0.507205836185039,-0.158011209082584,2.33731118395685,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,0.469592857278474,0.377565684716796,0.65500921053925,0.469301481384044,0.169743842051139,0.137308380389587,2.93973328777145,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Drc","Drc2013",44,0.310154474214909,0.253951632517005,0.299619159521205,0.362144762129698,0.0328004521270725,0.0230786958210404,0.895284737561833,1,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",94,0.8591351441544,0.607285146767646,0.788219755668045,0.889361773994693,-0.149462342205183,0.0742998678306902,1.07364161371023,8,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",5,0.637696186303085,0.78405217877223,0.443633425874372,0.747894955532461,0.0986157135867686,0.0845106139411457,0.211878403540512,0,"2013","Europe and Central Asia","Estonia","High income"
"Ghana","Ghana2013",17,0.798509150216549,0.369527051935576,0.950988198688371,1.69262859767299,-0.349508587071946,-0.382092090459769,1.62673392847809,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",10,0.186627984164066,0.509095292424464,0.908957024722862,2.02265341495756,-0.228674261853136,-0.0353794661884307,0.764930285521622,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",2,0.0917308138658506,0.0917308138658506,0.0111282351399274,0,6.81065445581865e-05,0.000140515188037162,0.994974302095873,3,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",65,1.62491743141942,1.62726525011609,0.768651351919069,0.777647103456125,0.017129124273029,0.118248578801175,0.983524410969817,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",17,0.405047726277801,0.272888630897979,0.343189190370323,0.346096385542169,0.15670533554827,0.149570683990097,0.400044694374691,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",20,0.413146797548197,0.371585001411085,0.232535579154798,0.21060079194388,-0.0320414050776897,-0.0313922049153276,1.16063258371674,2,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",5,0.502995237444851,0.312769200793176,0.575898871819246,0.641438016108089,0.109150348114169,0.352883180032189,0.340770356720056,0,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",11,0.78863510135416,0.766569617019373,0.108472342220513,0.11341675967222,0.0269937247746574,0.0301186161616505,0.304022541605614,1,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",6,1.79775747924536,0.395803461785006,2.65232503876626,5.12763466042155,-1.18503451549846,-0.751462552081815,1.72114309459051,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",7,0.639140003836125,0.591621225386207,0.449261463176026,0.729586160055899,-0.291319430932301,-0.288056660474247,1.87501155686519,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",4,0.457041842732117,0.416532741118474,0.375929016086303,0.328437035814491,0.114992972380142,0.0759312276684823,0.317389252820722,2,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",5,3.51693327538449,-0.896136473907978,8.56609367007785,17.6678899082569,-2.99798593336693,-2.40916778655792,0.417532574834851,1,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",14,0.379892030186748,0.313871083949131,0.377126815055147,0.7322787946142,-0.152652009637076,-0.114285235673302,1.12432942879924,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",11,0.261374095335628,0.268390364508687,0.0948753337004934,0.119016226289049,0.0513238215316593,0.0730583992062676,0.379839799666665,0,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",1,0.185758513931889,0.185758513931889,NA,0,0,0,1,9,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",108,0.943280255768501,1.16519755965395,0.532300269875926,0.691336612308629,-0.109778526479195,0.048238299247075,0.389188203247745,9,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",13,0.42328835675219,0.39310053220621,0.332794037997736,0.386465103782164,-0.000761940790315177,-0.0185835515556557,0.553828036302921,2,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",9,-0.646601694828116,0.0543183052688756,2.18339189810222,0.157894513732352,0.666535413075615,0.634091773863015,1.05641602398308,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
