"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,0.398302840183476,0.398302840183476,0.428269086532804,0.605663950519828,0.12711491457261,0.131147705821223,0.551728901744857,1,0.677259714285714,0.677259714285714,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",3,0.413756663865555,0.195697933787922,0.442785644758647,0.783720930232558,0.0694139544944187,0.0703154236835071,0.753270730898769,3,0.83630041347779,0.856885091654764,0.223798451049536,0.21875,0.0123531183592172,0.0491394927536232,1.1074368017112,2,13,0.198553411265038,0.144598812368501,0.159514366130989,0.0666666666666667,-0.0111308157988765,-0.0239033128044117,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",40,0.355109849455129,0.358793079315722,0.163762545964841,0.266666666666667,0.00171223149193657,-0.00529940781924066,0.604275943444722,1,0.28,0.28,NA,0,0,0,1,40,1,0.421052631578947,0.421052631578947,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",2,0.650234864108756,0.650234864108756,0.0188847244933287,0.0267070335001448,0.0066509482842251,0.00682513078337034,0.677606106309958,1,0.0225806451612903,0.0225806451612903,NA,0,0,0,1,1,1,0.540595,0.540595,NA,0,0,0,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",47,0.367054665043664,0.344841892961761,0.18753744133046,0.25,0.0172669257981408,0.000211543229145236,0.69205847516679,57,0.445374517682553,0.5,0.254816564813473,0.430303030303031,-0.00640740541100886,-0.0110195044198798,1.66118609562422,0,9,0.526498452493229,0.593029294299283,0.205761102750319,0.313333333333333,0.0253975754565711,0.0126584764340519,0.970354012924729,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",3,0.55224274287842,0.596905872197678,0.193545233984527,0.399991992010142,-0.0236308031363296,-0.0196742575947054,2.5,1,0.4,0.4,NA,0,0,0,1,1,1,0.521739130434783,0.521739130434783,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",1,0.833333333333333,0.833333333333333,NA,0,0,0,1,4,0.633512686717273,0.617020188375961,0.171274028091794,0.189560439560439,0.0303211044080606,0.0323004567305655,0.711055898666382,1,3,0.56387363442848,0.572357723577236,0.120369573520689,0.145069455002414,-0.00786662451241457,-0.00678689173620081,1.13333333333333,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",253,0.535640094683525,0.575,0.202066809080146,0.208823529411765,0.0012547032791261,0.00781051426204575,1,146,0.63357161532839,0.64,0.113022008309438,0.116666666666667,0.00579101674578636,0.00984397376899256,1.62924683640221,15,105,0.490577627653511,0.489729939470095,0.167591013239863,0.187408637873753,0.00193492610488106,0.00452336483722503,0.899002673082535,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,5,0.449720916551521,0.470988359479546,0.236740953914308,0.40952380952381,-0.0597648176560336,-0.0624473443223443,1.24658102484094,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",2,0.334011265461707,0.334011265461707,0.002772967769359,0,2.64837079024256e-05,4.55996352029183e-05,0.962403304215235,3,0.0592872411795706,0.0571532253899292,0.0113362086504543,0.008,-0.00294200444547337,-0.00334286003851221,2.25620971490637,4,3,0.39087854544294,0.526011702433279,0.386910276059095,0.629062059859155,0.051664642112245,0.0449900374469036,0.697283398776586,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Pakistan","Pakistan2013",2,0.190413820036688,0.190413820036688,0.15980613254816,0.226,-0.0347214414589747,-0.0376666666666667,1.26365566355448,2,0.171999713324435,0.171999713324435,0.249983044407715,0.353529411764706,-0.0804327567037879,-0.118694828785654,3.8291804641384,0,1,0.4,0.4,Inf,0,0,0,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,0.492033970025291,0.492033970025291,Inf,0,0,0,1,2,0.313888888888889,0.313888888888889,0.0196418550329597,0.0277777777777778,0.00277777777777778,0.00277777777777778,0.833333333333333,1,2,0.600803084291188,0.600803084291188,0.221124509065475,0.312717279693487,0.0142144218042494,0.0142144218042494,0.916666666666667,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",5,0.731231471220169,0.683561159434423,0.485012984070723,0.770886075949367,-0.0796664560517958,-0.021060881850233,1.19604402753042,1,0.717090393786447,0.717090393786447,NA,0,0,0,1,2,3,0.414624186803289,0.359136199300441,0.410110856206098,0.445425369002289,-0.0598154535802436,-0.0441902671594705,1.15533555884123,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",2,0.436643823318627,0.436643823318627,0.19192898346492,0.271428571428572,0.0648139968807501,0.0650297619047619,0.678275100879154,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0.0991810912968681,0.0968490243371184,0.0204720184272765,0.0159388888888889,-0.00209465442414314,-0.00259141414141414,1.62277612425719,"2012","Europe and Central Asia","Russian Federation","High income"
