"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",6,0.012124867846035,0.00127169112022602,0.0197467951486711,0.0263403806239201,-0.00647284019379595,-0.00643665676829126,1.02539820911475,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",18,0.362718266791918,0.270659716318688,0.295231952387876,0.397223939019365,0.0127529474716415,-0.0201067573293109,1.44477898375992,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",7,0.719770182632395,0.737554929114244,0.173933551855903,0.348348348348348,0.0149221901446995,0.0302903115040591,1.55086773037225,2,1,0.434285714285714,0.434285714285714,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",14,0.681421468513878,0.646010309534193,0.69356815741372,0.579893166854228,-0.023365870359296,-0.0128165547866352,1.12278830776997,0,2,0.687624396997948,0.687624396997948,0.277023881185198,0.391770929873339,-0.0267977062022564,-0.0279836378480957,1.19142126946603,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",3,0.0374271028925583,0.0367017644062846,0.0257775533947606,0,-0.00102177414568803,-0.0117160190195114,1,4,10,0.620564642336535,0.54577818416345,0.449384372139839,0.443976504566448,0.0039486216538363,0.055055891059071,3.12499139943543,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",5,-0.0503465180769437,-0.0495470170424542,0.109162344789787,0.122610722610723,-0.00160484956513772,0.0423996496227162,0.947838843555452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,0.458968239397834,0.458968239397834,NA,0,0,0,1,2,6,0.171439342432786,0.128090785579273,0.206333810145292,0.447727736733517,0.00398741243366731,0.011546362107612,1.88988377672645,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",13,0.316180682714051,0.353544805014626,0.15235976129244,0.219913417219108,0.00662942663589927,0.0663677536179283,1.39560386083093,2,3,0.160203082811307,0.151623409483313,0.210854525919848,0.2322605584062,-0.0323080130336733,-0.0504506301488625,3.73333333333333,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",2,0.832574165510874,0.832574165510874,0.00406383207578479,0,0.000205822050426085,0.000507099391480735,0.96037143966763,6,2,0.623011598054631,0.623011598054631,0.05077469426512,0.0718062612550802,-0.00437843056433416,-0.00437843056433416,1.13888888888889,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",9,0.202394327000153,0.107295213463913,0.172349370898622,0.209194214876033,0.0895788602854923,0.134395445357275,0.635385372745186,2,1,0.238800706314178,0.238800706314178,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",2,0.395095607351552,0.395095607351552,0.0267843477722177,0.0378787878787878,0.0191763362801627,0.0171006178287731,0.459578930301333,0,8,0.376197272431781,0.327671071147021,0.261690358128626,0.214897641425224,0.156489102987956,0.1583827755612,0.64212885066853,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",10,0.27109707618997,0.250241627547684,0.222744858655195,0.387839219899085,-0.0917736425761695,-0.093828236489896,0.42012808591824,0,1,0.153406001605261,0.153406001605261,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",48,0.762021614253337,0.694808528933577,0.489044310961123,0.406434533487256,-0.220829994456046,-0.183012434431054,0.8,8,4,0.132508745039266,0.132479161843535,0.0209874198780474,0.0290570426067674,-0.00119798893480974,-0.0154517240756853,0.781537500137129,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",1,0.537079792372812,0.537079792372812,NA,0,0,0,1,1,6,0.436227988946194,0.37157779424594,0.231443622541428,0.433503886317793,-0.0329547690062476,-0.0814451461266582,1.18332192815681,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
