"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",3,27365.1745734462,23410.5747626364,11433.7501436426,22864.5707185837,-406.421788761401,310.411632351266,8.57647291134669,6,52785.8664265251,52492.1681012087,7932.99586272376,13119.1967465912,-2207.65599412175,-3974.76056135839,0.105779018080451,1,15722.8176971675,15722.8176971675,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",47,16561.7238596798,5957.76402881839,22547.8262528314,15781.2617432459,9871.8426429394,4668.79008642848,1.97431703467649,22,29839.0843126882,24087.1778607397,25300.3613564238,31525.4523050235,-13293.3492674971,-11648.1499376356,0.504940749857659,40,19356.7731674803,11614.6403229034,21292.8933314322,18389.8471779304,9411.91340854655,8471.55911456638,0.759790610780287,4,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",77,18958.5084082577,11062.6187135347,17532.3156007514,18777.4298669791,3543.73017779722,3127.27767709663,1.02649444396975,15,64841.1685543532,40002.9217867109,65534.3220398728,36257.6691985409,-25515.6246333513,-25533.0258000248,1.79924126837838,30,16339.6130272975,15749.0259734182,11766.769226417,16565.1360925301,-88.4427491929153,-778.44548326945,1.59113371771751,9,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,21584.6957110257,21584.6957110257,NA,0,0,0,1,3,48768.6571763509,48636.8295767354,1925.75119697882,4139.05253839831,-170.170638334631,-214.608252694281,2.86891422978111,3,23956.4856920624,23514.564325767,13130.0213943532,24702.0360103835,7204.61390943453,7907.34506077169,2.44362946020161,4,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",17,47254.296527602,34464.8502774461,38937.6793398509,44873.1478968418,-17036.1321711247,-14300.9505144098,0.181355747433773,2,28072.6081224507,28072.6081224507,14142.0281014415,19999.8479405199,-7282.31764650417,-8790.2557480511,0.619838044163772,NA,NA,NA,NA,NA,NA,NA,NA,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,56758.7929819986,56758.7929819986,NA,-7.27595761418343e-12,0,0,1,1,20592.7593585482,20592.7593585482,NA,0,0,0,1,1,30889.1390378224,30889.1390378224,NA,0,0,0,NA,7,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",10,2112.60925843919,1944.99437594778,1758.44975923647,2535.50006219372,263.730831622177,383.990834473485,2.47583614494018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",24,6806.66777891107,5343.27335358642,6562.66088625086,10257.37836376,170.176204229166,-2841.58107892941,0.0532284554376676,16,7725.85516904995,3249.65673032099,8891.21375556227,10875.8659274376,-236.491023746238,-483.62530300012,0.671802110612898,44,9159.93931120139,4205.37560467567,11039.8758889835,8801.55379079599,5006.15329515725,2467.0537085607,0.611032691225769,27,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",9,7378.76320867969,6708.95319161621,7288.95927259555,9327.74411451289,-5286.4100085816,-5504.9421679454,0.22894495412844,3,4660.33635035786,2844.1660056114,3335.25439236297,5882.19884768413,1532.95485782427,1532.95485782427,1.15596330275229,8,9330.19071335953,5415.41003700908,8597.46574373939,10428.331894699,187.99352661556,326.013911717455,1.55291666666667,7,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,8222.38954346147,8222.38954346147,NA,0,0,0,1,4,17154.9325915146,18566.2604278351,8852.70177913173,14431.9953440561,-6989.5119742384,-3346.12378356956,0.264644334661365,4,13516.0022946009,3663.43578662884,15233.2444115956,24210.8454564927,-9396.7347410329,-5467.97934098088,0.910799896403648,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
