"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",1,6056.32929875685,6056.32929875685,NA,0,0,0,1,4,2717619.34147215,47532.9137031203,5143512.37551548,10083415.9367522,-2144294.90353006,-2048688.65266517,0.592415488748212,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",27,30486.4346765805,24466.9077040441,21627.503944383,22856.5827104238,11166.0200830446,9807.54333770857,3.61127827150325,17,7658.68468391486,11128.3538287116,18023.8528131627,23705.5168537008,5424.04587482173,1443.18024732721,0.994716978622254,28,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,59182.8317895923,59182.8317895923,Inf,0,0,0,1,7,11861.6406893696,6735.25305345236,12360.5291942135,27706.5789555704,-3669.19897108928,-2270.61886418256,0.275490797694948,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",1,8254.69080092063,8254.69080092063,NA,0,0,0,1,27,2578.67438168861,2569.84113749523,1938.21909821833,2388.7443597438,1354.85929036539,1248.01183969122,3.03431163847094,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",2,18001.6945020427,18001.6945020427,7568.69471977981,10703.7507221742,3537.65015068393,3326.84144067578,2.45173112305427,6,43382.6200939555,16727.7946730321,63761.1362751722,54701.9236048307,-29436.0333188876,-30472.1007644095,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",1,6783.65586555218,6783.65586555218,NA,0,0,0,1,4,5868.02613562248,7693.72176228102,4746.46371307101,8627.63885841985,315.43492471806,-761.279166158288,1.53075345399167,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",7,59603.597694176,61144.2277990857,41893.8501728848,52315.4046103132,17887.6133039933,34400.363269985,2.15131949073987,4,51924.1851813499,18584.3412310404,58151.9579170027,97032.0261849043,-2838.45718215415,-1390.73746441431,0.931683127603522,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",1,9271.856379234,9271.856379234,NA,0,0,0,1,8,17682.7989578877,12799.8893031012,18403.5006605527,25960.3669268267,-2836.92853610443,-1768.88933330652,1.94380904270556,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",17,46964.3137778053,41750.8375524853,38141.8144299544,47790.8436849766,-816.982728526466,-625.374458001967,1.83808006109207,36,23062.1563189498,17581.3101343745,24743.1201274755,32008.2141679589,1739.97485302636,2463.85765076441,0.991322020754304,51,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,26044.3436982831,18133.3810197384,24884.7986391437,45565.9908766459,-8046.7484218692,-5857.68153240562,2.31552212057832,5,52930.9994653251,30242.6145810565,64780.6196699175,118492.59612861,12285.2941000728,23155.4400759704,2.01412835528024,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",3,23640.6418956183,23858.693187721,10571.7520570265,12423.8860232468,-8697.87657192795,-5961.19508955902,0.284973196013053,3,27160.5001111592,3488.60696418908,41358.5345271953,71840.3642631642,20360.5204417032,20360.5204417032,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",37,39704.182968157,26581.6199143948,30244.7646481519,21994.0417104069,2289.47453472631,828.521289029452,0.755683421005342,84,18273.812253918,16061.8275072258,10952.0760623122,10896.9885438625,807.944943721203,1062.93662928352,1.24930547649957,28,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",37,41951.2707250955,27589.2574062068,42656.6885801974,40883.0585667683,-18861.2397125115,-10243.4768792842,2.38453176534724,94,18322.5472572261,15956.3142789741,13343.9586337025,15120.7813347326,-5171.64929061034,-7112.1453042047,1.18591350046142,46,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
