"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,2,20,2.92610026016233,2.76665899456361,0.355834977279725,0.430367219689877,0.257785851003268,0.287631065117796,6.16711931077879,39,2.8489875915282,2.78649387776071,0.399549781907269,0.436937040453785,0.0669127513582693,0.134719503913871,2.63319859266064,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,68,2.9803915326597,2.79717526824002,0.630002456376368,0.894338708480706,0.210819317202567,0.136753527123063,3.39887587372629,78,2.91926755897516,2.85238123864751,0.447860386162206,0.573223517860729,0.379361048927926,0.212267708931252,2.53375969130682,18,2.90313933913343,2.84254574502396,0.636564684628794,0.582905542951391,-0.00209679920640954,-0.0595475665396242,0.782762991255809,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,5,44,2.3330210415045,2.26294986881583,0.429045466813368,0.598750518552826,-0.0102624886730281,0.0611284724799221,2.10145557772864,86,2.50285075897454,2.36631225424149,0.683775791388697,0.612707134108829,0.350001381441047,0.714701204978979,0.987023121513966,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,31,3.47780777501259,3.54331731727613,0.365575305119865,0.500740504319943,0.0436755213635514,0.0775484773249414,0.923356837852458,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,4,59,2.77022817178794,2.68029278361284,0.483263830839569,0.70616976846634,0.0427869983530382,0.0303680533480675,2.00228159417316,19,2.7685921235599,2.73396318007428,0.28365313720088,0.282142362473859,0.135288832146013,0.264275644846364,1.00100400366003,8,2.81813703169084,2.84235688220108,0.444884167965113,0.834714784689115,0.17078379424601,0.203961437984172,0.930616628237632,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,32,2.87724327369689,2.89922316093189,0.479949898924536,0.776594299911554,0.17199716094054,0.138250706130875,2.13175877485069,56,3.3619910652302,3.14670625131323,0.724332689158243,1.24312756995178,-0.142659617110379,0.180537252186773,1.34874012763188,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,6,13,3.13661918153431,2.99999651527523,0.62394237383088,1.16889677848888,0.0883525052046348,0.108152155356559,4.07592431776036,NA,NA,NA,NA,NA,NA,NA,NA,7,3.47249356930072,3.50792943216597,0.903541546379225,1.542480319758,0.255720096366984,0.172891632902048,6.31797597995775,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,6,7.03791916783953,6.21926341597998,1.75968567450083,1.90054196716746,0.14360627329193,0.145105844095431,1,3,6.12232172890548,6.21303451502097,0.460586366505918,0.907674377378799,0.12669963090219,0.12669963090219,1.4,15,6.31064159534012,6.19585008686263,1.22829878519564,1.53826827259874,0.0337215551226574,0.0205463432258101,0.923076923076923,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,47,2.02651731496824,2.14242914980882,1.20930059672132,0.987261421304231,0.913777090588855,0.225676339339405,3.56145880634018,51,2.66771623037512,2.79794463824411,0.53400690710171,0.905976479694951,-0.142694537237136,0.121397689045528,1.87620893549138,48,2.54915617474912,2.4615709042451,0.560289606797333,0.62884229838938,0.366536378968066,0.306247816502279,0.784663920111684,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,5,2.40822978203521,1.9071846738995,1.05728910246292,1.68968548657169,0.101653868743769,0.117504637402018,1,7,3.02179710323169,2.42751606678472,1.32655154072721,2.69658472007583,1.16569756942203,1.27322924152307,0.7,3,3.95129211095558,3.87368492129605,2.12528131651418,4.19320002822105,0.203204818028866,0.18417774583545,1.01277642835153,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,4,2.67953962988576,2.62741040986874,1.15552715106118,2.44473637213387,0.285113651062595,0.178832241406718,13.5238531044982,15,2.43262934938452,2.34894364224327,0.400592214229267,0.523780847865437,0.164195568344181,0.0377423214749933,0.510091979270739,2,3.22519705835435,3.22519705835435,0.569925565139291,0.805996463763137,-0.206945037993238,-0.206945037993238,0.660714285714286,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,1,56,2.87209831411689,2.76847799729314,0.410074413713006,0.529966903574405,0.103889993908599,0.0726568199752348,1.16948067456762,43,3.06761007331256,3.04157162521401,0.622497647164897,0.924955352405274,0.248138440619649,0.208996162927656,3.24675324675325,22,2.68456110888104,2.54517643447939,0.364195032529467,0.657352527815544,-0.0373000660700436,0.00046382273284891,1.2999501047722,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,2,39,2.68838237394701,2.60492714821073,0.465876846265181,0.541425279070175,0.108538613684657,0.145324395235456,1.29392971615238,46,3.02384054892557,2.85907625905268,0.88940192873923,0.907293505471003,0.232253907443519,0.251387283112494,0.749386188081043,4,2.58916233414496,2.50664099897595,0.238956348170506,0.42508133482632,0.0870289498622873,0.0763868359375138,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
