"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",7,24668.2100165606,15070.4450425727,23079.6404062429,13292.1059222456,-7944.10453683729,-9080.18586458855,1.57593332114178,1,18284.7937824861,18284.7937824861,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",8,2427186.21083574,679969.89129911,3777791.36226972,4008270.49660797,-1095925.62139378,-1059990.0673418,0.764645123162982,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",19,11030.4498319188,8130.24822603237,9879.63352333481,17034.805806925,-1993.85194678721,-941.103390519957,0.610692805400678,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",7,6360.55852286556,6933.87566338579,4439.16841615861,8394.29925236731,-2028.73083538845,-195.894657920451,0.447340230857889,4,4978.44121843779,3887.58091091363,8369.66854821702,12207.6889896369,-940.095208514492,-1207.92023204576,0.896863771330707,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",14,7677.89540684496,8601.10504168643,3980.46133571479,5980.56047112488,-84.3972557401866,-89.1189402417324,0.865013158540938,2,17278.8864052979,17278.8864052979,3566.53783746989,5043.84618046673,-345.006476405023,-360.274727176195,0.893565952099522,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",4,43332.0257121974,43568.8911833061,3335.11362081708,0,-155.76028545257,-1194.37200034504,0.325783365487292,11,43930.9018236156,47001.6577987889,17044.1148760502,25683.7754954197,-7783.462234543,-7386.67688513533,0.860248943762116,10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,5035.61253561254,5035.61253561254,NA,0,0,0,1,1,10071.2250712251,10071.2250712251,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",13,11292.9103818434,10988.2023039524,11072.4657827085,18150.4809689412,1364.7100027986,3635.34217489692,0.795223468713716,1,27770.0137223703,27770.0137223703,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,18069.3975333184,18069.3975333184,4791.66489758464,6776.43748451129,-485.036627107327,-484.031248893664,0.859153874953201,3,26231.5515754472,21758.9718799892,19415.7176408151,28578.2618345294,13265.6503391423,14776.3863995746,12.1267335737737,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",3,3294.99905347581,3277.91123909217,329.570058479496,375.119028407428,178.696600305342,272.326194627685,0.522057974645175,6,12596.2746441012,9679.46459847316,12799.8557017366,9846.87449569499,5423.94920654871,4025.17603156901,1.31161363200027,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",14,28538.8161485431,19852.3674469544,18394.9895196096,18402.3433634123,4688.29885945193,1027.651446971,0.460972746078327,4,83906.5136692918,55430.4189554613,90948.0207391281,153887.850786604,51562.1377346596,29780.0456891172,1.2932958594886,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",10,14715.7564618756,12644.1307136153,9648.68501934888,16454.7906903318,2828.61394058351,4615.39202159824,0.900584670706406,2,48032.1129384399,48032.1129384399,14300.5611677848,20224.0475530273,-1233.17363128215,-1233.17363128215,0.891304347826087,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",12,2091.65981463353,2143.53869992222,1151.78380829386,600.19083597822,180.847217800998,470.829976659107,0.961069144046425,2,112999.15141805,112999.15141805,13270.8896817248,18767.8721726523,4380.36745323541,6148.09605655852,3.56767802716826,8,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",3,66703.9598205321,63437.3728429335,35195.8520662315,72601.947674613,33954.4102773369,32476.6896851914,1,8,59367.9998586847,65791.5603985714,25879.6493923754,34499.7333265988,-7153.47936123759,-6615.96043480047,0.64212885066853,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",11,3094.23863898634,2695.36879365957,2680.56935007312,5000.13034619859,-814.50622230531,-856.005393914201,0.827667597077649,1,368535.045226191,368535.045226191,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",56,6881.09831416647,5233.35630804083,4716.45130408758,3140.01378482449,3572.88689263776,4248.66945966757,1.14285714285714,8,32960.1584868334,27238.2419523718,21638.2539674462,20863.6471480561,-5941.70463916088,-7638.94720541934,0.48231511424401,14,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",1,20766.0041646399,20766.0041646399,NA,0,0,0,NA,7,31353.9578923299,26875.3804102744,25410.9148251524,38509.2182223413,17389.3690821837,50477.9230992725,1.79119253068979,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",1,4584.27712575297,4584.27712575297,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",4,19343.404954316,22568.6586934434,9716.39483588073,17056.0530088519,-1513.58802212449,-1273.70347365808,1.04306488766914,4,34312.1340004562,34344.7138806047,25314.1465937088,37907.8664546416,-20.740827708685,6342.43897757179,0.851802208958093,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",10,15362.2892244781,6761.38383144174,19314.8379128398,14150.9063267919,5073.52542299265,4031.95275340126,1,6,3092.12117563961,2007.5057164455,3187.63872710301,2369.25372290275,1713.86432815092,1427.54330097247,1.34268577872458,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",7,9983.50186390515,8054.93956951948,7562.73459742978,10618.8909150436,2748.45966423633,3114.75498522412,0.953617033849764,1,9189.4248303262,9189.4248303262,NA,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",3,59628.3323263568,18660.9230242037,87168.8887032675,159352.782544741,-37438.2783298338,-38119.606692074,0.679820016074169,8,22197.95304112,12134.4440518546,18911.5033378752,26920.5415270627,-4249.43904186222,-4852.69837574412,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
