"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,8195.62912968691,7848.27061404822,4441.00789442916,5755.96866185297,325.243400527099,602.551904011454,1.09289617486339,3,6349.70830855822,6133.45019944055,1445.22755837039,1159.96345114593,52.3941379510894,89.148142775991,3.37655093167891,2,2574.19709599534,2574.19709599534,203.504223654673,287.798433092647,0,0,1,1,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",34,61700.8961532082,57371.6644586105,34456.7871193348,58826.8689349803,3340.86798517329,5642.05507564298,0.52053930869053,10,69945.7243431443,51613.4796706586,52977.4436371727,91596.9311730221,-30795.7347249249,-24289.2967631921,0.293668923686409,44,38863.1897056929,37643.0515012328,21165.3161331667,25877.387412408,-193.545170370338,-688.276063319606,0.950408195096187,7,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",100,7455.7839186442,5968.72870213249,5305.67874722983,5354.80170731261,-699.35608941407,-369.345787935217,1.0402158778375,45,9186.52966360427,6887.92969990526,7993.96163865755,8462.09509240108,112.366614016274,-1265.14526174315,2.66666666666667,36,7849.3038490819,6206.10201814163,6066.56811721309,5065.27369637736,-1252.42543989341,-842.253423696064,0.238974477935978,11,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",1,29166.6666666667,29166.6666666667,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,29166.6666666667,29166.6666666667,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",1,8338.70786659005,8338.70786659005,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5,7482.32453895331,6166.1677840111,2715.06444289178,4725.26779106769,-745.367635000025,-2037.47289746279,1.13044448774808,6,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",3,11987.7193938732,11967.8929340378,3464.1387555636,4889.89948376556,848.022040485919,-132.083491802863,2.48494334119515,2,15404.6807673217,15404.6807673217,12824.8534762802,18137.0817216032,-6306.48173647786,-6605.48038009005,0.603826023868613,1,13483.9821350953,13483.9821350953,NA,0,0,0,NA,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,28490.0284900285,28490.0284900285,NA,0,0,0,1,1,9496.67616334283,9496.67616334283,NA,0,0,0,1,1,12088.7939221273,12088.7939221273,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,8665.53581354465,11684.2601789581,7365.80149680426,13776.3146929517,-6183.94628001078,-6133.97836987111,0.211257696652601,1,5590.38857105285,5590.38857105285,NA,0,0,0,1,1,1133.60657135238,1133.60657135238,NA,0,0,0,1,3,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",11,38146.4204946256,38595.754280718,15919.4066938609,24947.1058515288,2334.07418673394,9849.59557611849,0.770196464310954,87,26482.6480941134,17191.0726921377,27482.5076587522,35365.45529147,13880.7271359029,8708.86956187952,1.29047326331094,48,30431.8732524687,17335.2291626122,32392.5875897578,32713.0761649522,305.111637039775,-3034.10418932177,1.10525613130031,16,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,5216.94091378092,5216.94091378092,NA,0,0,0,1,3,5546.92719340519,4516.1738203713,2090.62835736183,3735.90054494463,679.144111468961,662.703605438521,1.16402540375368,5,19909.4409426526,16583.4397602821,14770.87472837,29375.9758639331,-10928.6695728098,-4650.75481741349,0.0997218416758226,8,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
