"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",3,0.0074492223631322,0.000417524708002429,0.0143654309503755,0.0263775494015865,-0.0044050263334501,-0.00510205832009126,0.640549009422447,4,0.121108732167548,0.0246250002631537,0.210451034124944,0.141862162668249,-0.0466086262938823,-0.0466086262938823,1.91666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",13,0.261887758872223,0.149269613125545,0.290064590747746,0.269805135676562,-0.0381800833530803,-0.0475361051834422,1.66666666666667,1,0.520833333333333,0.520833333333333,NA,0,0,0,1,1,3,0.456914834004462,0.330514895987295,0.404703026967258,0.644243177992149,-0.0229070134743774,-0.01407753327757,1.06037363102346,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,0.801283164689124,0.791678014782222,0.111224855055112,0.146626495024194,-0.0370001116470665,0.0236249959101986,2.96519449442369,1,0.540540540540541,0.540540540540541,NA,0,0,0,NA,3,1,0.434285714285714,0.434285714285714,NA,0,0,0,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",14,0.680204666087035,0.645321111354324,0.693732986163285,0.562264871921365,0.00732963909887956,0.0336938823924961,1.16155731960347,1,0.930232558139535,0.930232558139535,NA,0,0,0,1,0,1,0.520833333333333,0.520833333333333,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",9,0.453538390110597,0.280859117393893,0.333370512870154,0.570528124613229,-0.122793783802651,-0.0979030610087036,1.30520659107027,1,0.0369565217391304,0.0369565217391304,NA,0,0,0,1,2,5,0.472297468439889,0.482342668322465,0.218076434918369,0.478920967064497,0.149261180775975,0.124872267725865,0.171345341012013,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",5,-0.0503465180769437,-0.0495470170424542,0.109162344789787,0.122610722610723,-0.00160484956513772,0.0423996496227162,0.947838843555452,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,0.447761194029851,0.447761194029851,NA,0,0,0,1,4,0.227863237661507,0.223165325611647,0.239922058937267,0.4589347821015,-0.0433253087260198,-0.0118899562108616,4.05489758120382,3,1,0.032258064516129,0.032258064516129,NA,0,0,0,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",7,0.27681594790741,0.179765342756768,0.14244979077602,0.219913417219108,-0.0440256788450347,-0.0319722701498367,1.30986640539549,1,0.311203319502075,0.311203319502075,NA,0,0,0,1,9,1,0.36783320923306,0.36783320923306,NA,5.55111512312578e-17,0,0,NA,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",1,0.833333333333333,0.833333333333333,NA,0,0,0,1,4,0.851243472905221,0.885063293379969,0.275711687123942,0.304489264801562,0.0444065523943655,0.0496163599521392,0.912059502851982,3,2,0.623011598054631,0.623011598054631,0.05077469426512,0.0718062612550802,-0.00437843056433416,-0.00437843056433416,1.13888888888889,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",8,0.203806652192202,0.106573656818889,0.187386847115807,0.209194214876033,0.0952023631855075,0.129541158978407,0.633170168099435,2,0.208710187633134,0.208710187633134,0.0362382386032527,0.0512486085092322,0.0246603617654524,0.0216821036000598,0.461780987621257,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",3,0.27139558841576,0.337872569698494,0.237528839029405,0.464816211554577,0.035042349831455,0.0358759601033045,0.902388896768193,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0.43977714532059,0.386854234764344,0.223164857369161,0.150536418007623,0.110829969450628,0.10694540684924,1.26479167607674,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",7,0.266776361946314,0.17530952248591,0.261757544660741,0.523824122761344,-0.064268011904542,-0.0671128624684935,0.477961759678133,3,0.280314280769133,0.317706908716195,0.147664782474859,0.296300716216132,-0.136330293505632,-0.136736898746286,0.980605492789855,0,1,0.153406001605261,0.153406001605261,NA,0,0,0,1,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",26,0.502979980349408,0.527370016952987,0.266694243626964,0.318840579710145,-0.136855295222314,-0.128819958348446,0.541618067370508,25,1.00285387224561,0.814892449155715,0.99770728826093,1.29805120671899,0.150147514808217,0.083656652572086,0.688858811996113,3,6,0.419102330561324,0.440785077159958,0.438809366228414,0.853151152474755,-0.201613768772432,-0.121232990263019,14.6578383573703,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",1,0.244462215377122,0.244462215377122,NA,0,0,0,1,4,0.521654135365488,0.543515354545659,0.176110370972972,0.355957017566096,-0.01942127497349,-0.0111060147962814,1.0106009430351,1,2,0.533700977676337,0.533700977676337,0.341540859541096,0.483011715667582,-0.170994030928933,-0.159916040998051,2.73017127799737,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",5,0.15896244826219,0.148584905660377,0.0807569162237827,0.146007556780835,0.0257276169767634,0.0257276169767634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.816,0.816,NA,0,0,0,1,3,0.412055286484975,0.471133830484695,0.23984052040594,0.472301454218688,-0.015453024775415,-0.0157433818072896,1.11111111111111,2,1,0.380150562023223,0.380150562023223,NA,0,0,0,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",3,0.111376867328792,0.10911132762087,0.082446652559863,0.140957271511619,-0.018779813262844,-0.00857141947184553,0.928005955623596,1,1.08641391450566,1.08641391450566,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",2,0.126850553173499,0.126850553173499,0.0364861774648145,0.0515992470098923,0.00859987450164871,0.00859987450164871,0.75,3,0.538568013366394,0.532773356468686,0.178324403080627,0.217515468824369,-0.05535792878537,-0.0217743776676225,2.34074184389863,0,3,0.266028075765236,0.270422535211268,0.0246059770770529,0.0486197759167743,-0.00908431416068332,-0.00908431416068332,2.07547169811321,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",4,0.531275039411564,0.544872413573734,0.376937895491809,0.518317238396069,0.0316637727714188,0.0304920394207943,1,1,0.677260391372661,0.677260391372661,NA,0,0,0,1,0,4,0.345088324558522,0.266776521707111,0.314435245785499,0.315016878700774,-0.0212758779398684,-0.0216858044680298,2.23885566742122,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",1,0.265437788018433,0.265437788018433,NA,0,0,0,1,1,0.136195276008482,0.136195276008482,NA,0,0,0,1,6,3,0.240962741873579,0.302786677544058,0.211646585038948,0.347877718387859,0.0892337671711249,0.0906854699130745,5.26371865788568,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",13,0.364882130049543,0.365947638540396,0.176279478364853,0.215151515151515,0.0870463171279804,0.0840759352047958,0.336477920309319,89,0.373753633651199,0.297243932634615,0.213479050363589,0.31578947368421,0.0850483280641746,0.0893394201513319,0.355212002965914,0,10,-0.0295014328824593,0.178413993123629,0.484689011339463,0.988907849829353,0.172632303727774,-0.0116200773617774,1.03680190655587,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",21,0.346114255424209,0.375854642643491,0.362428410315074,0.404159737620103,0.042807243787603,0.0503991342005284,0.659748740083863,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.844604719963648,0.844604719963648,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,8,0.440672261543581,0.4773461971215,0.167706593086317,0.312146414865448,0.0102888375746135,0.014096142882723,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",2,0.520030816640986,0.520030816640986,0.102143699131339,0.144453004622496,-0.016050333846944,-0.0166676543795188,1.2,1,0.734693877551021,0.73469387755102,Inf,0,0,0,1,1,2,0.0797570517199773,0.0797570517199773,0.043068674081007,0,0.0109478499683764,0.0141128994753286,0.466013071895425,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Laos","Laos2012",8,0.124432078472681,-0.0357423404282444,0.965987640087055,1.07689620597083,0.284885813718216,0.126161073027125,1.7408531048954,1,0.134408602150538,0.134408602150538,NA,0,0,0,1,3,1,0.0509597418039749,0.0509597418039749,NA,0,0,0,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lithuania","Lithuania2013",7,0.453095723736565,0.44006805470348,0.207027406000355,0.133384341428811,-0.00605543932319055,0.0235241380240521,1.76237237166646,1,0.263979821382454,0.263979821382454,NA,0,0,0,1,0,2,0.588600737521767,0.588600737521767,0.1159958495804,0.164042903655591,-0.0773503519135903,-0.0647537777587861,3.60709383828987,"2013","Europe and Central Asia","Lithuania","High income"
