"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",12,7222.72459863898,4682.19242769015,7568.89173389353,9254.02888602639,-2592.80437297018,-1140.4136963816,0.118191372004655,1,54691.1182036799,54691.1182036799,NA,0,0,0,1,26,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",19,9381.02537330398,7928.42734277739,8098.62932516598,10072.9451582427,-1046.02812739204,-1410.80272552386,0.523162159542073,5,46284.7319257893,48843.7861216396,45818.8580926087,62962.1689758997,16984.1900557637,2869.58396583055,14.4091549295174,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",24,717101.894715876,26808.7142301975,1660532.22531905,177658.629028361,-294013.329932905,-326180.96822725,0.196591783458458,1,49.7599854745073,49.7599854745073,NA,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",8,29983.928492879,26844.0712979701,13615.673362125,19506.1728395062,5420.30674577213,5690.48118468291,1,2,89324.75769753,89324.75769753,72207.2004068803,102116.402116402,46081.8327179972,44250.4409171076,7.18502226232286,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",76,65606.2294024185,44419.6087439508,54402.1697545583,75230.0829619229,38775.0496607701,84542.5006335963,1.92307692307692,75,190573.886196357,144579.186559287,132454.64398624,209637.569295566,9550.69201026422,-4435.34814014417,0.221039863045713,23,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",11,20266.4677519124,12287.5042592262,20437.8003689776,22364.4753479078,6894.43530009095,26607.937522592,1.1975429081735,3,7536.73081693898,5949.25468908375,14297.5185525091,9776.92990952502,13383.7134732093,13357.6801600796,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",29,12958.4841785781,9321.033744379,8921.99338462054,10651.7697046128,1623.78696844395,1136.47617422363,1.66576475300704,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",13,60465.7753694352,36867.9245283019,53193.3500715001,41957.625,42387.8163553903,38165.2524963889,1.66666666666667,4,40611.1111111111,28650,25610.4633564747,50500,-7825.67049808429,-6912.28070175439,0.895833333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",107,6405.35678976559,4645.85612916136,6163.85211796077,4181.27051624523,3821.29992807278,2895.46628619833,0.64,31,41100.1351814192,40293.6145612481,30361.6113372514,47569.5268877174,-14694.6422603045,-13007.5630673649,1.46158436937667,28,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",7,38296.5045744835,35792.5592906628,13302.3439194269,20833.3333333333,110.234109194148,-2148.43668803963,2.05028084035277,11,92554.4630342355,50914.5298209285,86498.6304769851,66517.8571428571,19149.4423372659,17245.5104768784,0.997435895601908,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",3,64915.7848124293,43196.8742186192,34789.0828367388,49851.4544489891,10206.3768689938,2352.56078850784,1.0464395145837,6,82626.5803021851,81289.6580193781,32075.6627633782,30643.1567564212,-16574.8023035759,-10348.79152687,0.173768013909827,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",18,38854.341168691,43044.602163933,16367.1571422826,25000,-4014.40585878429,-3140.94728077346,0.861430843821043,6,50965.229910079,49708.8506904587,21147.730511641,35159.5006934813,20044.0035915182,22234.2856227765,0.981665074798589,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",3,7933.97979535799,6652.14609542344,7501.99922420656,4318.36708702239,6336.37659192606,8176.94952653736,1.5,4,115685.95240966,109707.594530943,55194.802681248,81613.0229103369,-17785.6899329177,-17785.6899329177,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,50383.2660223628,53767.0804537052,32339.8652370977,14229.8737354792,2559.23417093759,2554.47181877302,4.69707640491176,6,70585.2166184846,61353.1279197183,25925.2913843249,42896.2216782745,10262.3741356527,5786.05206988611,1.28204354436898,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
