"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",5,-1.86791882659508,-1.48104265402844,2.77721002432701,1.67697594501718,0.20444368481527,0.196309932058475,1.56752811401702,18,0.178952285322959,0.138220946053233,0.389110712606463,0.327107572974076,0.0431174952783163,0.162987375390485,1.8130945247093,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",6,5.29941310833839,1.99143743973515,7.44309413493154,13.8102560262267,-0.728692234119434,-0.894786923936646,1.10905321773829,21,1.20786124708225,0.755733786733232,1.38697619057682,1.29676621771098,-0.368847736230148,-0.45773535412903,0.68365246553616,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",9,0.0687216344573488,0.0124757891489797,0.111095645000228,0.12617658210231,-0.0316429150705728,-0.0270899163336992,0.260402707667695,95,0.0325524180305471,0.00503679050683179,0.0502881585766945,0.0383730414582401,0.0145268413628631,0.0152533652692493,0.662307074718445,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",8,0.941223670854808,0.976968716237134,0.280101207135754,0.311111111111111,-0.135810968837546,-0.140736395045991,0.539390772809443,22,0.775328871584589,0.694569130624726,0.371100874669169,0.375506563466151,0.00713580508941708,0.00634579291940871,0.937738743861413,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",299,1.50180728575579,0.985333478646536,1.40550048634291,1.70279953827289,-0.303769479135401,-0.127541892624104,0.579387235624961,243,1.34847358678659,0.839812769703986,1.58782112551104,1.55337393587206,0.101322501807642,-0.160655334969989,0.658962770435217,18,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",13,0.590329131091677,0.731957107759002,0.979550271695441,0.996183482244005,-0.726876691525233,-0.335246466155557,0.163111265336327,44,0.723948743287422,0.574755622221968,0.974003732410694,0.841738468021782,-0.00453446249475758,0.0163849338853907,1.1742936317549,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",2,0.716844235259154,0.716844235259154,0.562707525995934,0.795788614912861,0.175851536663411,0.182368224250864,0.707658536092489,44,0.611730248910143,0.543074606025234,0.377691112440248,0.459501557632399,0.0610074668581879,0.0537799292209653,0.788545277813209,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",9,1.039908911529,0.995107632093933,0.315465524579721,0.389045371479569,-0.0358307557118343,-0.0218154059527746,0.393333333333333,24,1.04325093067202,0.920683695025927,0.497173519967641,0.558266321384762,-0.040032126424725,-0.04925937324087,1.53846153846154,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",295,1.45826032180898,1.04947277567107,1.47522136175755,1.45967904550399,-0.0569244368737743,-0.055522714511611,0.951542624098154,721,1.54074992538401,1.01010101010101,1.56500252760211,1.63083918974783,1.5660694714664,0.487416097147432,0.733863999386425,89,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",22,0.7552556749768,0.74560301287867,0.279553978771392,0.23305776134015,-0.0165839399539589,0.0108571539192814,0.350696567487134,13,0.786685088909958,0.77866295415082,0.138624022378932,0.120082155177571,0.00300590408393731,0.00623614362512264,0.69162286510458,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
