"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,1,42,2.83588977773948,2.71791296325023,0.40153096836362,0.330610478979677,0.043026383452027,0.10296053322263,2.77426878461392,18,2.9425165954411,3.0105277204152,0.327356540391418,0.430871430163091,0.215798820380975,0.223639341889805,0.812935421383269,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,33,2.59499902575006,2.53623692602157,0.31927666450822,0.36455368854522,-0.131766396266453,-0.150241913006061,1.19952323136348,130,3.09544796595319,3.04284190613313,0.569020480765984,0.689551087093317,0.148233899583458,0.0880772375923659,1.09973895720895,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,6,110,2.41188108131167,2.33067630842511,0.557598756970009,0.468967785894568,0.219932446196931,0.905119582041104,1.08743915149508,19,2.451493038247,2.37590572525945,0.58312132323063,0.682664539853789,0.434676486578525,0.496472594905078,1.11914986999196,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,30,3.55004324121906,3.66627504520124,0.374213493352516,0.259206492379352,-0.0344262466471021,0.0953158780850865,0.234398962853126,5,3.50786451695005,3.52760112041688,0.0883225484503627,0.128416186463237,-0.0273875522257607,-0.028573602234605,0.987148830787241,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",5,2.40783321494854,2.57973777179061,0.462113015503065,0.412163813175885,-0.135770007380581,-0.120006020894425,0.406023939215825,3,52,2.83796032191851,2.75986842226071,0.480940844283262,0.72999294134908,0.102273065232821,0.160893869063727,3.08277317842866,30,2.71505381896641,2.64145959272462,0.278259560834032,0.310598679644588,0.148006471548929,0.120478157124416,0.512912347960877,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,50,2.98367739481415,2.92693775678728,0.612890869554169,0.776594299911554,0.104194970549174,0.0445369652756228,2.21737822755376,38,3.10353853811761,3.03505624003814,0.299871688767968,0.2971376418127,0.106117222884611,0.215111018677438,1.76600852070549,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,1,25,3.19229441964273,2.99149093962786,0.632192615083336,1.16889677848888,0.0870676087902429,0.0157330846111153,5.33138674078537,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,24,6.47027546696273,6.20532036105818,1.31697213384608,1.15341211767181,0.0529816534993553,0.0488390543526334,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,4,99,2.5533562430386,2.44711761345227,0.514860658816467,0.622971833294597,-0.10691817168662,0.0251360393628602,0.454545454545455,44,2.65110841982905,2.75940726193202,0.779989097763292,0.795852177321322,0.556459854810524,0.0739630152186335,4.21920057938256,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,10,2.77138675279585,1.98175672840488,1.43405858313392,1.63341343978229,1.08760217638398,1.15206248607718,1,5,3.27314322873566,3.10746202327374,1.39801348502433,2.62661800058202,-0.119029848755684,-0.087108703060775,0.7,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,13,2.24672990783239,2.28736899758981,0.433158592136929,0.548768286270358,0.0503748389385476,-0.0475441027302006,0.933465053212433,8,3.08205440331418,3.07834009421947,0.638893931694161,1.08503041287929,-0.153791333004709,-0.119998747598743,0.224093947428286,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
