"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,2,58,1.69137635624848,1.67002917009451,0.357417128502426,0.323577347780539,0.0238070579062541,0.0267870195691669,1.44343417749063,8,1.8876548107103,1.72668364153174,0.695169342030525,0.610260286583067,0.162586633608567,0.101775328870131,1.91236915021439,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,24,0.0378737016412321,0.0844648697112485,0.253536566767017,0.419431226474338,0.0146161445609377,0.0073106900154806,0.251496735726096,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,5,80,0.384581424217831,0.305565036634816,0.620609675871898,0.617756704800105,-0.272292856655499,-0.14502969330262,0.373016666024292,48,0.202751078314429,-0.14403653216758,0.766992236409277,0.687296622743927,-0.0299847816142605,-0.202073993422026,0.612884523509436,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,15,1.91263178691799,1.85777290506957,0.470227128295045,0.480575416335462,0.0424996980883421,0.0187556233046088,1.17138648152057,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,6,108,0.408989417290058,0.224278420128668,0.541593833504631,0.50232123468332,-0.310843754702045,-0.62075868531233,0.614625032092323,2,0.413104709357784,0.413104709357784,0.115457572908546,0.163281665485947,-0.0135800790294811,-0.0148437877714497,0.78668172492075,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,16,-0.450914334798487,-0.582480728172486,0.321228848775213,0.556130458529207,-0.0419131596672488,-0.150207521497512,1.36356457835987,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,4,292,0.325345441057394,0.214030301554096,0.526211850235064,0.617287822797717,-0.166480446416027,-0.159434997383693,0.703224541203176,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,1,15,0.356577092172617,0.0766595154554612,0.540244243783953,0.561752783144751,0.396528305787025,0.3931062186014,1.40739734442489,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,82,0.104240922652784,0.00326435669488828,0.560172907494425,0.648040418861306,-0.209498416332032,-0.114141857194566,0.374510101349121,11,0.482027151736699,0.190623354692112,1.02617596233905,1.06375295129429,0.280276385756183,0.38140636199494,0.200422297765195,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,1,17,-0.0453745660793788,-0.233701042419281,0.452816131537369,0.296430874062913,-0.0239060029626248,-0.0609222265938109,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,19,0.245594375349218,0.107432869683871,0.517975525819262,0.759907552107711,-0.392423474257769,-0.355920979619382,0.0818222386322393,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,4,28,1.76463583819381,1.73191005587233,0.306024084287715,0.25518844453401,0.105072920505009,0.0866812692194878,0.460122154175317,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,0,65,1.82710545770287,1.73470253277064,0.361520115811129,0.585599031128002,0.00638936338230392,0.0172605385770364,1.10365820685157,23,1.83274379545958,1.84198416477236,0.213229446397935,0.243142664547626,0.0605390598302525,0.0331521855108315,5.88343340521747,"2014","Europe and Central Asia","Sweden","High income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,1,24,1.61650602765268,1.31281386141532,1.17879601403713,1.86198756136704,-0.350049172247333,-0.303741639540319,0.25938293063023,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,20,-0.254588447019142,-0.544024990581164,0.746387987287472,0.682152976068291,-0.142240834835551,-0.225758135666448,1.00195783116166,2,-0.239361502898826,-0.239361502898826,0.0963830016169347,0.136306148068897,-0.0455468110267598,-0.0538757066897207,0.638784451118067,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
