"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",14,0.422057340023086,0.408077571118863,0.207099579380907,0.228454168329343,-0.0057251548189118,-0.110678720784169,0.756544731951108,14,0.422057340023086,0.408077571118863,0.207099579380907,0.228454168329343,-0.0057251548189118,-0.110678720784169,0.756544731951108,14,0.422057340023086,0.408077571118863,0.207099579380907,0.228454168329343,-0.0057251548189118,-0.110678720784169,0.756544731951108,-25,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",9,0.636345803800393,0.563461009157671,0.470961982781271,0.517356071601355,0.0807955946376154,0.0597250185804323,1,NA,NA,NA,NA,NA,NA,NA,NA,9,0.636345803800393,0.563461009157671,0.470961982781271,0.517356071601355,0.0807955946376154,0.0597250185804323,1,-4,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",51,0.628063774411694,0.348450740540837,0.614324923816174,0.89840178299299,0.10787815484157,0.150792208924919,1.71022060741922,51,0.628063774411694,0.348450740540837,0.614324923816174,0.89840178299299,0.10787815484157,0.150792208924919,1.71022060741922,51,0.628063774411694,0.348450740540837,0.614324923816174,0.89840178299299,0.10787815484157,0.150792208924919,1.71022060741922,-99,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",5,0.736186742547581,0.773734647916487,0.312325781960755,0.474854457459494,-0.257955044792851,-0.320081140023006,1.00968371747823,5,0.736186742547581,0.773734647916487,0.312325781960755,0.474854457459494,-0.257955044792851,-0.320081140023006,1.00968371747823,5,0.736186742547581,0.773734647916487,0.312325781960755,0.474854457459494,-0.257955044792851,-0.320081140023006,1.00968371747823,-10,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",8,1.23330781897065,0.407575693238845,1.56339361224027,3.19357256628877,-0.346076195763099,-0.136125197424931,1.8511122295905,NA,NA,NA,NA,NA,NA,NA,NA,8,1.23330781897065,0.407575693238845,1.56339361224027,3.19357256628877,-0.346076195763099,-0.136125197424931,1.8511122295905,-8,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",7,0.520462966103034,0.531888139301776,0.26473444711773,0.354443752200883,0.0564655596549185,0.0574889034922741,0.8,NA,NA,NA,NA,NA,NA,NA,NA,7,0.520462966103034,0.531888139301776,0.26473444711773,0.354443752200883,0.0564655596549185,0.0574889034922741,0.8,-7,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",12,0.63812954122311,0.365664935727799,0.787850657834,0.720753345856683,0.0212960368655264,-0.0776932297296661,0.860838918830139,12,0.63812954122311,0.365664935727799,0.787850657834,0.720753345856683,0.0212960368655264,-0.0776932297296661,0.860838918830139,12,0.63812954122311,0.365664935727799,0.787850657834,0.720753345856683,0.0212960368655264,-0.0776932297296661,0.860838918830139,-24,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",9,0.566566825264186,0.485568152034109,0.323038464940868,0.480769620831132,0.141206048822131,0.104686036821865,0.331427523131984,9,0.566566825264186,0.485568152034109,0.323038464940868,0.480769620831132,0.141206048822131,0.104686036821865,0.331427523131984,9,0.566566825264186,0.485568152034109,0.323038464940868,0.480769620831132,0.141206048822131,0.104686036821865,0.331427523131984,-18,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burundi","Burundi2014",11,1.01236226965104,1.07233827070048,0.659849216911045,1.28548306815577,0.200722746564506,0.209722185801216,0.420221804092873,NA,NA,NA,NA,NA,NA,NA,NA,11,1.01236226965104,1.07233827070048,0.659849216911045,1.28548306815577,0.200722746564506,0.209722185801216,0.420221804092873,-11,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",7,0.672231370065495,0.805192220082283,0.38476685618606,0.631466276567317,-0.164117104945382,-0.165872310252021,0.894214855242881,7,0.672231370065495,0.805192220082283,0.38476685618606,0.631466276567317,-0.164117104945382,-0.165872310252021,0.894214855242881,7,0.672231370065495,0.805192220082283,0.38476685618606,0.631466276567317,-0.164117104945382,-0.165872310252021,0.894214855242881,-10,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",20,1.12645307114095,1.00481900101828,0.875022535359808,0.663825390675449,0.176490963443551,0.0719319590331369,0.127193063790626,20,1.12645307114095,1.00481900101828,0.875022535359808,0.663825390675449,0.176490963443551,0.0719319590331369,0.127193063790626,20,1.12645307114095,1.00481900101828,0.875022535359808,0.663825390675449,0.176490963443551,0.0719319590331369,0.127193063790626,-36,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",22,0.983533864628268,0.514943786424888,0.982783790700666,1.53079710144928,-0.463752185313205,-0.476801547539432,2.95327960170873,22,0.983533864628268,0.514943786424888,0.982783790700666,1.53079710144928,-0.463752185313205,-0.476801547539432,2.95327960170873,22,0.983533864628268,0.514943786424888,0.982783790700666,1.53079710144928,-0.463752185313205,-0.476801547539432,2.95327960170873,-43,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",12,0.729971585400128,0.857814561702379,0.293533691547233,0.2888040937179,0.015855500521818,-0.0785002888563936,0.722997824819583,12,0.729971585400128,0.857814561702379,0.293533691547233,0.2888040937179,0.015855500521818,-0.0785002888563936,0.722997824819583,12,0.729971585400128,0.857814561702379,0.293533691547233,0.2888040937179,0.015855500521818,-0.0785002888563936,0.722997824819583,-22,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",12,0.925167189751098,0.434310848601377,1.10732068616221,2.17351398601399,0.0282485954577458,-0.0636489564369323,0.103915229910864,12,0.925167189751098,0.434310848601377,1.10732068616221,2.17351398601399,0.0282485954577458,-0.0636489564369323,0.103915229910864,12,0.925167189751098,0.434310848601377,1.10732068616221,2.17351398601399,0.0282485954577458,-0.0636489564369323,0.103915229910864,-24,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",7,0.458461912372988,0.33812488864095,0.487914805713243,0.49476151712494,-0.0585005601484207,-0.0502514900605496,0.834366575077355,NA,NA,NA,NA,NA,NA,NA,NA,7,0.458461912372988,0.33812488864095,0.487914805713243,0.49476151712494,-0.0585005601484207,-0.0502514900605496,0.834366575077355,-6,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",13,1.13426321151769,1.2314015021182,0.501724350529333,0.389784946236559,-0.0123556538874385,0.039278618943297,0.323737159093552,13,1.13426321151769,1.2314015021182,0.501724350529333,0.389784946236559,-0.0123556538874385,0.039278618943297,0.323737159093552,13,1.13426321151769,1.2314015021182,0.501724350529333,0.389784946236559,-0.0123556538874385,0.039278618943297,0.323737159093552,-26,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",5,0.245931539659806,0.137869363193234,0.277181448293913,0.216585827190411,-0.101700250920714,-0.109384454418861,1.22106515350942,5,0.245931539659806,0.137869363193234,0.277181448293913,0.216585827190411,-0.101700250920714,-0.109384454418861,1.22106515350942,5,0.245931539659806,0.137869363193234,0.277181448293913,0.216585827190411,-0.101700250920714,-0.109384454418861,1.22106515350942,-10,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
