"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,0.325635970527293,0.314027907697748,0.174200175576904,0.272381723538719,-0.0845516480006407,-0.0227886197155061,2.94390877140868,1,0.19638593444758,0.19638593444758,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",11,0.296012343181651,0.387084398605053,0.26039527909954,0.495,-0.227644222830727,-0.160812659303314,1.12037003553964,8,0.252420011468435,0.295709205880634,0.147165392964164,0.213333333333333,-0.191905428767396,-0.157272197286282,1.16744814940043,0,2,0.0858765240818428,0.0858765240818428,0.113931894937693,0.161124031007752,0.0497287184085767,0.0512667371388302,0.628719970309273,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",59,0.180087081213953,0.155196131336041,0.0920540324924358,0.064285714285714,-0.022682858836959,-0.0342688415294369,8.08399256340878,1,0.315789473684211,0.315789473684211,NA,0,0,0,1,25,1,0.025,0.025,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",3,0.305300209681814,0.273645910437115,0.160459235743736,0.0859259259259259,-0.0475061120061803,-0.0772347781444811,3.70540119607092,1,0.097734269814406,0.097734269814406,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",34,0.203149589036208,0.229287203919836,0.15157596377329,0.242057682349791,-0.0871008755789028,-0.0654783544806291,1.03337990415553,74,0.136862615564419,0.119805170264335,0.0901812754150766,0.085,0.00368955895318924,-0.0037057106347632,0.333662468446296,2,16,0.244789529020519,0.174621989313105,0.169514898520963,0.281481481481481,-0.056380651245821,-0.0469978196440382,0.888157180355191,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",3,0.183459296840751,0.177777777777778,0.011954242919847,0.022222222222222,0.00565210152307778,0.00597947344935298,0.515483063474863,1,0.325217391304348,0.325217391304348,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",1,0.1,0.1,NA,0,0,0,1,4,0.0299667507613038,0.0239961759082218,0.0139797527114653,0.025945945945946,0.00426604415804195,0.0036501358291527,0.631578947368421,7,4,0.145742861050196,0.120301734249851,0.103255937422246,0.189593495934959,-0.0192601387025713,-0.0179787823777744,0.944217685777314,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",231,0.126889597853967,0.12,0.0786968292811951,0.108020257826888,0.0095660666254739,0.0292498108642856,0.701889844296951,152,0.122578572358582,0.12,0.0796325631817881,0.085,0.00779726667139537,0.00302246448252109,1.38467556654943,4,138,0.122023835516323,0.1,0.0889055693902783,0.110303030303031,-0.0151605024726634,-0.000350508465387437,0.777779854696557,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",2,0.0427383538743303,0.0427383538743304,0.0249170960989545,0.0352380952380952,-0.00254943615628765,-0.00310924369747899,1.29102002044733,3,0.0448255409098128,0.0371246867442549,0.0343810316683179,0.016875,0.000849076519864687,0.00202083333333333,0.923608306032927,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",8,0.16214851527864,0.184841143505768,0.0985190248733861,0.118547535211268,0.0616389748204873,0.070571369981343,0.1941468290048,3,0.329141512773438,0.316605096015478,0.19906141582075,0.375,-0.0720335296169189,-0.0625,1.77555058898927,0,1,0.0252852777235455,0.0252852777235455,NA,0,0,0,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Pakistan","Pakistan2013",3,0.00601975148407452,0.00528487695811084,0.0022675902973822,0.00401960784313725,0.00272617394786131,0.00245592966213954,NA,1,0.416666666666667,0.416666666666667,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",5,0.306531850988391,0.146094334905516,0.341005433119169,0.662910651340996,-0.126561558516305,-0.0895849003504462,2.11516032829941,1,0.0260039655172414,0.0260039655172414,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",7,0.138109278682202,0.149322816639598,0.0572912184899777,0.059873417721519,-0.0173991694166723,-0.00954959642824195,1.16584840204849,2,0.0789239740516902,0.0789239740516902,0.0770403975043265,0.108951575001233,0.0426206922348513,0.0457863980833402,0.579939564688738,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",1,0.125,0.125,NA,0,0,0,1,3,0.00930645878448837,0.00977656443329078,0.0108383775807222,0,-0.000465610496414656,-0.000366632551568711,1.46367815366566,3,3,0.0536759081473581,0.0494715041936828,0.00773664390639327,0.012,-0.00456682393533803,-0.0033446161907257,5.48780364538682,"2012","Europe and Central Asia","Russian Federation","High income"
