"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,14.049294627046,14.049294627046,19.7292767431026,27.9014107459078,-3.38198918132216,-3.38198918132216,1.32,6,0.651792875619182,0.655585604423034,0.19673991620011,0.222188755583271,-0.0920062810421608,-0.222399092343077,0.767299869051373,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",1,0.488372093023256,0.488372093023256,NA,0,0,0,1,9,0.318599129663354,0.325998604865454,0.150675619570377,0.237574447974674,-0.0104079842492695,0.0407512655367117,1.09653346131433,1,1,0.588235294117647,0.588235294117647,NA,0,0,0,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,0.149700598802395,0.149700598802395,NA,0,0,0,1,1,0.165847665847666,0.165847665847666,NA,0,0,0,1,8,1,0.752834467120181,0.752834467120182,Inf,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.420495005167407,0.425898607516809,0.056145112408758,0.0808912662640684,-0.000708265170227417,-0.00577007367151489,2.2210622236223,1,1,0.546448087431694,0.546448087431694,NA,0,0,0,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,0.430372238804448,0.349424943300664,0.257129576731592,0.458101257488972,-0.116247292221369,-0.0248915906268619,11.0456694584754,8,0.313885265337415,0.286386670947212,0.178318838957907,0.239156268568033,-0.0181449539613262,-0.0190291007100447,1.11468461540885,2,71,0.231655339122414,0.21678257080994,0.119405552698736,0.104877613006968,-0.0135667977779772,-0.0270677536588277,0.845377307259142,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",16,0.211739843270066,0.312519179295557,0.291420202391149,0.378028057747794,-0.0855954462265974,-0.11894260768775,1.32946423568454,12,0.181064147816648,0.103396148242945,0.194588141825507,0.298576227803551,0.0423441299635924,0.0170862252695934,0.67601975251725,4,1,0.5,0.5,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",211,0.374108578002899,0.341171726583368,0.254714309905005,0.377800937988536,-0.0249990145315248,0.0281288182172965,0.75,67,0.332273412739861,0.308823189960291,0.187934191955168,0.246419406680391,-0.0560685492225636,-0.0620983117715342,1.03495719321709,5,112,0.343464032401167,0.328172036194878,0.176746768129896,0.256756756756757,0.00380940260802727,-0.0140381322714902,1.08217947827436,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,2,0.179776519972309,0.179776519972309,0.0399325162933851,0,0.0218233127620445,0.0211774147956712,0.258073899950511,2,1,0.363636363636363,0.363636363636363,NA,0,0,0,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,0.334448160535117,0.334448160535117,NA,0,0,0,1,3,0.540064102077375,0.545774155218037,0.0441575060572321,0.0617283950617286,-0.00728179097049881,-0.0090894562307723,1.71948622848927,2,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",2,0.0338051206623496,0.0338051206623496,0.0114472745998276,0.0161888909912853,0.00479129987216392,0.00572533949691796,0.670548497022012,1,0.034624145785877,0.034624145785877,NA,0,0,0,1,3,1,0.0731707317073171,0.0731707317073171,NA,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",6,0.233102170252102,0.222520015111648,0.120093218757921,0.195713362638308,0.0094124969816903,0.0247560048342276,6.53645862889072,1,0.271923861318831,0.271923861318831,NA,0,0,0,1,9,2,0.767885048379026,0.767885048379026,0.290976401883608,0.411502773874323,0.0482627405846784,0.0685837956457205,0.859884494073832,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.226582759220951,0.130782041388492,0.206186687187292,0.205854547782887,-0.0633739500831186,-0.0675798870802998,NA,0,3,0.229738289176893,0.20552143320435,0.242558470291905,0.352035926504012,-0.0295985642633712,-0.0235536806250198,1.17462300110616,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",1,9.67741935483871,9.67741935483871,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,-0.0011070110701107,-0.0011070110701107,NA,0,0,0,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",3,0.339566605185359,0.336906094910753,0.194356093962877,0.386890443296567,0.0102600090414676,0.00985410332710896,1.07692307692308,7,0.428961060421245,0.436133018303609,0.202016310884763,0.203115789264656,-0.093210436774529,-0.118475959632204,0.538923696041748,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",14,0.212732334344271,0.236896961050708,0.571989781444277,0.591386055886088,0.0606402026575767,0.0516612304673902,2.98975550485146,46,0.261171214021933,0.162617979648671,0.25915331501573,0.365765679472969,-0.015038344976044,-0.0157890720079942,1.84227997992473,2,15,0.575293940192631,0.416313271260834,0.678524138218901,0.780553217621735,-0.130735529465697,-0.132802845002504,0.612928947419588,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",31,0.649513466609973,0.685861171771138,0.387558870648119,0.640323531889797,-0.0967253319207234,-0.11765420298378,1.96408361126177,5,0.774028384107718,0.89807594736889,0.292479926743341,0.318336506476193,-0.159405496840601,-0.0824816226523368,1.36567723673327,0,8,0.404164717518822,0.289424514702619,0.524287301932112,0.419857933629294,0.0685712335637772,-0.0849018646702099,0.126492426736016,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.261775142695904,0.190332641688441,0.228594651452647,0.17535178522383,-0.0795745716332441,-0.0299987318984086,12.1769334283534,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",3,0.603535516846173,0.583847988800649,0.0675331533597381,0.105523795184318,-0.0287165012659226,-0.0204858144029535,1.90351350443057,7,0.406267981150579,0.397701995826764,0.177956075606009,0.194096214816202,-0.119268905483208,-0.116242664897722,0.790674276179808,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",1,2.10994310689122,2.10994310689122,NA,0,0,0,1,8,0.393554010034451,0.332692785705882,0.308228776320041,0.220358588779641,-0.0997841377354316,-0.120253912258867,1.52545042914372,0,1,1.41932243730416,1.41932243730416,NA,0,0,0,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",1,0.0256060606060606,0.0256060606060606,NA,0,0,0,1,9,0.422060224530949,0.472149215315634,0.241948273784749,0.418303730469744,-0.129964951637623,0.0233762518427301,1.21907055760465,0,1,0.154639175257732,0.154639175257732,NA,0,0,0,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
