"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,20,9,0.181847749964861,0.172778012766104,0.0422050631038757,0,0.0104772359460665,0.00549176263847104,0.88146187292227,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,3,0.148218109410478,0.347008383385266,0.969807563856348,1.70962879714892,0.3633356363454,0.2636921368149,1.72543877009986,31,-0.933968475798669,-0.961039863252442,0.724170156163386,0.907734397653641,0.752627763011425,0.828773323444621,1.55906100904582,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,29,-4.03840768179489,-4.25813816798479,0.843483505140218,0.697530986575376,0.212095228460962,0.214227006324757,0.641760863155531,38,-4.30017035746019,-4.39451846009033,0.803566260686487,0.764181267208446,0.284739183572333,0.2356544982767,1.71983917379936,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,39,2.04173912573991,1.90498802353883,0.661220543481267,0.791123534822445,0.569269143812347,0.548831454244751,1.01993821004978,68,1.8078435949338,1.83637230226731,0.594560456558499,0.728506527364356,0.269905406605452,0.449715330117095,1.24376560707915,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,6,29,-3.16903551688841,-3.02249033638729,0.888940186731757,0.962977497619145,0.654897683599097,0.473517414097604,2.12554701502131,8,-2.61352774390203,-2.61429861806348,0.177767960874498,0,-0.0562256285777595,-0.108026706053342,0.352136055624171,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,18,1.17710583946392,1.30291866360028,0.607660788115445,0.585341227586996,0.378925828150503,0.0665922204302907,2.31134373596409,63,1.50383291444789,1.56256455052211,0.770006369411637,1.02673111396613,0.0766154367551381,0.0492095075307182,0.961206446065122,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,10,3.35003982146031,3.52848026932438,1.66713016610239,2.47835672525781,0.722015710524043,0.581664408620203,3.51466016557728,5,2.57576223227475,2.45949034694857,0.808365884091117,1.31247402233138,-0.248540177018254,-0.26051198638972,2.50418989360602,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,21,0.399239852455207,0.447478469940978,1.06446766237569,0.868447567331037,0.694998992095119,0.901990183122001,0.728355485097452,196,-0.168917344763771,-0.288417515937073,0.876198961629243,1.10326440005388,0.312459355363211,0.434031361046645,1.46678568314008,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,11,-4.45354872745065,-4.95997442656439,1.24781240858481,2.46681985120654,0.513437320839803,0.174167527459176,1.56167829521354,52,-4.64846714617248,-4.79278105109161,0.967228761540731,1.3563874558797,0.291385519360696,0.454261103215229,1.16489192609088,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,-2.41554520075521,-2.37277834630516,0.903373895794325,1.10316327143938,0.292369640328663,0.377128097051509,0.915561141532717,"2011","Middle East and North Africa","Iraq","Upper middle income"
