"countryOnly","country","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",5,0.888006955332816,0.131763987646341,2.34596840108874,0.180395203530882,-0.353609333978097,-0.541485523773515,0.901792024230187,5,0.888006955332816,0.131763987646341,2.34596840108874,0.180395203530882,-0.353609333978097,-0.541485523773515,0.901792024230187,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",6,0.358303615512759,0.277799856518353,0.292996442954419,0.21010101010101,0.0148365755476869,0.0486653209379158,0.112611060197016,6,0.358303615512759,0.277799856518353,0.292996442954419,0.21010101010101,0.0148365755476869,0.0486653209379158,0.112611060197016,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",23,0.0276419907214077,0.00195561091215711,0.0686401899249391,0.0162453630100689,-0.00124801963127556,0.0036921945450892,0.668576420299277,23,0.0276419907214077,0.00195561091215711,0.0686401899249391,0.0162453630100689,-0.00124801963127556,0.0036921945450892,0.668576420299277,-43,23,0.0276419907214077,0.00195561091215711,0.0686401899249391,0.0162453630100689,-0.00124801963127556,0.0036921945450892,0.668576420299277,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,10,0.341455180944968,0.324561403508772,0.123852362627181,0.05,-0.00434738365931724,-0.00426825250901499,1,-10,10,0.341455180944968,0.324561403508772,0.123852362627181,0.05,-0.00434738365931724,-0.00426825250901499,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",129,0.518789604323825,0.621006740117322,0.23452942994109,0.3,-0.13652150829348,-0.077244216662091,0.283494606169599,129,0.518789604323825,0.621006740117322,0.23452942994109,0.3,-0.13652150829348,-0.077244216662091,0.283494606169599,-244,129,0.518789604323825,0.621006740117322,0.23452942994109,0.3,-0.13652150829348,-0.077244216662091,0.283494606169599,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",12,0.457133399886645,0.407565084120061,0.256409933242363,0.433547932101136,0.093988950944304,0.0327835975249968,0.367082008032202,12,0.457133399886645,0.407565084120061,0.256409933242363,0.433547932101136,0.093988950944304,0.0327835975249968,0.367082008032202,-23,12,0.457133399886645,0.407565084120061,0.256409933242363,0.433547932101136,0.093988950944304,0.0327835975249968,0.367082008032202,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",20,0.371317595583647,0.429226660544093,0.17060178542826,0.19524126984127,0.0258484428058061,0.0388295852530003,0.535604845979087,20,0.371317595583647,0.429226660544093,0.17060178542826,0.19524126984127,0.0258484428058061,0.0388295852530003,0.535604845979087,-37,20,0.371317595583647,0.429226660544093,0.17060178542826,0.19524126984127,0.0258484428058061,0.0388295852530003,0.535604845979087,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",18,0.476931104803829,0.480392156862745,0.0910993893774067,0.155328798185941,0.0203936520187167,0.0163248307398429,0.135135135135135,18,0.476931104803829,0.480392156862745,0.0910993893774067,0.155328798185941,0.0203936520187167,0.0163248307398429,0.135135135135135,-36,18,0.476931104803829,0.480392156862745,0.0910993893774067,0.155328798185941,0.0203936520187167,0.0163248307398429,0.135135135135135,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",150,0.521647633832239,0.549461092040095,0.233718157705011,0.311546840958606,0.0412192888736661,0.0182304283060661,0.909090909090909,150,0.521647633832239,0.549461092040095,0.233718157705011,0.311546840958606,0.0412192888736661,0.0182304283060661,0.909090909090909,-298,150,0.521647633832239,0.549461092040095,0.233718157705011,0.311546840958606,0.0412192888736661,0.0182304283060661,0.909090909090909,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",18,0.442736274206789,0.406491140025875,0.155156575556274,0.028571428571429,0.035431146016412,0.0127053306526991,0.189973697769949,18,0.442736274206789,0.406491140025875,0.155156575556274,0.028571428571429,0.035431146016412,0.0127053306526991,0.189973697769949,-36,18,0.442736274206789,0.406491140025875,0.155156575556274,0.028571428571429,0.035431146016412,0.0127053306526991,0.189973697769949,"2010","Latin America and Caribbean","Barbados","High income"
