"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",5,0.457415540447437,0.333333333333333,0.420038736193237,0.298324107142857,0.182556790383716,0.181431554339478,0.424582704876823,11,0.109794796055528,0.0615823993243859,0.127143985914382,0.0833333333333333,-0.0131947170925954,-0.0227081715936498,0.655530635074641,7,0.378667375314313,0.352941176470588,0.365704571030492,0.566666666666667,-0.0784114775996105,-0.013412535815853,1.13695749041975,4,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",9,0.333487740537428,0.311104425939494,0.230205253979764,0.288361879666227,-0.112737018613506,-0.120074653281376,0.626523608000543,12,0.446643644404276,0.420333722791231,0.33289731674726,0.600094919383624,0.062575346490605,0.0457755072151902,0.283778713281061,10,0.437670787431168,0.35785249032322,0.284294549576851,0.416666666666667,0.0107425658310381,0.00925641391745358,0.840216262411561,10,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",45,0.0237682182544779,0.00476196455972732,0.0365713551524661,0.0313537221431958,0.0105802992048617,0.0101756751604339,0.61351691883858,29,0.00984943074852202,0.0038203185526768,0.0133598852884832,0.0139409332787556,0.00456153664694295,0.00555150413799843,0.295466738135632,38,0.0397256228719554,0.00507440331029466,0.0626133069209269,0.0870686400618513,-0.00968041060206523,-0.0080198338723163,1.39019450291106,9,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",11,0.403269530414123,0.408602150537634,0.13603621639189,0.182539682539683,0.000876196125979752,0.000600890405037866,1.56792718187296,4,0.456405773373084,0.456102291121212,0.0833269082321521,0.111111111111111,-0.0569251086597312,-0.0577331818181818,0.692752119410623,16,0.390346157501717,0.367226892737133,0.090771876803757,0.128311965811966,-0.00350408211406789,-0.00374240550301172,1.09075630912378,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",114,0.471926862676569,0.5,0.259182922718735,0.44529993159248,0.0819363745967515,0.064722980830518,0.22007606041377,340,0.483009875166421,0.488188947814452,0.215892029482607,0.365296803652968,-0.124187406654598,-0.0750179581693151,1.13456351345121,192,0.434211050423294,0.398068092728654,0.240928687294068,0.381491473969036,0.0428873731617807,0.0211767911679925,0.555679797282914,10,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",9,0.438247101950074,0.420628320005805,0.305574973884087,0.590690789243993,0.0917853112416658,0.0513911654705532,0.66480880146173,18,0.39158615616927,0.402426472497156,0.140331506818165,0.1666666625,0.0451095964716638,0.0417106701142038,1.54087886586404,31,0.356591165730287,0.333685280423904,0.18322986330805,0.250196078431373,-0.0521301872273649,-0.0356201863502491,1.16474572420277,8,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",67,0.337613953382103,0.345593225267311,0.152722026425893,0.164875774631873,0.0226842924298301,0.0206739543204052,0.505393668459235,3,0.41541329718508,0.444444444444444,0.10234004023194,0.2,0.00327419666429943,0.00377748266194482,0.692104314336643,2,0.24587871629149,0.24587871629149,0.164402326625872,0.2325,0.0535962473268905,0.0763928571428572,0.747157652903858,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",11,0.448809965287238,0.419444444444444,0.0764803402712632,0.088369963369963,-0.0019933647969734,0.00389898572457056,0.484848484848485,22,0.498009014075079,0.466666666666667,0.123057766859116,0.124521072796935,0.0202651514268882,0.00567619258405474,0.298295454545455,3,0.475,0.475,0.075,0.15,0.0369402985074627,0.0369402985074627,0.5,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",520,0.452532440865631,0.454545454545455,0.219330000205636,0.322222222222222,-0.0132968414579534,0.0356129509931886,0.932259659662695,289,0.516060043848079,0.57424184549654,0.249445085208257,0.38288503368879,-0.00613987261526251,0.00275366036260325,1.34091610623253,288,0.4895461071207,0.5,0.253311894811714,0.45,0.10313325544056,0.10243162090067,0.555555555555555,20,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.338967380481877,0.4,0.218839145916047,0.360204081632653,0.015037019071392,0.0263141620284477,1.21508525405783,45,0.3880229976363,0.4,0.0988852119531546,0.073809523809524,-0.0201912375743997,-0.0182648849980505,0.479707506357773,9,0.400252896021529,0.4,0.00329817661668072,0,-0.000598089473761076,-0.000149548716385652,2.02980607210042,10,"2010","Latin America and Caribbean","Barbados","High income"
