"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,42,2.0735051055746,1.81148443343371,0.770932880102752,1.05413180229149,0.972747616626629,0.735337321046914,2.14599688036754,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,16,7.13985597445433,6.78676766980616,2.06017864913137,1.7525547436477,1.05429694089761,1.33997627442609,3.98974251330662,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,3,121,2.24104305102305,2.03177267149706,0.733470952040054,0.623820033136214,0.0861138969879003,0.00609029109634759,1.66666666666667,4,1.86301676739025,1.40100043353929,1.06144096113518,1.49951532121719,0.045746092659257,0.00308668544303331,1.28288823909523,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,1,16,1.01282898125811,0.558926884052156,0.841849660209846,1.14354852258671,0.854658549668502,0.384224063274091,1.10421247363647,5,1.26035353910161,1.04138837742531,0.468076319526162,0.767806989946958,0.182678706009309,0.10488670094541,2.86985811466444,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,0,161,2.2129363451102,2.0796845128347,1.04351520402054,1.20974535567778,-0.0140142489219347,-0.128411827738061,1.08605529794156,4,2.77988045780684,2.83126676097544,0.93734662285235,0.848085524359169,0.332271298370308,-0.13575002208669,11.6234215238847,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,1,213,2.59551394758967,2.38119073312962,0.91168221721653,0.947692751055396,0.092664354529258,0.428218906359296,1.2727480755436,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,3,89,1.52300970211942,1.40939136111803,0.562567887749938,0.843008649075195,0.260563653088786,0.993881427898448,0.769992150626818,5,1.27858789151041,1.27976611347314,0.352006556688952,0.470273809476396,0.0756310143693858,0.261783878322485,0.860853011096383,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,133,2.22071706480767,2.02754282405818,0.797220625804953,0.790343643328939,0.044997591178198,-0.0979674499893095,1.51379829882075,4,2.12557696922,2.44799294894548,0.907348138112948,1.46441113637364,-0.476905730866293,-0.446276120047969,0.246866927012296,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,4,20,1.56613554381646,1.61692626565287,0.252890174890794,0.260358000762208,-0.200137327041001,-0.0561910985151118,0.051225266468073,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,5,48,1.90269655069722,1.49946828027034,0.989667959847531,0.865990703993571,0.295291962943048,0.25616549305167,1.49519783766134,4,2.85120489482407,2.23544602835487,1.34359842313814,2.57178824895472,-0.289507614949258,-0.273063654120829,0.879448610254831,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,18,2.92687992400668,2.97749364143903,1.77601105049909,2.9033026410174,-0.00909859682834179,0.321628086153304,1.60615604103702,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,15,2.26427562416255,1.98393692636016,0.752229090680356,1.60672720125161,0.28938434456851,0.239167621700792,0.598062715361281,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,2,59,2.15153186238774,2.16147785933312,0.974602764521271,1.29434175379326,-0.239356803672495,-0.253059761049245,2.86601860961831,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,24,4.99471073987307,4.81325592930337,0.953747922240204,1.30689180581355,0.501455434549404,0.295142987114406,1.24297306642101,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
