"countryOnly","country","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",1,0.000473758017038444,0.000473758017038444,NA,0,0,0,1,1,0.0263788652531592,0.0263788652531592,NA,0,0,0,1,4,0.0123224502517798,0.00130335146389723,0.0229377047613466,0.0135674168460321,-0.00870369642452057,-0.00870369642452057,1,1,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",2,0.615666833281202,0.615666833281202,0.376010364914345,0.531758957654723,-0.0755212187738385,-0.0781998467139299,1.26028730057515,10,0.188584375664522,0.134620834126105,0.103967792262365,0.108486096402212,-0.021376399058195,-0.0165731560414433,2.56648492673675,5,0.458192128892951,0.518710401469502,0.348169793625096,0.762806145176525,0.1195494184676,0.104759151413724,0.992992893659337,1,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.650705145825302,0.653347557921004,0.155524537167618,0.201721853324154,0.057204097399444,0.0450449960152639,0.667085477233039,5,0.58420505004594,0.576614892072887,0.171200588590459,0.297065758396409,0.124401988572082,0.113544088409792,0.788231455804622,2,0.643454864958186,0.643454864958186,0.321452987510837,0.454603174603175,-0.129323201372494,-0.136380952380952,2.61965888697286,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",1,0.7,0.7,Inf,0,0,0,1,9,0.313528060860817,0.343691867840709,0.629447033999398,0.405328288618233,0.0104815967153844,0.00958519882772718,0.993009852491615,4,1.06908310288122,0.931948042250249,0.73831301949114,1.47258771929825,-0.373490281862152,-0.342240479673252,1.92941638615489,2,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,1.51028845546929,1.51028845546929,NA,0,0,0,1,1,0.0369565217391304,0.0369565217391304,NA,0,0,0,1,13,0.465825865811673,0.46725381895644,0.250361135732164,0.443976504566448,0.120386152007368,0.0783177828260195,3.0542691633434,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,1,0.0344589937973811,0.0344589937973811,NA,0,0,0,1,1,-0.0923076923076923,-0.0923076923076923,Inf,0,2.20829558001209e-33,0,1,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,6,0.236677765793169,0.135815696677303,0.245535811947804,0.426710174881705,0.0115645958417264,0.143075218685444,0.427408517871059,3,0.210637647373122,0.196380661596036,0.0661951609031246,0.105506502439624,0.00217516767437128,1.02977530512466e-05,0.919078517972092,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,9,0.354554101721523,0.373224944458636,0.0722045323551019,0.0794216804979254,0.00387060744880662,-0.0147334594396733,1.1587539497785,1,0.170711582780892,0.170711582780892,NA,0,0,0,1,8,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,7,0.744475355764205,0.830715315893166,0.201599665296535,0.246224865906243,-0.122187769436144,-0.0698612223681998,0.802114341163537,3,0.928286047472494,0.95718113136335,0.235794831081337,0.473160743015942,-0.187248940780112,-0.177337590696431,3.04898246039253,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.401162790697674,0.401162790697674,NA,0,0,0,1,3,0.364303771309171,0.330839849849998,0.192336396285996,0.140146662106875,-0.0260050939908878,-0.0209634160634964,1.04856088575358,6,0.158346646406443,0.10595745716196,0.13582350305743,0.0842463126809789,0.0154342674032894,0.0465503017344575,1,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
