"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",23,47721.3124364988,47854.0800912902,7013.56080494883,1532.2347257483,-320.644719274347,-435.827348434211,0.510398594975694,4,79120.6460378902,75859.5178584359,45490.6575950152,33713.8935568742,11345.4832173544,4542.59293627103,0.991443427004507,25,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",4,6266.14188439113,6229.81870194507,626.327093964291,245.138747783188,248.227910750462,384.583615181594,3.12300595683908,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",36,15464.2110737662,4491.77012356462,19858.6228782316,30471.3504942053,-9461.75672510017,-5762.65266881664,0.973951285623857,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",7,57584.9405626118,50385.4434682834,27248.1775084793,50655.5121593123,1799.31234172759,-21707.6002831168,1.07414329856671,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",10,118089.661477079,124465.237807101,77023.2007529993,85437.8654235389,33618.1178874635,50918.6408264227,1.35025595537732,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",6,43438.8346988058,27267.5510241471,58468.2316760375,41571.6999050332,26875.2190168906,3686.98508065708,0.879475376924065,NA,NA,NA,NA,NA,NA,NA,NA,4,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",16,40808.8092256105,38134.0527901574,37403.1150589453,41954.60012553,9863.98126119856,27749.8850449527,1.49962834463149,1,92335.2956268811,92335.2956268811,NA,0,0,0,1,20,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",7,73058.2624056537,83963.0472156918,28476.2392940017,22805.9250371584,5873.33771399918,-979.857908619074,6.31735347031385,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,41778.0547122388,22268.1042650193,57561.0162458669,34622.9991544363,23989.8229098662,20461.2866923055,1.61884792485746,1,78255.600387765,78255.600387765,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",3,12932.2300371576,9806.44516269655,17341.9226336806,11763.8542268985,3003.91309187551,5015.61694547306,0.949699220731065,1,60939.9143622176,60939.9143622176,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",67,67294.370915488,55589.8458666935,42345.2860430122,60686.0357629891,23630.3299827636,21178.967484046,2.91666666666667,7,210107.182766433,173326.185385897,144127.687015231,147397.331702569,23009.8581181232,37023.2312712611,8.12825892796018,11,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",140,48625.3092339526,33704.5388143078,40426.0917160242,52429.2826000344,-6613.40357629613,194.556866553264,0.590782696485484,1,37449.4875714531,37449.4875714531,NA,0,0,0,1,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",50,44987.8262612904,35327.9924515405,33301.3566737093,37027.3653850819,26774.7217850968,23868.6465662006,1.65632063909017,2,154741.400646963,154741.400646963,96174.9043915115,136011.854150411,27184.8551795021,26259.7144151784,1.54651397920026,4,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,40261.6915131704,40378.6333409664,16600.0553786144,13611.0138219096,4365.89600388971,6820.27775468616,0.646396331731409,1,3488.64820289721,3488.64820289721,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,15878.0644438683,15878.0644438683,NA,0,0,0,1,2,48617.2520030301,48617.2520030302,344.479716011535,0,-259.471520823073,-202.676716075222,0.277254516098015,9,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",7,68575.3286212818,65552.6230677728,32474.2194105088,20265.8442742674,10406.0480865149,13201.217240536,1.47710698555863,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",4,59674.3884347872,53004.5492645396,31474.2267054061,35383.9662537813,-1085.24050908184,-4289.76218939504,4.92281897338093,1,145698.684574393,145698.684574393,NA,0,0,0,1,2,"2013","Europe and Central Asia","Czech Republic","High income"
