"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",3,0.00275772544060396,0.00238663484486874,0.00292845602944862,0.00582153709727306,0.00062694517068643,0.00062694517068643,0.625,2,0.0715026042508145,0.0715026042508145,0.0792828672035968,0.112122906063152,-0.0393553052995421,-0.0383578362847624,3.08165538649904,1,1.55882486129007e-07,1.55882486129007e-07,NA,0,0,0,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",13,0.442632837619562,0.308649866227164,0.370239036324235,0.380952380952381,0.176513440550366,0.379208517506254,0.31907519179885,19,1.09714935917646,0.496946585250098,1.13959946207995,1.84853176462079,-0.00921712371766002,0.274214368017374,1.777799538152,12,0.903128108497952,1.56189606520088,1.5741464154483,3.39814581268074,0.0465832568649743,-0.167828194999993,1.05525570579493,2,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,0.665042733642645,0.412137063292988,0.547997719954289,0.85418554839381,-0.260379511780138,-0.311916631552899,3.20442161350975,1,0.452302631578947,0.452302631578947,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",6,1.63611749202873,1.5922627997282,0.823943382316163,1.49449204406365,0.446689377263389,0.154816171560649,0.190542514069891,2,3.60436215441686,3.60436215441686,8.82247466830732,12.4768633296133,-0.262876197489917,-0.328338508674034,1.07921896545255,19,1.60976820523348,0.862286231652068,1.77759232733168,1.0429113144561,0.604449209890125,0.311131126079001,0.651969516643589,3,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.491303162616149,0.43859649122807,0.461353262899777,1.01233781015252,-0.0147938789407647,-0.00767997681268795,1.7881597213562,4,0.940892437649517,0.288086740264573,1.34547162020276,2.37653785908725,-0.686551278965368,-0.517056808799244,9.30167302178764,1,0.750551876379691,0.750551876379691,NA,0,0,0,1,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,3,0.415034427288678,0.406886574713801,0.55941845302591,0.698428288072934,0.326676289698522,0.150811132998267,0.586732737011084,2,3.18843201730867,3.18843201730867,2.94472826798397,4.16447465408637,-0.633724403882708,-0.633724403882708,1,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,0.382577987051207,0.382577987051207,NA,0,0,0,1,1,0.788005791757608,0.788005791757608,NA,0,0,0,1,1,0.0439367311072056,0.0439367311072056,NA,0,0,0,1,8,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",NA,NA,NA,NA,NA,NA,NA,NA,6,1.96866047311521,1.14896261848682,2.1896630817691,3.09564689882412,0.992565013423028,0.946879838724286,0.362136753620843,3,5.03114684708714,1.96941019653983,8.20558391686679,15.5362996943726,-1.03816073886685,-0.831623936193863,1.18111829968948,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",5,0.419717170540716,0.517708265094762,0.291661475541593,0.586458410078833,-0.265264011590011,-0.205658527908565,0.238742485102401,14,0.777495700312955,0.681696687696341,0.513062769629612,0.836055336715219,0.0573204089594386,0.0814865970571449,1.702126509012,34,0.438135517094536,0.265246032207297,0.472721622709388,0.458823242768563,0.119480134098378,0.129598213782269,0.624020693544778,3,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,1.51418017522972,1.51418017522972,Inf,0,0,0,1,4,1.11509907458816,1.34177138927434,1.00600723921586,1.75787284268893,0.519654869089873,0.446302033257541,0.107506384169708,3,1.29487745287302,1.28781119154645,1.11428118109263,1.58926544757962,-0.0348165813084001,0.0442178105879986,1.05,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",2,0.179057639946467,0.179057639946467,0.0509062060386273,0.0719922469887859,-0.0199978463857739,-0.0199978463857739,2.25,3,0.419959723352685,0.474659551583424,0.516534556661794,0.768142038488295,0.39665681468889,0.245595469258622,0.717101473236082,1,0.836158503878312,0.836158503878312,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",40,0.962850692801523,0.621036658193794,0.837364805620411,1.59850251465338,-0.147547591902632,-0.0157405749688874,0.950417502923466,53,1.02995529059795,0.786691551058764,0.788523828116524,0.995067118179354,-0.0084596857666744,0.0105797585232631,1.22228401477189,35,1.15548857025387,0.670013901360097,1.08157076130711,0.974114136314947,0.28458892440823,0.106500023985538,2.56588847058449,1,"2010","Latin America and Caribbean","Chile","High income"
