"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",25,0.39155382105639,0.173542048852927,0.54329786854725,0.49118125,-0.0347201830340503,0.0629271679400675,0.684306231320578,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",36,0.314534581311737,0.274222792093406,0.299459414526384,0.476722294820587,-0.0716978915981152,-0.0397160565083799,0.243877264844606,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",85,0.0390953607361107,0.00662659899649811,0.0602917657159375,0.0756243670886076,0.00691026103455043,0.00846975517893655,0.267999445960789,5,31,0.00669425497154399,0.00265041217181557,0.00893041651142293,0.00825152179873869,0.00490997931774471,0.0050485700561075,0.435671368824892,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",29,0.401088727407378,0.400416843987,0.105672440223656,0.129166666666667,-0.0109405570916542,-0.0113118906018571,1.17647058823529,0,2,0.436507936507937,0.436507936507937,0.168358757425368,0.238095238095238,0.0541125541125541,0.0541125541125541,0.6875,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",573,0.460315577090933,0.45,0.234223102955332,0.391472727272727,-0.0682016278385652,-0.0470215607160111,0.771428571428571,9,74,0.520207574268569,0.489991483761835,0.230391564183912,0.239268482823975,-0.119004378280785,-0.0748253851111488,3.22325729183842,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",63,0.364431500193655,0.375,0.208844395076618,0.263216322363945,0.0807617687743122,0.0567539268251945,0.202534268830694,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",73,0.333509433320424,0.344125105627285,0.15582248252167,0.165291871249319,0.0287551149945935,0.0274265001130828,0.496033766236816,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",29,0.470075081389853,0.46875,0.0945137272136092,0.15,0.0212527549880709,0.0116765134132452,0.5,0,7,0.539517657804381,0.479118881118881,0.155510951396402,0.121995464852608,-0.0181708057350902,-0.0240663337045572,0.8625,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",1100,0.4697530793789,0.489400496228314,0.242982998545229,0.388888888888889,0.0359346926500506,0.0388428560891676,0.666666666666667,0,17,0.378722393441537,0.501547463831579,0.297476040529668,0.548333333333333,0.0432324501158253,0.105938500337799,3.17615874482538,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",52,0.39902685885998,0.4,0.0595015317117784,0.034848484848485,-5.16908948879596e-05,0.00920200613259117,1.69089098617912,10,5,0.484067414955583,0.432280770879984,0.357535494261779,0.3598,-0.0160613945695877,-0.013500103180752,0.59624999276797,"2010","Latin America and Caribbean","Barbados","High income"
