"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,0.642706633312539,0.676153628461149,0.175740977603942,0.264234070238624,-0.0320202094407528,0.0133756259617894,1.22740428664358,4,0.341705861843198,0.356766775907956,0.125451232072105,0.188828072763168,-0.0814199278815422,-0.0548994939419437,4.16666666666667,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",21,0.361680300625201,0.286087548345425,0.193441238861732,0.247614720581554,-0.039750013123887,-0.0349712688761622,11.671380628464,4,0.673968798282439,0.601251990504271,0.412385512985566,0.777863069781043,-0.0664510591967318,-0.0664510591967317,2.12962962962963,1,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",9,0.3496989374943,0.337375097751594,0.166559080663662,0.1074263646673,-0.0405842593795825,-0.0593667926115339,3.50782730638772,7,0.199255931834514,0.152573630800591,0.176932851947002,0.300645682001614,0.049123961664284,0.0226816017719112,0.300885848334994,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",49,0.292389189575498,0.288488093119254,0.293885773413035,0.488554401290116,0.0670965198601122,0.0292669012226583,1.8400898426946,13,0.31484897780677,0.263684740086799,0.258147885354217,0.349218996883502,0.0857930755257374,0.00364608423796092,1.3261994447675,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",2,0.436752806102375,0.436752806102375,0.0161165481242305,0.0227922409359255,0.011508239997831,0.00954810093261742,0.415517341512048,3,0.201399856422807,0.200384014641421,0.0256627720055657,0.0287379832633905,0.0146551292613084,0.0204871000872344,0.394048241722353,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",123,0.366307091090877,0.367885015749792,0.293100309165528,0.369714847590954,-0.00131405118536538,-0.00519091122759423,0.834647041047285,7,0.285189748319332,0.285995339527668,0.134289379958112,0.115970515970516,-0.0702066719371827,-0.140336773962166,0.971751211383127,1,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",2,0.351878993961423,0.351878993961423,0.037475788836996,0.05299876883391,0.0142688993014373,0.0142688993014373,0.65,3,0.417128259392891,0.364487758841373,0.160529943832471,0.307642502463711,0.043740235806775,0.0410190003284948,0.659109968494644,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Lebanon","Lebanon2013",2,0.186194687834579,0.186194687834579,0.0578938208400686,0.0818742266096231,0.00923169285917829,0.0114623917253472,0.856187998783153,4,0.436325296910026,0.376035555855546,0.250990927331765,0.127551436228595,0.189411960205047,0.188129624017636,0.180508326677818,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",3,0.538831728757727,0.535671823945051,0.192361748914175,0.235685839263563,-0.173670786868782,-0.182766968029622,1,1,0.190163934426229,0.190163934426229,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",6,0.265777084105609,0.236088656159677,0.225227376638653,0.251014198782961,0.000547832790979996,-0.0189288164293468,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",5,0.554189240140935,0.148300456846725,1.08018751914882,1.88505747126437,-0.558024307795121,-0.402405963553052,0.236864073207916,1,0.209432855826422,0.209432855826422,NA,0,0,0,1,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",6,0.407821745200953,0.328402216628108,0.254269961804489,0.479428704940958,-0.0258565119179955,-0.0439754854151395,0.340493301596608,1,0.352941176470588,0.352941176470588,NA,0,0,0,1,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",3,0.131724747603271,0.18691184424013,0.109070282281467,0.183113454347024,-0.0442739149224023,-0.0501940403414761,1.35061931024604,2,0.199414061241037,0.199414061241037,0.305402812159049,0.43190479894221,-0.0604937309590688,-0.0830586151811943,1.87478241820277,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,0.621282913231357,0.764278779774295,0.500502588184688,0.806779059317884,0.09329922107031,-0.0167962122164255,0.927419643800033,1,0.10840108401084,0.10840108401084,NA,0,0,0,1,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Serbia","Serbia2013",1,0.249169435215947,0.249169435215947,Inf,0,0,0,1,1,0.207483070749447,0.207483070749447,NA,0,0,0,1,3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,6,0.467800567693231,0.477718803176199,0.136066099024244,0.111987855331643,-0.0514054422134975,-0.0469286512217334,0.282453990443782,0,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",1,0.224419558284386,0.224419558284386,NA,0,0,0,1,3,0.251179125823524,0.248071722551605,0.37174025832946,0.427681842364278,0.413472322933521,0.251297003811745,0.0673240609104863,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,5,0.39358956540813,0.361676742787769,0.173723726905174,0.17576355159444,0.0231931887903855,-0.00263550219640798,0.63117521008347,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",13,0.282639204177892,0.29557198107202,0.163623085558333,0.190945343654703,0.0689218849167191,0.0671264727167106,0.228689214823376,6,0.504149759901191,0.209918807967589,0.773624533167133,0.772240709361751,-0.0349773431247701,0.0336965501286968,1.25754133619965,3,"2009","East Asia and Pacific","Vietnam","Lower middle income"
