"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",3,0.00544078200530472,0.0050811649591526,0.00158085725505803,0.00301810868635002,-5.46825916338323e-05,-7.26294913457943e-05,0.980162189453541,1,0.115531914893617,0.115531914893617,NA,0,0,0,1,2,0.000344148080314747,0.000344148080314747,5.72294105746409e-05,8.09346086012753e-05,0,0,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",1,0.3,0.3,NA,0,0,0,1,1,0.384615384615385,0.384615384615385,NA,0,0,0,1,4,0.430464578079233,0.487944641528663,0.184115635205391,0.294117647058824,0.0711355615977048,0.10444629703132,0.713562950195666,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",13,0.720248577069016,0.791653049541041,0.233245307247877,0.381410256410256,-0.0436757932813904,-0.0340635426668239,1.19988304866843,16,0.462200089047296,0.436205838016258,0.296324112249538,0.608333333333333,-0.0328433613142823,-0.0295362505145423,1.56789191853523,6,0.861803826250599,0.855966445251057,0.0495413196574876,0.104895104895105,0.00544622037643197,0.00726749245954942,1.00791023317556,4,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",3,0.152468482687239,0.155192325065286,0.141096726369885,0.2,0.00679991819012832,-0.000537634408602147,0.928348963542005,2,0.43743803736984,0.43743803736984,0.0793924415064056,0.112277867528271,-0.0158777575946066,-0.0166337581523365,1.46922656409625,1,0.545454545454545,0.545454545454545,NA,0,0,0,1,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.128571428571429,0.128571428571429,NA,0,0,0,1,4,0.2433501212018,0.338645855870747,0.193946987546141,0.312904290429043,0.0487804934425486,0.055402412521711,0.963693157577129,1,0.2,0.2,Inf,0,0,0,1,0,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,0.532,0.532,NA,0,0,0,1,9,0.306680618763428,0.229620288827285,0.224788805156775,0.28,-0.0714480871422664,-0.0623669723793679,1.52324983931559,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",13,0.356596480559376,0.254730882761968,0.207874999630803,0.373333333333333,-0.00950832166821711,-0.0205470775310913,1.27249044955864,33,0.425256572625359,0.44711490310504,0.209147166020655,0.37,0.00459992495717255,-0.00738929492170744,1.06069947314849,29,0.358493049777122,0.389408931550053,0.150468422218434,0.112328767123288,0.00996603152959957,0.0269386716831548,0.963082086806961,2,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",5,0.223487524952042,0.173224447707248,0.209650553960392,0.298384064856966,0.0391559357419915,0.0207399786381261,0.762523755206487,5,0.473927429624404,0.411763514758128,0.276490202397765,0.35504642624885,0.0741277647026753,0.0990281944282599,0.723133829686195,4,0.583157860280813,0.622371220560618,0.354867198955327,0.229625244392626,-0.00111935502666638,0.0501979307210794,1.20271428583908,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",2,0.478932282383263,0.478932282383263,0.0745676241978541,0.105454545454545,-0.00571246621923154,-0.00585858585858586,1.09735881331554,2,0.500184405353195,0.500184405353195,0.132582521472478,0.1875,-0.00176892673091307,-0.0017688679245283,1.01919294249165,1,0.533333333333333,0.533333333333333,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",19,0.481653630370083,0.6,0.214617375539832,0.366666666666667,-0.0247707497301016,-0.00275589305775064,0.965972894369907,23,0.6086496899608,0.626238684588419,0.126126699264554,0.01948051948052,-0.000168975968611919,-0.0108284284992472,2.01942260856239,22,0.485806027500189,0.44303082300945,0.237193638647298,0.382003764163665,-0.0581025073543916,-0.0261226589893563,1.5976709709169,2,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",3,0.35042735042735,0.333333333333333,0.0296077061122885,0.051282051282052,-0.00427350427350427,-0.00427350427350427,1,7,0.533024962122937,0.5,0.256699227660485,0.381787191874095,0.0466872170891998,0.0466872170891998,1.16,NA,NA,NA,NA,NA,NA,NA,NA,4,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",3,0.479166666666667,0.5,0.219492786517765,0.4375,-0.0274621212121212,-0.0274621212121212,1.6,4,0.270792481360224,0.287464889328796,0.139770035345988,0.16,-0.0168165111280765,-0.020040055025085,1,1,0.301075268817204,0.301075268817204,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",5,0.20050759087893,0.198658310748836,0.0547157803906879,0.0666666666666667,-0.00247701983693354,-0.00211111111111112,1.04264948495573,1,0.425,0.425,NA,0,0,0,1,2,0.683890638695053,0.683890638695053,0.037005254882096,0.0523333333333333,0.0269967928073045,0.0218455657492355,0.389499641003152,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",163,0.533037478383407,0.571428571428571,0.189298882595078,0.2015,-0.000817082401295528,-0.00156120434404269,1.00901494432568,285,0.59815901656826,0.6,0.174952099798981,0.215,0.0116133979846667,0.008335055268574,0.866929522170163,180,0.636985722569271,0.666666666666667,0.178041383975745,0.160177777777778,0.00601183441470685,0.00646990562140293,1.45446308317222,12,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,0.336662378528633,0.412056625815412,0.257483015252076,0.416666666666667,-0.0192472006271646,-0.021291570881226,1.04765811935617,2,2.30764241367922,2.30764241367922,2.06786086979134,2.92439688715953,0.869769740967185,0.908934167630666,0.641688479106309,2,0.604081797307539,0.604081797307539,0.102573647392988,0.145061043285239,0.0183860809789358,0.0188042093147532,0.727730273918109,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,2,0.0907819891847446,0.0907819891847446,0.14036069606553,0.1985,0.0154977279601763,0.0154114906832298,0.852092290545685,6,0.118289652399388,0.0764898668780915,0.113326257025909,0.18,-0.00917595666102984,-0.00986052199234306,1.40467430699154,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,0.5,0.5,NA,0,0,0,1,1,0.40056,0.40056,Inf,0,0,0,1,4,0.655317132126839,0.669487958861712,0.213318528503102,0.229831230044093,-0.0815476330964507,0.0886779302242903,27.6343770957138,6,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",1,0.277777777777778,0.277777777777778,NA,0,0,0,1,1,0.613496932515337,0.613496932515337,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,9,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,0.555555555555556,0.555555555555556,NA,0,0,0,1,2,0.484527740812824,0.484527740812825,0.0135982073305105,0,0,0,1,11,0.340603855583336,0.297343984764549,0.139789061050698,0.26,-0.0413873274742377,-0.0406159547810857,1.2163156780731,5,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",7,0.148016978649602,0.121526095009228,0.168989866377232,0.217366304347826,0.0136666260829225,0.0174036343059869,0.529196582495024,1,0.133333333333333,0.133333333333333,NA,0,0,0,1,4,1.07663138508165,0.349369319464754,1.4783479011938,2.87049,-0.266969990849396,-0.236045672628305,1.07352360256351,2,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",7,0.391087994846834,0.295960422031648,0.292178046404151,0.511111111111111,0.0507871768627643,0.0666115455328798,1,4,0.400478805070373,0.409595198104033,0.264963058620482,0.411877394636015,0.0442981499163807,0.0493233722876796,0.963352040655656,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,0.421052631578947,0.421052631578947,NA,0,0,0,1,2,0.435081380361905,0.435081380361905,0.0923738585968244,0.130636363636364,-0.0199157808875597,-0.0198794466403162,1.43482373974716,9,0.602553125986218,0.629040842466168,0.139826109172075,0.29943661971831,0.0355259505014913,0.00130894233091544,0.340550542517483,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",1,0.222222222222222,0.222222222222222,NA,0,0,0,1,1,0.785321704788547,0.785321704788547,NA,0,0,0,1,1,0.208333333333333,0.208333333333333,Inf,0,0,0,1,3,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",2,0.408333333333333,0.408333333333333,0.0117851130197758,0.0166666666666667,0,0,1,2,0.406043956043956,0.406043956043956,0.00854744460774948,0.0120879120879121,0.00224489795918368,0.00224489795918368,0.729166666666667,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",2,0.085853376469218,0.085853376469218,0.0225471915981,0.0318865441514577,-0.000866766908112402,-0.000996454504733053,1.0407355176936,3,0.462918063589357,0.465496883178242,0.239920865994199,0.320987654320988,0.0427064532852667,0.0598512742762255,0.4,5,0.263964407085456,0.278028915978377,0.325632005911273,0.551555555555556,0.0823857044162082,0.0380392229750925,0.363088262926245,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",1,6.13636363636364,6.13636363636364,NA,0,0,0,NA,14,0.60648613894455,0.670585369445498,0.248763090561767,0.275,0.0328654679252841,0.00422768613953619,0.774731944558692,5,0.560158021226546,0.611385491762395,0.324875023711263,0.429002670381981,-0.0231364266053047,-0.0693049053373494,0.908851935197928,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",1,0.4,0.4,NA,0,0,0,1,2,0.190175659530299,0.190175659530299,0.00339955183262766,0.00480769230769235,0.000105723421803077,0.000107634902411023,0.96198890134018,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
