"countryOnly","country","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",7,2729361.06476338,1062615.9361425,3986335.80372558,4093191.99359622,-1359446.00029678,-1305453.77039227,0.512699104557375,7,2729361.06476338,1062615.9361425,3986335.80372558,4093191.99359622,-1359446.00029678,-1305453.77039227,0.512699104557375,7,2729361.06476338,1062615.9361425,3986335.80372558,4093191.99359622,-1359446.00029678,-1305453.77039227,0.512699104557375,-12,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",18,5866.33079726935,3503.28452108061,5929.64768963901,7581.1080315655,-836.389038825853,-211.452057024501,2.28711521947301,18,5866.33079726935,3503.28452108061,5929.64768963901,7581.1080315655,-836.389038825853,-211.452057024501,2.28711521947301,18,5866.33079726935,3503.28452108061,5929.64768963901,7581.1080315655,-836.389038825853,-211.452057024501,2.28711521947301,-35,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",9,5017.77931265213,5003.15105593609,2768.09125501108,6482.78945241599,211.201259697313,19.1984265452685,0.868896516354815,9,5017.77931265213,5003.15105593609,2768.09125501108,6482.78945241599,211.201259697313,19.1984265452685,0.868896516354815,9,5017.77931265213,5003.15105593609,2768.09125501108,6482.78945241599,211.201259697313,19.1984265452685,0.868896516354815,-13,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",14,3642.82115216712,2251.67186765101,3435.05702486738,4161.17309888505,693.271546953898,499.507406171144,1.08870375308156,14,3642.82115216712,2251.67186765101,3435.05702486738,4161.17309888505,693.271546953898,499.507406171144,1.08870375308156,14,3642.82115216712,2251.67186765101,3435.05702486738,4161.17309888505,693.271546953898,499.507406171144,1.08870375308156,-26,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",13,15171.1223622344,16743.6536043159,5825.20621727177,7599.94579440178,-1966.43510458066,525.150692136556,0.387743166779652,13,15171.1223622344,16743.6536043159,5825.20621727177,7599.94579440178,-1966.43510458066,525.150692136556,0.387743166779652,13,15171.1223622344,16743.6536043159,5825.20621727177,7599.94579440178,-1966.43510458066,525.150692136556,0.387743166779652,-14,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,3596.67961060899,3596.67961060899,6703.20047121157,9479.75701769313,1184.96962721164,1184.96962721164,1.33333333333333,2,3596.67961060899,3596.67961060899,6703.20047121157,9479.75701769313,1184.96962721164,1184.96962721164,1.33333333333333,13,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,7,5033.18400355617,3346.71943935854,3786.82806002407,3750.03991905383,3156.41114636215,1790.83720917563,1.00965025346859,7,5033.18400355617,3346.71943935854,3786.82806002407,3750.03991905383,3156.41114636215,1790.83720917563,1.00965025346859,-2,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,13,16529.6689499478,14721.0124642479,8311.51624998399,6917.94873494759,4417.34997864902,8504.19219464293,1.72821805222302,13,16529.6689499478,14721.0124642479,8311.51624998399,6917.94873494759,4417.34997864902,8504.19219464293,1.72821805222302,-6,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,10,7714.38803638613,4523.0134488063,5450.74409781858,7050.77251540961,5473.00495239591,4026.64311784264,1.04126378471447,10,7714.38803638613,4523.0134488063,5450.74409781858,7050.77251540961,5473.00495239591,4026.64311784264,1.04126378471447,-5,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",9,8475.49859862373,1627.80203944036,32302.2321296526,937.726729925976,35825.4265141116,34321.7325918821,1.04646090083069,9,8475.49859862373,1627.80203944036,32302.2321296526,937.726729925976,35825.4265141116,34321.7325918821,1.04646090083069,9,8475.49859862373,1627.80203944036,32302.2321296526,937.726729925976,35825.4265141116,34321.7325918821,1.04646090083069,-5,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
