"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,0.00315031290655413,0.00259615384615385,0.00337347176458601,0.00501770328777785,-0.00223963859558743,-0.00223963859558743,4.66666666666667,1,0.00408715447154472,0.00408715447154472,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",1,0.384615384615385,0.384615384615385,NA,0,0,0,1,1,0.3,0.3,NA,0,0,0,1,1,4,0.430464578079233,0.487944641528663,0.184115635205391,0.294117647058824,0.0711355615977048,0.10444629703132,0.713562950195666,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",14,0.702349954511025,0.786737419432542,0.246610438582802,0.464159811985899,-0.00500443851220865,0.0171955101629132,1.77922943898416,14,0.610114189725145,0.693361325728414,0.281524368433428,0.355555555555556,0.174154121830345,0.122758370652806,0.164587389102598,3,8,0.602147881180148,0.698153313159773,0.348573150006313,0.798076923076923,0.169907208614699,0.112660674305913,0.316963753550178,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,0.451136226046879,0.4900544221008,0.249540968570357,0.157732412982817,0.0830161602277113,0.170238222175726,0.771701456289408,3,0.41945779597994,0.44448091035847,0.236822231794279,0.1875,0.0360382988475749,0.0407718095238095,0.856504757117174,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.128571428571429,0.128571428571429,NA,0,0,0,1,3,0.0889752190807339,0.0654039269563969,0.102554763908014,0.199823633156966,0.0765036270359305,0.0768024554639541,0.148395004128709,0,2,0.363707034465166,0.363707034465166,0.0311545447952296,0.0440591797789738,0.000386242267864346,0.000478904128032325,0.987897719192376,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.626176187488903,0.626176187488903,0.319861431832647,0.452352374977806,-0.0363497444178594,-0.0363497444178594,1.19148936170213,0,11,0.44285332414702,0.517578813767229,0.221056190584219,0.292,-0.149255374310225,-0.0808212110873205,0.970866676478482,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",70,0.389325489465934,0.399141377059948,0.196857403279243,0.363636363636364,0.000741925843498253,-0.00685085655820852,0.470736935398134,3,0.328176124970343,0.331909668611798,0.0966043623680532,0.113186813186813,0.00254703826048806,0.0125095374887906,0.978173672098005,2,2,0.201152176121092,0.201152176121092,0.0157134840263677,0,0.0147486971986103,0.0106382978723404,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",3,0.255749624547068,0.205167326419782,0.148291538181753,0.283152458695556,-0.021035558003594,-0.0195119894165675,1.18688921435861,6,0.530526527444453,0.48600558375516,0.183053843831151,0.323223806571606,0.0755692076792019,0.066915999782769,0.60784285724442,0,5,0.267829292627746,0.210027939130745,0.383905098207629,0.336668112392427,0.298360938925896,0.152661774733844,0.17574129646269,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.463125,0.463125,0.0804333963599698,0.11375,-0.0421975806451613,-0.0421975806451613,3.875,0,3,0.526870732391771,0.546341219235987,0.0907547117874865,0.179204545454545,0.0108504226259395,0.0220210967947188,1.43009444988309,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",30,0.364223107543647,0.333333333333333,0.227694833162072,0.4,-0.00903843586615072,0.0708991792670247,2.4714842410123,20,0.641243860714426,0.667119573918844,0.103404333247904,0.114285714285714,-0.00158416880829873,0.126974104317732,0.848541658129075,15,1,0.623376623376623,0.623376623376623,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
