"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,24,309,0.268564549404736,0.225010184927776,1.0674220256012,1.1711404883618,0.130469215928578,-0.380439099874931,1.92307692307692,33,0.68820327005621,0.764595737744451,2.33292010824933,1.41660378872436,-0.138278284621368,-0.446161930256118,6.14797885189209,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,14,0.522276775600216,0.456994623251575,0.389683479223288,0.770160295866656,-0.0874753576656446,-0.0860385857627844,0.392156862745098,2,1.96547107276455,1.96547107276455,0.593349981195658,0.839123590640721,-0.255138929586706,-0.234174025295085,0.552238805970149,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,1013,-2.80579265291708,-2.40097812288547,1.98578059324552,2.51707867735815,1.07070295777676,0.693610146280823,1.70588235294118,13,-0.856035362266067,-1.12567660536373,1.14732159270786,0.912109130868715,0.147324697763658,0.0233709906473913,0.6864635487706,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,1,24,1.36530750867787,1.40822060121119,0.462489366138031,0.446019977065287,0.224709420442265,0.235631428049403,1.15648422686708,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,0,15,-1.19115987397868,-1.24603855495531,0.77520715276798,1.1219844608317,0.133878517984482,0.0953184354877193,0.967730138077982,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,0,14,3.37415723695487,3.41786997563461,1.01466997544817,1.50010456869499,-0.103839098756553,0.303228966148628,1.03958457755114,2,2.06369047721285,2.06369047721285,0.655954195681715,0.927659319828617,0.258736689702588,0.283451458836522,2.77142419879118,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,14,652,1.11376338514561,1.26913272032173,1.26459328927374,1.26395625130827,0.704797448811925,0.923616397833127,0.691178401739575,328,1.55708862677723,1.62919515825542,1.96940641295252,1.93985785382972,-0.229361791765619,0.154813951879801,0.759473296692898,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,6,504,-2.81626839079323,-3.83900887759707,3.051412568029,3.34597367173386,-0.344499954464036,-0.494148565318767,0.914113492577346,39,-1.60399215702098,-3.74100752236827,3.79805690546844,6.11488330090508,-2.89728271090011,-2.04319412166224,0.093797043640403,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,1070,-0.741543565266628,-0.660784545076694,1.8864897255909,2.7257184325432,0.252386850689479,-0.206658983259086,1.17891673276336,36,0.0955004416115577,-0.0547740357185294,1.70632721406782,2.6961978317976,0.136044124558145,0.079666388619072,0.813159784607171,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,21,451,-5.17804234817715,-4.92090093682699,1.50600015238373,2.19615355089344,0.903916249696115,0.96880973523592,4.92297318162488,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,70,-4.70767916629914,-4.4741724264107,1.14352059424139,1.86209233129156,0.79268895184639,0.578650490150044,2.45724265884798,25,-4.62367943234616,-4.61868135713271,1.13884715852773,1.72260202379927,1.03021099597816,1.07632390329206,2.51518410476969,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,5,33,-3.30894122958734,-3.4871177152789,0.878204147575269,1.18121215304901,-0.0817127143583374,0.0565885713254094,0.931619478594059,11,-3.59380223133031,-3.57862884250072,0.283687134757425,0.190682498431029,-0.0845999818988664,-0.179611398302207,1.71863363339721,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,17,-0.966016069304761,-0.8456574708975,0.821552687905373,0.839002465792658,0.415458353802261,0.416404487131937,0.392389442810007,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,79,-4.83164484404135,-4.67833735526523,2.12587563570653,2.86470165596643,-0.112844364916237,-0.0739819014991772,0.725290061833867,12,-6.08416726756098,-6.21952740926147,1.26744404829405,1.44041009102977,3.13961474313794,2.78267263608498,1.1417584301705,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,4,20,2.74644931617125,3.05940446195802,0.696294562655853,0.739192230807046,0.169636076880973,0.592059757795777,1.07743018550997,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,9,1161,0.00832281723074856,0.080505408483547,1.49921551366391,1.61144921401175,-0.00264101068033464,-0.0450373568318714,0.931719486029419,54,0.801525845099006,1.00013227569193,1.50121291918593,1.85243861875328,-0.572340882255268,-0.838524532291641,0.63439693722037,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,24,1.57237769125645,1.36054429164882,1.06180325595724,1.22388251361386,0.779033034637364,0.512033140365811,0.99287282486923,2,2.49501680823618,2.49501680823618,0.0989141565238452,0.139885741666717,0.0198912884878673,0.0276518326550487,1.91951776843721,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,0,18,-1.69837315983964,-1.55455837413127,0.911728024787084,1.2787346273268,-0.0861468159958264,0.103109707355097,1.4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,14,0.838859784988162,0.835151338475701,0.589394678404983,0.432883790271894,0.303772551220732,0.63901553421955,3.71657036756672,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,80,0.780177702527763,0.970702631134726,1.79092820631235,1.73253701048159,1.23250919093425,1.35941494239509,0.386799060556902,17,1.55138964797591,1.93427471213658,2.25281577483672,2.42896230705936,0.921322248095082,1.17038428354768,1.06722003510875,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,109,-0.422546447212041,-0.322950149743031,1.05120434560073,1.2509379827013,0.611018975075972,0.760601972898361,0.851118666655239,7,-0.729860016019561,-0.750949160033378,0.959423194856323,0.776755071103418,0.824126059214339,0.790442049757757,7.84236770471266,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,0,13,-2.82584406388025,-2.80125867937673,0.966481514977858,1.713396516796,0.174727489321309,0.115359661209098,0.866508151418644,5,-2.80725416986165,-2.89877409931939,0.963454025601196,0.885112831071936,-0.239552981126422,-0.223038074657079,1.12723657777979,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,1,16,-0.209731721098338,-0.0928697315064538,0.765174541963168,0.36896548072577,0.215056794952402,0.380868486224694,2.44214684227726,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,1,2329,-2.28580839439781,-2.10249494841135,1.79212936753174,2.1298330744293,-0.03831618360921,0.0895334006798691,0.830470610597227,5,-1.94804093947543,-2.51050040206212,1.42240195053946,1.33797585038343,0.0940154653410748,0.0549938523972601,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,3,418,-6.90853241430398,-6.86318796298661,1.51436915579679,1.95505661399886,0.0548986732939604,0.432643446488625,0.740833344341832,34,-6.37053355462489,-6.27589123836258,1.32561932850083,1.61144882942467,0.903767656935655,0.272887214007481,1.22576457911191,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,2,403,-4.44242603748759,-4.5012081578971,1.0300630560763,1.2195986903649,-0.017970639210779,-0.0343687546150023,1,7,-4.23365639325164,-4.13996494243044,0.880298170239431,1.40864082296875,-0.490580012166547,-0.393856333093993,0.243024775774941,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",NA,NA,NA,NA,NA,NA,NA,NA,0,55,-0.18099710840338,-0.197624847226069,0.557464404804416,0.907115773432357,-0.0410819540797167,-0.00137975647284599,1.36796632123964,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
