"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",10,0.213149518087816,0.243226521208138,0.0743584526119943,0.129870158730159,0.00985359541346212,0.00139307755483081,0.479914706853701,19,0.233552478530729,0.233649610895401,0.0396520297005381,0,-0.0155998149211696,-0.00764147148167833,0.395059148019298,18,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",5,0.429526065770117,0.47904553119405,0.147182213435294,0.227272727272727,0.0422278876811117,0.0545231805231805,0.459648653196235,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",34,0.162013305927971,0.0974004675559994,0.151636949132936,0.208333333333333,-0.0770214551093907,-0.0515718733644431,1.3543427753648,2,0.0347392852287534,0.0347392852287534,0.000458809743517995,0.00064885496183207,-0.000111254670554599,-0.000108142493638678,1.40180747098003,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,0.10875,0.10875,NA,0,0,0,1,2,0.149600620611339,0.149600620611339,0.0150769461163562,0.0213220216769192,-0.0054441529781182,-0.00543108099317754,2.03352094811613,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",6,0.173908174527252,0.127475173113131,0.15574392928919,0.176598240469208,-0.00994904463172957,-0.0115518648195604,1.29479135559813,4,0.0801842109785842,0.0730710254125498,0.0767979751581452,0.12,-0.0143281326210476,-0.0294912935323383,2.63323182302895,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,0.0810810810810811,0.0810810810810811,NA,0,0,0,1,1,0.599363507779349,0.599363507779349,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",23,0.177484465939276,0.139171343795351,0.107685836948594,0.137413793103448,0.0342224322459183,-0.0171907787236545,0.23472972880809,1,0.0535714285714286,0.0535714285714286,NA,0,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,0.176279047205489,0.176279047205489,0.00372148536695741,0.00526297507812418,-0.00100992258086721,-0.00108355369255498,1.79225934927619,1,0.0545454545454545,0.0545454545454545,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,0.104189746363184,0.126442901833008,0.0771844474485632,0.160571428571429,-0.0596700757039852,-0.0598628192999054,0.896648867989373,1,0.0575221238938053,0.0575221238938053,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",3,0.357882999052168,0.342676727162124,0.226637212264245,0.316263736263736,-0.0106577845572502,-0.0239340649876054,0.949699220731065,2,0.03438125,0.03438125,0.0289707540808638,0.0409708333333333,0.00719487804878049,0.00719487804878049,0.740072202166065,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
