"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",26,21688.6139147326,19068.2623943385,14538.9103019999,21721.05652267,1228.94017150826,177.66385377217,0.936468784754712,29,27735.7466125331,14174.0131310323,29288.6676057594,30178.8884025768,-3259.44116031649,-2144.72351325585,1.18049955701517,13,27856.2932802312,19203.8331633663,19826.5838266296,40360.0949188423,-2206.45370894094,-396.225077781473,1.19101811186055,27,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",21,2018.49147887575,1728.46351108546,993.29847092238,522.658814530653,-88.5319553858258,-55.2255515185362,0.974916350152209,20,3205.0498211861,2902.62209048152,2421.49072615198,3198.6719449276,-189.154565378922,-144.896080565962,0.933333333333333,128,3382.89521319769,2474.60413624647,2642.20090752691,3521.03628708978,-511.738651324607,-126.716261468444,1.23416709569019,23,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",4,5425.12168878285,5807.48648385128,1586.80002462392,3143.69286570445,-217.013303407035,-167.642772734571,0.7,2,8978.23187564168,8978.23187564167,7047.69814302816,9966.9502973821,-2022.9352523441,-2300.06545324202,0.747094719847586,1,3999.14679407845,3999.14679407845,Inf,0,0,0,1,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Brazil","Brazil2009",72,20945.4935807956,13170.7443518074,18566.5855003071,29427.8835415958,-921.44143535802,-545.501735762902,0.934439814596936,41,12797.9591732593,8325.87876766486,13686.6778013875,14901.7860779056,-231.239743356451,-258.766526324547,1.75183283143305,25,34891.5035120658,26811.5809987537,32201.6851470729,32607.5501128072,527.248812478175,-563.298930809238,2,24,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",3,4010.3620638882,4039.10147509091,307.412910034777,275.276882259078,-6.90678404214948,-12.6987847470706,0.884754594700365,3,14075.5725314833,13369.2631096859,9139.05228431306,18370.3733401577,-1726.36300536422,-1676.13990798035,1,1,6862.25942202988,6862.25942202988,NA,0,0,0,1,10,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,6,5401.54302438582,4291.77171472249,3420.28413698022,2723.04261564215,185.475477544526,472.143526272812,1.00577478733692,NA,NA,NA,NA,NA,NA,NA,NA,8,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",20,21707.2143379286,23688.7648645584,13101.9905468584,14761.2187573922,-337.237541728438,-181.046668314716,0.973557952259418,12,30076.922855848,31701.121843623,18227.6866892887,14174.6630007302,-1806.54733700116,883.169026412631,0.503630353869036,6,14473.9602726315,11500.5437260763,12904.2368722789,29411.5519125178,1232.05055799313,374.723719496566,1.10486691390725,13,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",37,16379.0590103961,15573.3916475485,6979.54114159786,7377.3569461589,460.658472738787,586.820051119802,1.4,10,23449.5760626332,27583.301430589,17120.5525303663,25127.0989055273,1894.92297856507,1763.21125583014,2.73833002944459,52,22908.0339924155,16487.6850230371,18963.9674703971,32356.3572617355,-4054.90435538982,-1222.22235341097,1.33333333333333,28,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",27,11874.4532857799,12095.1667006258,3292.1705146244,0,-82.4844293798783,-258.824855137705,0.720663049331067,28,9023.55728805518,7197.65443117292,10077.1177115201,15163.2981670226,-212.216298467086,680.378835981392,1.43949117080076,12,11336.0491095964,11806.4633006916,1599.47112898487,1838.04947623646,435.415440895015,1381.3240706483,0.949179342015544,47,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,14376.6135275272,14376.6135275272,NA,0,0,0,1,4,5209.37172726192,4389.93117293896,6084.06716198722,4915.25612872482,769.542362022216,1326.42909247381,1.30637540772956,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
