"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",32,1.55669208514884,1.61921885415228,1.01792474530211,1.86798059060643,0.595243369446807,0.263253481768105,1,0,36,1.55715123662824,1.62925282307099,0.524758864218095,0.83197473027772,0.132066828745334,0.317559778936187,2.65122971445146,35,1.92099444313695,1.94596318917398,0.473090161324767,0.52897655156416,-0.172963231651893,-0.201954430826884,0.775614898700875,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",8,1.2604243881139,1.1318450061005,0.429207023373122,0.828392770374625,0.0877104780808104,0.142983781295198,0.196,0,NA,NA,NA,NA,NA,NA,NA,NA,8,1.54644266234867,1.39272598705523,0.728170785796696,0.812760472222923,-0.0930320833610028,-0.0958509757794517,1.7,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",119,2.79550733063649,2.62674621969395,1.03876502259394,1.29472654997864,0.0312594202304163,-0.0242211643654942,0.5418243368313,0,21,2.3605022251723,2.04202043689403,0.683539149490389,0.50065417145851,0.621371863974097,0.416485905131766,0.835351712585615,11,3.95822390910497,3.6770013748711,1.78826394432652,1.98803438235258,-1.34639260321822,-0.865002307593977,0.574904016414128,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",7,2.16673454284441,2.22025526764292,0.30980532964541,0.412284679961821,-0.0650150107562455,-0.0778443425827309,3.20953895880695,0,15,2.086080576701,2.07195476728438,0.445209568299327,0.441508579132859,-0.0465781615520197,-0.0173704830522345,0.284970922967187,3,2.67752163365883,2.4683571580852,0.48478288092449,0.899337774711938,-0.152061189254354,-0.152061189254354,0.277777777777778,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",76,2.06854291983503,1.92054191257518,0.832983948458609,1.14852832868264,-0.109893548943293,-0.0225199458878245,1.19614919435721,11,29,1.88415917378131,1.8312759366544,0.307442953754871,0.226078715429626,0.0739116553707152,-0.0574902310656572,1.80425822354441,15,2.88553116517687,2.79233127551555,1.36488290302175,1.37971045131353,0.0768864328836495,0.090072960574328,1.01870197914206,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",7,3.58366470320225,3.49134468335044,0.444057353449699,0.55841185606522,-0.0684246638230932,-0.053900893356527,0.562814545729282,0,6,3.90137544923125,3.78268258945267,0.492356532932293,0.413288722574542,0.0724315718829277,0.0643844159336607,0.917042702436447,2,3.26220324043218,3.26220324043218,1.02632061661948,1.45143653536639,-0.403474423622278,-0.384203788773455,0.614623445273616,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",4,2.45456519125274,2.61734021542085,0.605913404558247,0.605264139925968,0.180486045359459,0.237745686251816,2.1195590253813,1,6,3.26121724937415,3.20112455664016,0.957504307943632,1.65951462672508,0.41699291419143,0.360222536924906,0.320888721990784,7,2.1564213848509,2.19697632203125,1.08154800421023,1.78061788771932,0.373864934705929,-0.11114512470474,1.61929817726153,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",55,1.69943059241818,1.46836878197522,0.597801820850399,0.66072730247161,-0.028717459701524,0.0444678695104576,0.824940998515263,0,41,1.74807307473553,1.59963881140084,0.746539066088683,1.04275678461112,0.115247826436887,0.163972650111448,0.992267907295225,38,2.29287592010249,2.39280515444438,0.803360009795955,1.31792720397439,0.145261884602729,-0.0839559226773103,3.32016210077251,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",100,2.58349942595695,2.28460521801074,0.905884847472893,0.92303871687429,0.052068389882551,0.0527496524158935,0.99539894826515,0,7,3.17598447061495,2.85521482515751,1.56647553243838,2.90180202904196,-0.673172956250255,-0.537689089539358,0.20329023265577,7,4.04257277019066,4.25821503335844,1.32111380681499,1.12149663396769,-1.43666935232456,-0.821231664411775,0.0757364130123701,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",36,2.58544804056679,2.41268446831557,0.646868604598322,1.10441712293976,0.054692961565177,0.0213855255626602,1.03412827535318,2,41,2.31684355473842,2.5135068980338,0.79473719314232,0.842088182463918,0.110272873723255,0.0404382286570017,2.00563287231088,32,2.14730055396651,2.80334569650384,1.78518206501909,1.74410914091683,1.70768169690421,1.08177317560787,12.3684102156614,"2010","Latin America and Caribbean","Colombia","Upper middle income"
