"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",7,0.301535973984582,0.421694105499186,0.253625255707598,0.452247365070781,0.0520753277799173,0.0796451437872291,0.839826986306699,2,0.548387096774194,0.548387096774194,0.045619792334616,0.0645161290322581,0.00444938820912125,0.00444938820912125,0.878787878787879,1,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",10,0.519801043796949,0.551659130019161,0.323314474344632,0.565723270440252,0.0791095460674502,0.057724367798902,1.12326126418593,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",42,0.442301647607002,0.430823439689877,0.301428166074018,0.43862186619196,-0.300553687777132,-0.211914285068204,1.33116980489448,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",10,0.409790914832728,0.480124344159884,0.25159393268581,0.513482378308982,-0.107317476660413,-0.162800022806279,4.33524201509809,NA,NA,NA,NA,NA,NA,NA,NA,0,"2015","South Asia","Bhutan","Lower middle income"
"Chile","Chile2010",18,0.312580592790521,0.261450855290312,0.249659104426012,0.282113319590847,-0.114439797433592,-0.137945586592887,5.75519595169026,1,0.121580547112462,0.121580547112462,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",121,0.286563316595598,0.25198483767708,0.180057745360045,0.233035330959416,0.0225034782660251,0.0400656346229368,1.07580465880992,3,0.540582680046235,0.532455427072904,0.053643854813777,0.1036135038838,0.0118132872134325,0.0109315207915933,0.664686004734159,3,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",14,1.50525503362882,1.8133473472907,1.11166678992494,1.49594694178335,-0.653018750536086,-0.0673371463054068,1.07048211975614,5,0.649257313943287,0.592444507099306,0.538693286715634,0.546245906448503,-0.577825467205331,-0.453865612647235,2.58233038166604,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",8,0.540354334573734,0.655637516996187,0.216469063378798,0.388298463886389,-0.0535503508782865,-0.078107653851643,0.910090576340123,1,0.258038904327114,0.258038904327114,NA,0,0,0,1,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",5,0.561027573943565,0.601212225163351,0.285962993139014,0.195164176030686,-0.0913935308769906,-0.114588458489101,1.12317398119391,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,0.576946228213643,0.57198676271095,0.145489951477308,0.217708812021554,-0.0805103567341347,-0.0196902950710733,1,1,0.384615384615385,0.384615384615385,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",9,0.159567854099757,0.142839678173732,0.142561832497524,0.254686377597128,-0.0719811071383763,-0.073883811911696,1.79237694518056,3,0.175459310269897,0.0776365828772841,0.246366214559707,0.475105023080722,-0.0296165644959369,-0.0398209193506002,0.892858110592507,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",171,0.348758956318265,0.284532020314133,0.317471905159107,0.40974866717441,-0.0120168357945451,0.0189357300282294,1.33333333333333,1,0.0331967425696353,0.0331967425696353,NA,0,0,0,1,17,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",6,0.489286541866547,0.480197070957113,0.42003912473456,0.48511576028676,-0.13231610916084,-0.266433525135996,1.24505109175674,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.053528824612128,0.053528824612128,NA,0,0,0,1,4,-0.0210665410980117,0.00415691780397663,0.650890707040589,0.415757000082588,-0.0599089068224941,-0.0599089068224941,0.172222222222222,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",5,1.70677406111702,1.33057738731288,1.35594071213963,2.05162187457016,-1.14054048488441,-0.907912245448661,2.09518205744607,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",7,0.12494122778921,0.0957236601341995,0.0884245277270248,0.162399079097795,-0.0363615527991571,-0.0421116382939602,0.75,1,0.204545454545455,0.204545454545455,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,0.227608653317394,0.148567864102083,0.266728188957186,0.411524313021474,-0.174287484970866,-0.176121428123476,7.60951650063645,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,-0.391304347826087,-0.391304347826087,NA,0,0,0,1,1,0.170940170940171,0.170940170940171,NA,0,0,0,NA,5,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",373,0.363963829741397,0.352734467236391,0.231127434238552,0.358264139915761,0.00711422412916027,-0.0805776154918621,0.98330092807712,1,0.392798690671031,0.392798690671031,NA,0,0,0,1,4,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",108,0.507495968087951,0.505518015896421,0.320737316208549,0.49020536353481,-0.0500947652779237,-0.290276550693316,0.868494487144486,8,0.592313623805143,0.615136938425748,0.249406426875187,0.370869033047736,0.0244006768650308,0.042084886745425,0.927113422512735,5,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",131,0.281458537368322,0.223378726745414,0.260503396104618,0.364507767638375,-0.0243807314568304,0.0149059985844976,1.47605722821874,4,0.251769942618516,0.143427799392505,0.235191362279052,0.376389755712289,0.124758493442432,0.123347319416121,0.246866927012296,2,"2011","Middle East and North Africa","Iraq","Upper middle income"
