"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,10991.3112366537,11318.8661271782,7322.71557069829,7274.91405672718,-848.38774425086,858.892970181248,1.01123639843384,1,33195.2421756739,33195.2421756739,NA,0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",7,16670.0660539922,14587.8397334263,13197.7598944473,24834.2127631534,4050.08028792308,2568.75205456721,2.50779839649933,2,745.575052679596,745.575052679596,1527.57911360639,0,1562.78817066309,1027.47074271148,7.3307261705225,4,1,4190.95642891516,4190.95642891516,NA,0,0,0,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",9,35318.1852616622,37198.4685517953,19605.0888437625,21203.1989059932,18011.0210251881,58791.7521967099,0.91657979399578,NA,NA,NA,NA,NA,NA,NA,NA,11,1,111857.615273707,111857.615273707,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",5,90537.4255499511,92040.6818465327,43210.2581892084,51303.7235761784,-34899.8414930524,-10305.7446054709,0.176097676842094,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",22,23565.3343719858,17495.0398235868,14850.9185194367,16051.2664785423,2997.46062582602,3185.21701475988,0.116413854446906,53,22544.2831983315,23559.2309510254,12936.6350811177,20705.405572839,985.791853053445,859.171107813572,1.656285659138,18,11,19664.2383924266,19695.520292353,8071.92369618888,8471.9062994976,-2579.34833903445,-2825.67519123417,0.332662350094714,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",1,897.146795664143,897.146795664143,NA,0,0,0,1,1,14444.0634101927,14444.0634101927,Inf,0,0,0,1,48,2,10459.3361862343,10459.3361862343,130.237923076327,0,66.7266618009834,69.0690889311923,1.69394742081279,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",177,11408.9168265991,9364.1441063092,9058.79850614436,12278.0532813968,341.344093597459,1128.96764188452,0.898566290079276,101,10426.9724244787,7631.239648025,9272.69297192897,10170.8296271369,1683.34435150531,2561.72749387882,1.27610397265225,194,79,8578.48568028842,5269.19655789472,9118.93008595292,6714.9767434687,-147.467540637737,-1797.42034731979,0.994712693285059,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,7616.32390847659,5093.44471149383,7681.89274284245,6584.54137725649,-1974.97099259778,-2144.86717450535,0.335785263010314,1,12553.1056978779,12553.1056978779,Inf,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,12623.0195585097,12623.0195585097,NA,0,0,0,1,5,1,4517.26786876434,4517.26786876434,NA,0,0,0,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",3,60172.9291505864,63048.8966290102,15857.8913553752,31312.4815558953,-1447.81398234911,-1469.47427642646,1.00157557751935,2,12002.4810072798,12002.4810072798,11824.462055782,16722.3146070529,4897.53754536979,5124.58028280654,2.69067026043258,4,1,176355.60808367,176355.60808367,NA,-2.91038304567337e-11,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",13,32818.437277376,34925.8636047147,21352.1994350345,26879.343272795,9135.86615624947,21698.585105577,46.8590912237976,5,23394.7172484982,23193.3842592991,20949.7741467562,20064.3553941485,4695.48511640151,6040.73697160868,1.55985310289206,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",3,23254.1068223062,28228.4500102973,14987.7797675756,29560.3774511118,3074.81908556566,3366.24722210713,1.675,1,2064.62287058261,2064.62287058261,NA,0,0,0,1,3,1,78678.8715546347,78678.8715546347,NA,0,0,0,1,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",2,-23402.5993359727,-23402.5993359727,19372.8824990619,0,-544.488601398813,-1110.70512861218,0.977079429511111,1,1425.26329509054,1425.26329509054,NA,0,0,0,1,15,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",2,7515.61371516489,7515.61371516489,3772.47800556107,5335.08955921867,889.181593203111,889.181593203111,1.5,4,15334.1008676887,11949.5966630061,9579.97276623101,13258.662108491,2500.75530057934,2236.0206566306,1.624437221149,7,1,76788.7631059741,76788.7631059741,NA,0,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",41,9175.60324009509,8658.56662857525,13960.6603332309,14609.8824397328,6437.16557919554,7048.7488380685,1.19977427242144,28,16288.0064432878,14296.712414829,18878.3830280504,16261.9135058296,6715.20145532852,4880.3721365885,0.64198985696468,35,1,21706.9594785462,21706.9594785462,NA,0,0,0,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",21,15910.9155221571,10749.7599756148,12654.3655082903,14118.3087038791,3509.94351943721,2904.45257590029,2.90915135858192,12,16623.4306301397,9990.42619205231,13841.9228160739,17944.5155888144,-2761.32241432264,136.000690257807,1.23637585001562,65,8,19997.163607456,18178.1433977913,18146.3559591657,14040.23510736,986.767867616837,-2507.52282153731,0.168567842141067,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",4,66466.3723844233,78967.2248985741,48299.0262683043,70537.4359640794,16920.4063430315,16455.9963145936,11.8174081023488,2,32771.2828945734,32771.2828945734,3488.34963013294,4933.27135723317,-1196.35912686792,-1969.16293671072,0.746631006677676,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",6,124264.765514605,121118.949393366,14049.3539270311,3767.12482081303,-604.380814270512,4477.59158838659,0.959900976141815,2,85601.8088809895,85601.8088809895,9693.03751719612,13708.02511741,2641.52008802691,2778.65374001554,NA,3,1,156336.559101605,156336.559101605,NA,0,0,0,1,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",1,12573.8936275312,12573.8936275312,NA,0,0,0,1,2,44432.5130444722,44432.5130444722,54676.5967501398,77324.3846684523,6822.73982368697,6822.73982368697,1.21428571428571,8,2,5725.72191084781,5725.72191084781,721.869621463127,1020.87780893829,-198.40059058671,-193.614756867606,0.702971811960752,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",7,13966.8676713942,9567.34193519942,13995.5539411929,21428.4392918142,8019.25639840841,4853.05353416895,3.99340682494449,3,35307.0702536825,36303.6262514753,10492.0482508674,9675.56476967374,6703.008468464,12951.4732857333,17.3884291433071,7,1,3740.4778216398,3740.4778216398,NA,0,0,0,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
