"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,28849.7837263305,17089.1775967515,46077.2479818171,58358.1986733826,42913.4379832082,57323.1858038727,1.01409326203194,1,13334.8408739887,13334.8408739887,NA,0,0,0,1,2,337858.052261966,337858.052261966,310706.716178205,439405.651939626,-101717.970971641,-100358.080998557,0.551113845982197,7,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,4,37233.1546947299,28366.9587412661,37706.227671552,74450.6805246522,-11682.4033319248,-9761.51557296225,0.855052349922706,5,4903.08938142905,5123.39982866861,1417.67996047957,2116.80621396563,-10.1383718536215,-46.477041409282,1.0094454281092,10,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",1,5007.77661779469,5007.77661779469,NA,0,0,0,1,10,2744.52716915011,2516.40013404764,2698.58598507926,4400.65816678895,221.211303693012,348.330606263468,1.36294063791855,29,2393.76161243221,1550.74816131015,2057.84094142002,2511.66596982786,-110.419500757117,-95.6671332982462,0.557361789754893,4,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",2,57254.1065128001,57254.1065128,31983.3780547233,45231.3270154957,-6634.9497387923,-6755.32806075585,0.781878941559652,5,5847.69228115266,3378.90483801887,6964.32833804196,5081.71508089285,-1304.71953063801,-1339.45760786732,0.694192714072935,2,4640.61225773148,4640.61225773148,1083.98029122138,0,-108.25978068996,-205.116992638154,0.919813737773,4,"2015","South Asia","Bhutan","Lower middle income"
"Chile","Chile2010",9,83758.4206280201,63945.0089711681,99953.5270799833,73968.5621695968,20485.6013072489,54480.4636643602,0.663109369901339,3,15649.755669812,7121.47982223079,17149.8953742061,30956.7386117114,-1647.68060120064,-1637.75669497773,0.804881226867081,5,24640.1204440505,30168.3070739277,12798.3841251507,23864.5943499652,958.310514163003,414.64087065732,0.81497392920062,12,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",57,26832.2128934308,14399.9706772126,29385.492028386,19867.646665685,-429.415024303901,-7004.91026431175,0.62175775082581,15,21374.2470578228,23747.0836854509,13436.7423088748,21990.3391019572,1109.60544670201,550.341312598257,1.1570078557505,45,20218.8120095245,15304.8595570485,16751.6897717893,17333.7628187869,-458.24706677911,-748.098076426566,1.19193611716427,34,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",2,29232.8880882621,29232.8880882621,49834.2004104116,70476.202090423,29219.9455981506,25283.8352132308,2.81040854808297,8,2285.19315310014,1097.0738628235,4174.78531039051,3151.41220995048,329.743591293778,128.017875799767,1.03201558622123,8,17211.169147489,12122.1798306989,13275.1348477097,10911.8999291141,170.758964906285,366.455150356699,1.09375,12,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",2,59391.1346344603,59391.1346344603,32487.2846974523,45943.958623813,1098.31877003905,1192.67612680327,1.03799426129609,3,54373.9493166033,69105.6755932155,24918.5262837037,42659.024439826,811.23422876171,1183.26644866137,0.969650735552191,5,20341.0725053113,18019.2753760162,5721.43892766255,5546.36438842948,-499.574296629653,-474.701860766551,0.985854483799293,2,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,1,18001.8819163028,18001.8819163028,NA,0,0,0,1,3,14284.7273216889,12971.4804452198,13287.2069981971,12699.4764009925,1535.3939686869,3820.79481484751,0.91788027562206,7,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,9922.09814018129,9922.09814018129,NA,0,0,0,1,2,3595.4763932279,3595.4763932279,571.622079783768,808.39569778212,155.460711111946,155.460711111946,1.625,3,25682.7224627256,22447.6548934166,26809.21927705,41654.0074434116,4659.03360408076,358.889451171408,0.541241667980822,5,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,4,9266.58598387871,794.063454760858,16179.7629618617,31089.5169311904,4428.50676181265,4550.00736784929,NA,6,25013.4784414442,20345.7646830213,28535.7864195028,62835.9266903141,5556.60952963095,5307.57782339417,1.69880723841607,4,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
