"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",3,15818.4545305145,14751.4745980906,3081.46730056199,6160.87380879437,-110.33166945228,82.7684205784354,8.57647291134669,5,12393.4340080707,20200.3796930345,26490.8470283215,46583.3808464417,12637.8720891343,6834.37279013305,1.15564265992313,1,9545.99645899454,9545.99645899454,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",41,4914.01939551792,4263.02197371186,4817.99923473231,5831.38653329195,1221.59664195691,758.452974449786,0.958893594366825,21,16489.3747620191,10478.7108613295,17625.661578764,29026.0068474488,-10054.7717397239,-9114.64847933454,0.225934482667214,36,6174.67674911016,3061.65400727438,6917.76190182756,4657.93535509718,-982.071393700924,-1028.37908013701,1.04189928379446,15,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",74,10978.1269359555,7711.75489427449,10167.5705702286,11212.143040407,1398.99066308937,777.59565184901,1.02427741583275,14,27901.7837207668,24667.98677814,21652.7127169399,10751.7399099685,-3591.19244774952,-3689.38915627611,1.79924126837838,27,8689.97122161996,8340.22853863749,5211.82908718499,9350.0990388948,1051.4591058487,1090.24897385037,1.85764335374498,16,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,7332.77039624533,7332.77039624533,Inf,0,0,0,1,3,34057.6245377636,38964.5354368619,13736.193363557,27215.8065255938,4230.73122101632,4845.70078037717,4.02654628741209,2,10092.9512009634,10092.9512009634,763.080776895049,1079.15918387118,280.014369286374,350.25341932661,3.32745178408064,5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",15,13582.2266322113,10106.2338835628,7314.70739813922,13162.1731347456,-44.4322363755807,274.25841485083,2.62571100335954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,23429.4119601883,23429.4119601883,NA,0,0,0,1,1,16719.7074996581,16719.7074996581,NA,0,0,0,1,1,19404.55714356,19404.55714356,NA,0,0,0,1,7,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",7,1608.47182699099,1707.24814872051,1034.51898657789,1463.0282079528,320.335593746763,445.864658048966,3.07712992737886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",21,4138.85399553037,3089.71886936992,4026.48207636015,5956.5109978792,372.879881924515,-1619.95781140368,1.0693586302689,16,8676.43929678728,5075.89807522395,11904.4264651668,17168.6292173327,662.656661843754,5852.04400496919,0.494391434784784,41,5000.32554201481,2568.88568394049,7090.59421571042,6347.90261509874,2852.38698111555,2243.82537049689,1.66666666666667,33,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",3,-4155.49508610984,-2940.82456368829,16644.8111577455,32890.9349048412,-16393.6894362485,-16867.2230389149,0.0497607655502391,3,224001.948125727,2694.55926868251,400587.486353891,704309.372096791,-202870.543638532,-214539.331006955,1.07339449541284,7,4398.47692951906,4680.23177973394,8573.6538402656,9940.36019258401,-629.359761402804,-536.276940149075,1.42791666666667,14,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,5122.39913188201,5122.39913188201,NA,0,0,0,1,4,10235.8786096714,9552.90558816055,5082.85543808836,7291.32650991764,-3615.11199790785,-1467.25456730647,0.30075522748928,4,12660.6778131976,3447.50750037093,14665.5260358084,23387.7045085984,-9070.0070548069,-5229.14308876211,0.552227660497085,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,2,16531.4803957471,16531.4803957471,8365.83559206649,11831.078154884,3813.75575317938,5683.55715283642,33.7221113825807,3,3969.5852056625,4059.95898082806,1021.66300318645,1337.98025529549,801.27802795037,783.197260424645,0.960958076637149,2,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",22,16964.3240910022,10668.7058569332,26996.6236134852,26574.0097332261,977.079810760905,8126.74899470097,0.406098362837842,12,11269.4515980223,9617.2981748585,6945.04047922129,10460.175081939,-2378.77714226991,-2211.32304514682,1.87435284893753,40,11609.2431180707,6140.45075697918,12169.4286758513,18186.053722111,-2998.17771464962,-3443.50091102006,0.787948032131267,27,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",7,1061.4378477618,1233.42508970293,1312.97712199831,808.8077432326,246.212408559838,329.892991770588,0.98118048405376,NA,NA,NA,NA,NA,NA,NA,NA,1,2282.00497620363,2282.00497620363,NA,0,0,0,1,6,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,3,104508.093600526,105271.556253438,72541.0519625219,145076.077468513,-6295.77537326194,-6295.77537326194,0.783018867924528,1,9201.81177869811,9201.81177869811,NA,0,0,0,1,4,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,24303.6144671236,24303.6144671236,Inf,0,-6.25464012363461e-28,0,1,1,5886.68862525486,5886.68862525486,NA,0,0,0,NA,1,209397.923955494,209397.923955494,NA,0,0,0,1,4,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",12,9392.88328099429,9127.16649592423,7672.45307212384,5138.57464493774,-2314.60515598205,-2982.90838612629,NA,5,12526.1678202128,13499.7705448146,1986.44877570808,1690.2761041086,504.641003126178,374.869711537307,14.7741993514808,1,5920.01687204809,5920.01687204809,NA,0,0,0,1,11,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",1,22831.7529156771,22831.7529156771,NA,0,0,0,1,1,1752.13940908903,1752.13940908903,NA,-2.27373675443232e-13,0,0,1,1,1499.64161207859,1499.64161207859,NA,0,0,0,1,3,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,1239.01510702791,643.400633304267,1140.47446900274,1593.77501536289,-451.607127738517,-1032.26493612173,0.381036078562714,NA,NA,NA,NA,NA,NA,NA,NA,4,671.874323900867,339.389816876293,961.257208484249,1753.36935703732,123.798287260853,69.8307050712774,1.130502835677,19,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",5,2887.96219020708,1338.00227702377,2978.80333738455,4846.6223784584,467.865217805537,551.706170782361,NA,1,-1454.3503011128,-1454.3503011128,NA,0,0,0,1,1,1979.0798897543,1979.0798897543,Inf,0,0,0,1,36,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,20829.18783022,20829.18783022,NA,0,0,0,1,9,12634.9825240775,12399.2484958741,5971.82207664055,6572.0112568176,-3914.53964284723,-4202.63691020324,NA,4,13590.5650822816,12512.0025679269,8992.29363786646,15606.7972582953,-2241.61203826433,-2241.61203826433,0.75,9,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,1229.56903317396,1161.76881707963,693.943448863555,791.672460105748,128.305679521267,-7.91195085647016,1,1,4198.02919857779,4198.02919857779,NA,0,0,0,1,1,11048.7852736088,11048.7852736088,NA,0,0,0,1,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Tunisia","Tunisia2013",1,3694.02036898309,3694.02036898309,NA,0,0,0,1,9,10527.8074752709,5861.09962342961,12568.7521165964,13222.1025701489,28.6179410809928,-2390.04981553684,1.11885170955513,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",1,2885.15243398152,2885.15243398152,NA,0,0,0,1,4,4081.45105857046,4277.13993146757,1313.74213375174,1861.61026097379,490.298259197396,553.538220063323,2.509748203808,1,2651.2490045123,2651.2490045123,NA,0,0,0,1,4,"2009","East Asia and Pacific","Vietnam","Lower middle income"
