"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,0.0107231627966277,0.00186752230402884,0.0190360245053911,0.0125566387086987,0.00402728324938521,0.00402728324938521,0.6875,1,0.163265306122449,0.163265306122449,NA,0,0,0,1,1,0.0397245762711864,0.0397245762711864,NA,0,0,0,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",15,0.401271039403341,0.589779424168774,0.761100966078066,1.15655372675169,-0.0551053455138047,-0.112066706961246,0.9375,26,0.538596761956758,0.569513102604114,0.240443796494065,0.29670044850345,-0.00714689286225195,-0.01198437413533,1.40382273851783,5,0.424586750760782,0.374002218680864,0.186035488600271,0.169779668378924,0.0710132602944871,0.148363636180819,0.633996403989219,0,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,0.185489415863187,0.228433771553228,0.15462592447644,0.30243288590604,0.0229184958244781,0.0211954103605684,1.22042436058748,3,0.27565561674181,0.131475680840012,0.320963010670015,0.528624856156502,0.107411719277531,0.105502461695854,0.590662460472278,1,0.00774793388429752,0.00774793388429752,NA,0,0,0,1,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",10,0.523853930178549,0.538275824079635,0.13732930664331,0.158533385806111,0.0306895417871515,0.0235238560399091,0.731182135095131,14,0.338493438928448,0.306356330484256,0.211973188843075,0.32432104997476,-0.0232397715646112,-0.0232735855342625,1.0979785633396,5,0.224241085336439,0.231814262916791,0.174175291028126,0.27639883518003,-0.0091483803168109,0.00394711902761063,0.980091057673335,1,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",4,0.172792180496191,0.130537974985896,0.139890795040248,0.127846535513506,0.0266104872893353,0.025553132368601,0.836977182327918,1,0.197368421052632,0.197368421052632,NA,0,0,0,1,1,0.579710144927536,0.579710144927536,NA,0,0,0,1,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",3,0.948790198760665,0.265486725663717,1.27033825199659,2.24818286375997,-0.226082374085848,-0.226082374085848,1.5,1,0.69101678183613,0.69101678183613,NA,0,0,0,1,1,0.756681128788524,0.756681128788524,NA,0,0,0,1,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,0.317834020011772,0.317834020011772,NA,0,0,0,1,4,0.179780958723255,0.179282274401904,0.103436683389755,0.140307481439685,-0.0016662242514638,-0.0325410632362306,0.856988838651502,NA,NA,NA,NA,NA,NA,NA,NA,6,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",4,0.410167766957659,0.35916509815609,0.195804594606268,0.375475450073533,-0.0476917335130252,-0.0531969361265807,2.10032423438291,4,0.400104556801039,0.221250376458013,0.426704940390437,0.895736512426753,0.140890060049783,0.122974472897432,0.612746743005269,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",7,0.249813581155529,0.171063736430302,0.30109112521781,0.291693204270706,-0.0146449736734031,-0.0131069166139823,1.29754690583298,25,0.358913540042507,0.298623158550859,0.310754905009885,0.423882058996579,0.00720785371102003,-0.00487975859876988,0.787152525651597,22,0.26536897048311,0.209562812360581,0.238809509343472,0.401597269044384,-0.0023519489392487,-0.0403019126000093,2.15792414447178,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,0.3498186802939,0.275245839796867,0.380452067510604,0.6405222627111,-0.0382959610588501,-0.0154214416835795,2.08690224244443,1,0.0791823957278335,0.0791823957278335,NA,0,0,0,1,1,0.347222222222222,0.347222222222222,NA,0,0,0,1,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
