"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",10,0.205457721686392,0.0911479256701274,0.231174592150362,0.345032623434633,-0.0168373023673607,-0.0258920562643533,0.400189957774481,10,0.205457721686392,0.0911479256701274,0.231174592150362,0.345032623434633,-0.0168373023673607,-0.0258920562643533,0.400189957774481,10,0.205457721686392,0.0911479256701274,0.231174592150362,0.345032623434633,-0.0168373023673607,-0.0258920562643533,0.400189957774481,-20,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",23,0.418260617439979,0.460330042882186,0.278641942699974,0.343333333333333,-0.186972590540206,-0.125674461658912,1.79384590725983,23,0.418260617439979,0.460330042882186,0.278641942699974,0.343333333333333,-0.186972590540206,-0.125674461658912,1.79384590725983,23,0.418260617439979,0.460330042882186,0.278641942699974,0.343333333333333,-0.186972590540206,-0.125674461658912,1.79384590725983,-41,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",28,0.0562799964182303,0.00672269766758861,0.0876311361540939,0.0783248458985301,0.0262065303717972,0.0337193157978203,1.27961565563884,28,0.0562799964182303,0.00672269766758861,0.0876311361540939,0.0783248458985301,0.0262065303717972,0.0337193157978203,1.27961565563884,28,0.0562799964182303,0.00672269766758861,0.0876311361540939,0.0783248458985301,0.0262065303717972,0.0337193157978203,1.27961565563884,-55,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,10,0.203731487797499,0.241896968172444,0.0825301481825726,0.158157894736842,-0.0330449413756148,-0.0341266261145534,1.25,10,0.203731487797499,0.241896968172444,0.0825301481825726,0.158157894736842,-0.0330449413756148,-0.0341266261145534,1.25,-10,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",135,0.203321512665106,0.162034949520317,0.152064084552722,0.161611499926744,-0.0576574878646877,-0.0454423823347228,2.30769230769231,135,0.203321512665106,0.162034949520317,0.152064084552722,0.161611499926744,-0.0576574878646877,-0.0454423823347228,2.30769230769231,135,0.203321512665106,0.162034949520317,0.152064084552722,0.161611499926744,-0.0576574878646877,-0.0454423823347228,2.30769230769231,-260,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",12,0.174833583882259,0.113722334510204,0.152991595609826,0.167367378720167,-0.0536601824941268,-0.0415628096623675,9.5661327963593,12,0.174833583882259,0.113722334510204,0.152991595609826,0.167367378720167,-0.0536601824941268,-0.0415628096623675,9.5661327963593,12,0.174833583882259,0.113722334510204,0.152991595609826,0.167367378720167,-0.0536601824941268,-0.0415628096623675,9.5661327963593,-22,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",30,0.303194947652925,0.299924974274684,0.154328133797841,0.123636363636364,-0.00368978217444842,0.00375376019780792,1.06673190680689,30,0.303194947652925,0.299924974274684,0.154328133797841,0.123636363636364,-0.00368978217444842,0.00375376019780792,1.06673190680689,30,0.303194947652925,0.299924974274684,0.154328133797841,0.123636363636364,-0.00368978217444842,0.00375376019780792,1.06673190680689,-59,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",18,0.239484180940701,0.238089482378372,0.114832696339831,0.179411764705882,-0.0456694428727668,-0.0417291832373813,NA,18,0.239484180940701,0.238089482378372,0.114832696339831,0.179411764705882,-0.0456694428727668,-0.0417291832373813,NA,18,0.239484180940701,0.238089482378372,0.114832696339831,0.179411764705882,-0.0456694428727668,-0.0417291832373813,NA,-36,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",156,0.130717144133468,0.100863451544014,0.100725196577739,0.164047619047619,0.0125939178807784,0.0318278490049529,0.8,156,0.130717144133468,0.100863451544014,0.100725196577739,0.164047619047619,0.0125939178807784,0.0318278490049529,0.8,156,0.130717144133468,0.100863451544014,0.100725196577739,0.164047619047619,0.0125939178807784,0.0318278490049529,0.8,-311,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",18,0.266623307641903,0.285714285714286,0.0706033681711871,0.029038461538462,-0.0549842854803519,-0.0368025034589518,NA,18,0.266623307641903,0.285714285714286,0.0706033681711871,0.029038461538462,-0.0549842854803519,-0.0368025034589518,NA,18,0.266623307641903,0.285714285714286,0.0706033681711871,0.029038461538462,-0.0549842854803519,-0.0368025034589518,NA,-36,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,0.0861325583858028,0.0913784643840445,0.037124893357553,0.05792849864225,0.0101411327100806,0.00105435298332721,1.03665312742951,NA,NA,NA,NA,NA,NA,NA,NA,7,0.0861325583858028,0.0913784643840445,0.037124893357553,0.05792849864225,0.0101411327100806,0.00105435298332721,1.03665312742951,-7,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",26,0.190172487984021,0.177742726924586,0.0873635048097126,0.083333333333334,-0.0277558332330163,-0.0298742281636052,0.816670453987453,26,0.190172487984021,0.177742726924586,0.0873635048097126,0.083333333333334,-0.0277558332330163,-0.0298742281636052,0.816670453987453,26,0.190172487984021,0.177742726924586,0.0873635048097126,0.083333333333334,-0.0277558332330163,-0.0298742281636052,0.816670453987453,-52,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,8,0.114047974295549,0.124210489416829,0.0907524365605762,0.189254087357946,-0.0377974554531888,-0.0217945172716705,0.822761946582292,8,0.114047974295549,0.124210489416829,0.0907524365605762,0.189254087357946,-0.0377974554531888,-0.0217945172716705,0.822761946582292,-8,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",7,0.191150650197542,0.167021254655387,0.155342294048252,0.121877094972067,-0.0490745389145881,-0.0950732676438175,3.5098220039397,7,0.191150650197542,0.167021254655387,0.155342294048252,0.121877094972067,-0.0490745389145881,-0.0950732676438175,3.5098220039397,7,0.191150650197542,0.167021254655387,0.155342294048252,0.121877094972067,-0.0490745389145881,-0.0950732676438175,3.5098220039397,-14,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",19,0.154824055228288,0.133333333333333,0.149260161407036,0,-0.0157528721523939,-0.0431948641939273,0.6777836854807,19,0.154824055228288,0.133333333333333,0.149260161407036,0,-0.0157528721523939,-0.0431948641939273,0.6777836854807,19,0.154824055228288,0.133333333333333,0.149260161407036,0,-0.0157528721523939,-0.0431948641939273,0.6777836854807,-36,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",7,0.137994380370519,0.122207517441302,0.0850975737810448,0.0708221111111111,-0.0253917608890374,-0.0289064328850746,1.18284111951773,7,0.137994380370519,0.122207517441302,0.0850975737810448,0.0708221111111111,-0.0253917608890374,-0.0289064328850746,1.18284111951773,7,0.137994380370519,0.122207517441302,0.0850975737810448,0.0708221111111111,-0.0253917608890374,-0.0289064328850746,1.18284111951773,-14,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",136,0.233098343481195,0.271498314640077,0.130743803952494,0.145887445887446,-0.0173594337327437,-0.0567443750202921,1.22777031554528,136,0.233098343481195,0.271498314640077,0.130743803952494,0.145887445887446,-0.0173594337327437,-0.0567443750202921,1.22777031554528,136,0.233098343481195,0.271498314640077,0.130743803952494,0.145887445887446,-0.0173594337327437,-0.0567443750202921,1.22777031554528,-266,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",9,0.10259181938328,0.10621522193941,0.0847154862308012,0.0906212992031095,0.00685456558832055,-0.00545223054097037,0.750427394653144,9,0.10259181938328,0.10621522193941,0.0847154862308012,0.0906212992031095,0.00685456558832055,-0.00545223054097037,0.750427394653144,9,0.10259181938328,0.10621522193941,0.0847154862308012,0.0906212992031095,0.00685456558832055,-0.00545223054097037,0.750427394653144,-17,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",16,0.0876114088428764,0.084372244891161,0.0649091053532207,0.0888970588235294,-0.0230722628525322,-0.0155771869822656,0.392941681112221,16,0.0876114088428764,0.084372244891161,0.0649091053532207,0.0888970588235294,-0.0230722628525322,-0.0155771869822656,0.392941681112221,16,0.0876114088428764,0.084372244891161,0.0649091053532207,0.0888970588235294,-0.0230722628525322,-0.0155771869822656,0.392941681112221,-30,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",26,0.142232632423725,0.12973668998726,0.0907626636658674,0.158333333333333,-0.0189634805035617,-0.0240076895289391,1.45994525355403,26,0.142232632423725,0.12973668998726,0.0907626636658674,0.158333333333333,-0.0189634805035617,-0.0240076895289391,1.45994525355403,26,0.142232632423725,0.12973668998726,0.0907626636658674,0.158333333333333,-0.0189634805035617,-0.0240076895289391,1.45994525355403,-51,"2014","Sub-Saharan Africa","Burundi","Low income"
