"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,0.265563696870939,0.265563696870939,0.0197006712824694,0.0278609565155224,-0.00610306703301919,-0.010087587703896,4.79709115042877,9,0.201972567702612,0.196568904012562,0.141344235648417,0.112603305785124,-0.0286199275497289,0.00509595435957789,32.0077599092402,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",44,0.22569115847733,0.2,0.155305279042596,0.223333333333333,0.0148002205664538,0.0341082448893538,0.744057451577393,65,0.0722802526819997,0.04,0.0734713497142045,0.0741499288762447,0.0356747001710817,0.0450988874315242,0.774823918625108,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",88,0.302590356463941,0.276750064886536,0.208102085267968,0.277329375,0.0381811857878805,0.0429161058675843,0.36289894204844,36,0.289454968563072,0.230053256786029,0.17959935290013,0.18344586800201,-0.0556075985105741,-0.0360818282834433,3.90251207124214,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",5,0.22509885360457,0.222291113692633,0.022193652495371,0.0236105832839256,-0.0142411338925425,-0.0139812415152627,1.36676328060977,2,0.223090760425184,0.223090760425184,0.0892238090537269,0.126181520850368,0.00955920612502787,0.00955920612502788,0.868421052631579,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",14,0.141932756408004,0.120657085397928,0.0752165434886078,0.126666666666667,0.0168569766245064,0.0321075443832204,0.51414493021969,4,0.237656628116165,0.204412328312319,0.108706565592837,0.214855713134569,-0.049418157952668,-0.039941577340718,1.56709085367953,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,0.276923076923077,0.276923076923077,NA,0,0,0,1,8,0.234723858232002,0.246809116298149,0.0705073964908197,0.102629829931973,-0.0715834800223372,-0.0943524702301735,0.856838013837199,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",12,0.389415763097473,0.38817828110532,0.191368827328676,0.274117647058823,-0.0769115708587711,-0.0631602772158376,0.421986879696825,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",71,0.365871777340021,0.319202324884353,0.284563362561748,0.36,-0.0819816798757943,-0.10785894701564,1.01721624771212,20,0.491038187297353,0.208861628088982,0.479752221503359,0.92,0.0763976881804515,0.0300665064962823,0.364280504088946,3,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",9,0.115926263833287,0.0545986177565125,0.13195392479263,0.0936850156156987,-0.0601922495850823,-0.0610523302245369,1.05625,11,0.0728577946167349,0.0606060606060606,0.0725212243704624,0.0925,0.0703553984351336,0.0701845352052502,0.169520426287744,2,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.61560790175809,0.61560790175809,NA,0,0,0,NA,8,0.596510215599618,0.731003953831903,0.28963648958665,0.33869948069782,-0.0364765699938564,-0.0105282016509642,9.21769270178143,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",2,0.240077041270435,0.240077041270435,0.0622253967444162,0.088,0.00400062954421563,0.004,0.909236820587945,3,0.139037512083329,0.141870650313579,0.0223262904688394,0.0323529411764706,0.0085418199973927,0.00514328808446455,15.7456394883893,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",41,0.131837358188427,0.12,0.0767705035817199,0.120818181818182,-0.00166125839023633,0.0113983041021126,1.57387518462001,50,0.0831100326686147,0.0454842317653913,0.0802582900480417,0.106666666666667,0.00419840631726285,0.00867246896271011,0.609751337655869,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",13,0.348718083691071,0.277425303891871,0.262864129191863,0.38859649122807,-0.095200558245604,-0.125194522113593,1.05422424962971,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.227761301778176,0.275523415900114,0.158789670425726,0.27483660130719,0.0077310574807923,0.00174579782372964,0.911982750870955,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.20855855362469,0.156864341211816,0.206618236033371,0.271428571428571,0.0497011692116306,0.0306160033457828,1,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",17,0.321272381702904,0.238006019496146,0.188125451538906,0.128219696969697,0.0244377703404265,0.000384720603753635,0.150035591900783,9,0.222931413541834,0.263502802634759,0.0984616156021857,0.108333333333333,-0.0203241930099094,-0.0105946723729468,1.71139706800954,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",4,0.226138641508301,0.252377322110451,0.248768948081053,0.37025641025641,0.0445200835909818,0.0281044727744166,0.815403768130219,2,0.0471622448416882,0.0471622448416882,0.0415559118448877,0.0587689341278209,0.0235075736511284,0.0235075736511284,0.555555555555556,0,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,0.250772759205957,0.264531409549717,0.0944070161275033,0.0685185185185185,-0.00103818235118252,-0.0245954079899034,0.60277955558008,1,0.421052631578947,0.421052631578947,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",7,0.280323382954092,0.170493566801189,0.280605213364386,0.486764705882353,-0.0177033585750255,-0.001334395071385,1,5,0.103896766831865,0.1750585136248,0.111684215122859,0.19996,-0.00966376549183941,-0.0215714161490683,1,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",11,0.145683266988548,0.2,0.0855799325586389,0.167272727272727,-0.0357114512548705,-0.0299133587444695,0.810353395849466,2,0.0353357103623087,0.0353357103623087,0.0398000102553571,0.0562857142857143,0.007766961015015,0.0081705069124424,0.802810882338255,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",9,0.409292718447793,0.310791122542757,0.198346757672948,0.325785788245204,-0.0542778701325609,-0.0787651202054669,1,1,0.120192307692308,0.120192307692308,NA,0,0,0,1,7,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",5,0.182056648658584,0.148532661597225,0.0747443133613983,0.131666666666667,-0.0305747679390137,-0.030446112318125,0.861312302067938,1,0.5,0.5,NA,0,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Senegal","Senegal2014",5,0.420183229963653,0.450056143024754,0.103491297932045,0.15,-0.0136440613990586,-0.0124137931034483,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Tunisia","Tunisia2013",7,0.299094907619744,0.283506777344001,0.18900254476853,0.267660550458716,0.0380869151622158,0.040403934638627,0.883578958015532,5,0.262692326923391,0.184950271729509,0.270193350348567,0.241538461538462,0.055323724790874,0.0290580948841818,0.668022753486476,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uganda","Uganda2013",1,0.25,0.25,NA,0,0,0,1,4,0.162032578743279,0.0773806274015326,0.210460566115171,0.415,-0.0774627766595697,-0.0642913323448356,7.72829140116661,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",3,0.448025152219513,0.450468470879082,0.260156635145945,0.323404255319149,-0.156218379130891,-0.157486040267454,0.891718657390866,1,0.3,0.3,NA,0,0,0,1,1,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",1,0.6,0.6,NA,0,0,0,1,6,0.24829206872687,0.21365104497555,0.127192850757324,0.0925177166210164,-0.0248964913591816,-0.0142688757993731,1.2,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
